Elbas Flow in MWh/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 01-01-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SE4 > DK2;DK2 > SE4;SE2 > SE3;SE3 > SE2;SE3 > SE4;SE4 > SE3;SE3 > DK1;DK1 > SE3;SE1 > FI;FI > SE1;SE3 > FI;FI > SE3;NO1 > NO2;NO2 > NO1;SE3 > NO1;NO1 > SE3;SE2 > NO3;NO3 > SE2;SE1 > NO4;NO4 > SE1;SE2 > NO4;NO4 > SE2;DK2 > 50HZ;50HZ > DK2;NO2 > DK1;DK1 > NO2;NO3 > NO4;NO4 > NO3;NO1 > NO3;NO3 > NO1;SE1 > SE2;SE2 > SE1;NO1 > NO5;NO5 > NO1;NO5 > NO2;NO2 > NO5;EE > FI;FI > EE;DK1 > DK2;DK2 > DK1;NO2 > NL;NL > NO2;LT > LV;LV > LT;EE > LV;LV > EE;BE > NL;NL > BE;FI > FRE;FRE > FI;SE4 > LT;LT > SE4;NO3 > NO5;NO5 > NO3
01-01-2020;10 - 11;0;0;3,5;0;163,6;0;0;0;90,3;0;0;29,8;;;0;0;0;20;0;5;0;0;0;35;0;66,9;;;;;0;4,4;;;;;0;155,5;0;5,4;;;0;157,3;166;0;;;;;187,8;0;;
01-01-2020;11 - 12;0;0;4,7;0;211,5;0;0;0;149,9;0;0;115,1;;;31;0;0;25;0;0;0;0;0;24,4;0;33,9;;;;;1,2;0;;;;;0;135,1;0;49;;;0;147,6;162,9;0;;;;;234,6;0;;
01-01-2020;12 - 13;0;0;264,1;0;309,7;0;0;0;55,1;0;0;21,1;;;63;0;76,5;0;0;0;0;0;0;0;0;233,8;;;;;0;24,3;;;;;0;50;0;22;;;0;52,6;66;0;;;;;331,1;0;;
01-01-2020;13 - 14;0;15;340,3;0;276,5;0;0;18,6;98,6;0;0;21,1;;;32;0;77;0;0;0;30;0;0;25,8;0;0;;;;;0;23,6;;;;;0;121;0;7,4;;;0;131,5;147,8;0;;;;;275,3;0;;
01-01-2020;14 - 15;0;0;376,9;0;279,4;0;0;2,3;53,5;0;39,2;0;;;68;0;88,5;0;0;0;0;0;0;0;0;160;;;;;0;3,5;;;;;0;105;13;0;;;0;89;111,2;0;;;;;279,4;0;;
01-01-2020;15 - 16;0;0;192,1;0;261,3;0;0;0;58,1;0;0;111,9;;;0;0;40;0;0;0;0;0;0;29;0;114;;;;;0;9,6;;;;;49,4;0;0;9,6;;;22,2;0;0;4,4;;;;;260,7;0;;
01-01-2020;16 - 17;0;0;118,1;0;24;0;0;0;3,9;0;0;4;;;0;0;40;0;0;0;0;0;0;0;24,1;0;;;;;0;3,9;;;;;47,6;0;0;9;;;16,8;0;0;2,2;;;;;16,8;0;;
01-01-2020;17 - 18;0;0;139,1;0;23,6;0;0;0;0;6,6;0;76;;;37;0;40;0;0;0;0;0;0;0;196,1;0;;;;;6,6;0;;;;;41;0;164,1;0;;;15,8;0;0,1;0;;;;;15,8;0;;
01-01-2020;18 - 19;0;0;92,3;0;25,8;0;0;0;0;11,7;0;94,5;;;36;0;0;0;0;0;0;0;0;0;290,1;0;;;;;32,2;0;;;;;19,1;0;149,1;0;;;16,8;0;1,5;0;;;;;19,8;0;;
01-01-2020;19 - 20;0;2;107,7;0;236,8;0;0;1,9;62;0;0;143,3;;;0;14;0;6,5;0;5;0;0;0;0;180;0;;;;;0;7;;;;;0;0;144,1;0;;;25,6;0;0;8,4;;;;;236,6;0;;
01-01-2020;20 - 21;0;0;213,1;0;434,9;0;0;0;34,5;0;0;188,2;;;2,2;0;0;0;0;0;0;5;0;0;135,7;0;;;;;15,5;0;;;;;0;0;75;0;;;38,5;0;0;19,5;;;;;476,5;0;;
01-01-2020;21 - 22;0;0;228,3;0;384;0;0;0;62,6;0;0;106,7;;;60;0;0;0;0;12,2;0;35,1;0;0;124,1;0;;;;;0;0,4;;;;;0;0;60,1;0;;;17,3;0;0;18,3;;;;;423,5;0;;
01-01-2020;22 - 23;0;0;145;0;220,4;0;0;0;106,6;0;0;139,5;;;32;0;0;0;0;30,5;0;2,5;0;0;36,1;0;;;;;0;26,1;;;;;0;33,9;54,1;0;;;8,4;0;3,7;0;;;;;269,4;0;;
01-01-2020;23 - 00;0;0;169,8;0;288,1;0;0;0;169,1;0;0;182,6;;;0;0;40;0;0;0;0;0;0;0;0;134,5;;;;;0;119,1;;;;;0;0;5,5;0;;;0;46,5;0;8,9;;;;;288,1;0;;
02-01-2020;00 - 01;0;0;461;0;199,2;0;0;0;83,3;0;0;248,1;;;741;0;0;0;0;65,1;0;400;0;0;264,8;0;;;;;0;0,5;;;;;0;27,2;99,8;0;;;0;3,2;5,8;0;;;;;196,8;0;;
02-01-2020;01 - 02;0;0;425;0;152,3;0;0;0;86,6;0;0;201,7;;;678;0;0;0;0;46,6;0;400;0;0;221,6;0;;;;;0;5;;;;;0;48;65;0;;;0;43,7;43,6;0;;;;;156,3;0;;
02-01-2020;02 - 03;0;0;376,6;0;42,4;0;0;0;41,8;0;0;195,4;;;688;0;0;0;0;17,3;0;371,1;0;0;0;53;;;;;5,5;0;;;;;0;0;0;52,8;;;14,2;0;0;18,7;;;;;57,4;0;;
02-01-2020;03 - 04;0;0;390,6;0;79,7;0;0;0;68,7;0;0;215,2;;;684;0;0;0;0;38,2;0;350,7;0;2;182,3;0;;;;;0;10,5;;;;;12,9;0;0;39,9;;;0,7;0;0;3,8;;;;;79,7;0;;
02-01-2020;04 - 05;0;0;148,9;0;87,2;0;0;0;61,4;0;0;211,9;;;571;0;0;0;0;0;0;49,6;0;0;209,2;0;;;;;0;23;;;;;23,4;0;0;71,6;;;6,6;0;0;6,6;;;;;87,2;0;;
02-01-2020;05 - 06;0;0;96;0;92,8;0;0;0;97,2;0;0;239,6;;;418;0;0;0;0;0;0;17;0;0;0;0,9;;;;;0;40,1;;;;;21,5;0;0;44,4;;;0;107,2;0;4,2;;;;;92,8;0;;
02-01-2020;06 - 07;0;0;0;30;30;0;0;0;25;0;0;50;;;0;0;0;0;0;0;0;0;41;0;0;0,9;;;;;13;0;;;;;0;0;0;0;;;0;100;17,6;0;;;;;30;0;;
02-01-2020;07 - 08;0;0;0;48;22,6;0;0;0;3;0;0;15,8;;;0;0;0;0;0;0;0;0;6;0;0;0,9;;;;;0;3;;;;;12,5;0;0;0;;;0;0;0;7,2;;;;;30;0;;
02-01-2020;08 - 09;0;0;0;114,1;0;6,8;0;0;0;0;0;9,9;;;0;0;0;0;0;0;0;0;71,1;0;0;0,9;;;;;0;0;;;;;5,5;0;0;0;;;3,3;0;0;3,5;;;;;24,7;0;;
02-01-2020;09 - 10;0;0;0;118;0;43,8;0;29;16,1;0;35,5;0;;;0;0;0;0;6;0;0;0;57,8;0;39,1;0;;;;;0;2,3;;;;;4;0;0;0;;;1;0;0;4,4;;;;;1;0;;
02-01-2020;10 - 11;0;0;0;118;0;9,9;0;3;31;0;0;3,4;;;0;0;0;0;2;0;0;0;125;0;0;35;;;;;0;1,5;;;;;35,3;0;0;0;;;0,4;0;0;8,7;;;;;0,4;0;;
02-01-2020;11 - 12;0;0;0;124,5;0;17,5;0;61,7;0;3,1;0;22,8;;;0;0;2;0;5;0;0;0;71,7;0;0;29,9;;;;;51,6;0;;;;;45;0;0;0;;;0;0;0;5,7;;;;;0,5;0;;
02-01-2020;12 - 13;0;0;0;61;0;27,9;0;0,5;0;1,9;0;40,2;;;0;0;0;2,2;10,2;0;0;0;77,7;0;20,1;0;;;;;56,3;0;;;;;6,1;0;0;0;;;0,2;0;0;4,2;;;;;0,5;0;;
02-01-2020;13 - 14;0;0;0;123,5;0;13,7;0;0;34,8;0;0;71,6;;;0;0;0;0;3;0;0;0;73,2;0;46;0;;;;;38,1;0;;;;;0;0;0;0;;;13,2;0;0;14,1;;;;;13,3;0;;
02-01-2020;14 - 15;0;0;0;119;0;29,4;0;1;30,6;0;0;97,5;;;0;0;0;5;23;0;0;0;80,7;0;0;24;;;;;29,9;0;;;;;2,8;0;0;0;;;7,4;0;0;14,1;;;;;7,4;0;;
02-01-2020;15 - 16;0;0;0;121;0;31,4;0;178,2;0;90,1;0;41;;;0;0;0;0;3;0;0;0;126,4;0;13,4;0;;;;;40;0;;;;;20,4;0;0;0;;;4,4;0;0;12,8;;;;;4,4;0;;
02-01-2020;16 - 17;0;0;0;140,4;0;34,2;0;118,3;0;76;0;12,2;;;0;0;0;0;2;0;1,9;0;86,2;0;56;0;;;;;48,2;0;;;;;47,1;0;0;0;;;0;0;0;9,4;;;;;0;0;;
02-01-2020;17 - 18;0;0;0;165,3;0;48,3;0;131,5;0;70;0;25,9;;;0;0;0;0;2;0;1,9;0;99,7;0;0;0;;;;;68,9;0;;;;;45,8;0;0;0;;;0;0;0;7,5;;;;;0;0;;
02-01-2020;18 - 19;0;0;0;188;0;42,5;0;80,4;0;24,1;0;53,8;;;0;0;0;0;1,9;0;0;0;78,1;0;36;0;;;;;90,2;0;;;;;42;0;0;0;;;0;0;0;3,8;;;;;0;0;;
02-01-2020;19 - 20;0;0;0;96,9;0;50,6;0;95,6;0;30,2;0;36,2;;;0;0;0;0;0;6;0;8;50,7;0;10;0;;;;;50,5;0;;;;;44,3;0;0;0;;;0;0;0;6,1;;;;;0;0;;
02-01-2020;20 - 21;0;0;0;80,7;0;50,8;0;123,2;0;44,3;54,1;0;;;0;0;0;20;0;8,1;0;0;28,7;0;0;16,3;;;;;0;7,6;;;;;47,8;0;0;0;;;0,6;0;0;10,2;;;;;0,6;0;;
02-01-2020;21 - 22;0;0;0;1,7;0;53,6;0;31;0;81,4;0;2,6;;;0;0;0;0;0;0;0;0;0;0;0;21;;;;;31,4;0;;;;;127,9;0;100,2;0;;;0;0;0;117,5;;;;;0;0;;
02-01-2020;22 - 23;0;0;35,8;0;0;44,4;0;0;0;100,9;0;35,3;;;0;0;7,6;0;0;0;1,9;0;0;0;0;117,3;;;;;50,9;0;;;;;193,2;0;214,3;0;;;0;0,4;0;181,8;;;;;0;0,4;;
02-01-2020;23 - 00;0;84;233,4;0;567,6;0;0;173,5;0;10,8;0;167,5;;;0;0;17;0;0;0;0;96,1;186,6;0;0;0;;;;;41;0;;;;;213,3;0;297,9;0;;;0;20;0;194,8;;;;;264,9;0;;
03-01-2020;00 - 01;0;95,5;8;0;160,1;0;0;280;50;0;23,3;0;;;204;0;46;0;0;0;0;30;0;0;0;0;;;;;0;0;;;;;0;0;10;0;;;0;15,3;15,3;0;;;;;282,6;0;;
03-01-2020;01 - 02;0;30;57;0;303,3;0;0;328,9;0;4;0;76,4;;;201;0;0;0;24;0;0;27;0;0;0;0;;;;;0;10;;;;;0;0;96,1;0;;;0;9,5;9,8;0;;;;;345,3;0;;
03-01-2020;02 - 03;0;129,5;198,7;0;700,7;0;0;283,6;0;0;0;269;;;187;0;0;34;0;0;0;100,3;216,1;0;0;0;;;;;0;0;;;;;0;0;215,6;0;;;0,8;0;5,2;0;;;;;246,6;0;;
03-01-2020;03 - 04;0;64,1;324;0;507,5;0;99,6;0;0;11;0;307,4;;;176;0;0;94;0;0;0;100,5;585;0;0;0;;;;;11;0;;;;;0;0,4;524,1;0;;;33,8;0;0;33,8;;;;;0;0;;
03-01-2020;04 - 05;0;11,3;255,2;0;592,5;0;0;102;22,8;0;0;329,9;;;243;0;0;109;0;0;0;103,8;585;0;0;0;;;;;0;3;;;;;0;0;418,4;0;;;32,3;0;0;32,2;;;;;0;0;;
03-01-2020;05 - 06;40,4;0;243,5;0;812,6;0;0;364,4;1,1;0;0;238,6;;;224;0;0;10;24;0;0;185,6;413,2;0;0;0;;;;;0;0,1;;;;;0;0;262,8;0;;;44,6;0;0;44,5;;;;;303,2;0;;
03-01-2020;06 - 07;52,6;0;147,3;0;138,1;0;60,9;0;92;0;3,5;0;;;0;0;60,4;0;0;12;0;173;585;0;0;0;;;;;0;0;;;;;0;0;567,4;0;;;43,7;0;0;43,7;;;;;0;0;;
03-01-2020;07 - 08;80,5;0;78,1;0;263,9;0;206,6;0;70,2;0;0;294,8;;;0;0;0;0;0;0;0;10,2;585;0;0;0;;;;;5;0;;;;;0;0;533,9;0;;;22,5;0;0;22,4;;;;;0;0;;
03-01-2020;08 - 09;0;0;3;0;100,4;0;0;39,3;9,9;0;0;41,9;;;0;0;0;0;0,1;0;0;0;407;0;15,5;0;;;;;15;0;;;;;27,3;0;590;0;;;27,3;0;0;18,9;;;;;27,3;0;;
03-01-2020;09 - 10;0;67,9;0;26,7;0;127,9;0;4,9;0;47,8;0;8,9;;;0;0;14;0;30,4;0;4,9;0;390,1;0;56,2;0;;;;;27,7;0;;;;;83,5;0;590;0;;;0;40,9;0;75,4;;;;;0;40,9;;
03-01-2020;10 - 11;0;0;0,6;0;67,6;0;0;0;3,4;0;0;107,6;;;0;0;13;0;1,9;0;4,9;0;502,7;0;16,5;0;;;;;49,6;0;;;;;71,6;0;586,8;0;;;0;42,3;0;58,8;;;;;0;0;;
03-01-2020;11 - 12;0;0;0;27,5;0;26,6;0;0;0;49,6;0;2,9;;;0;7;5,1;0;29;0;14,9;0;68,7;0;0;96,5;;;;;33;0;;;;;81,6;0;134;0;;;0;26,4;0;93,8;;;;;0;0;;
03-01-2020;12 - 13;0;0;0;206,7;0,2;0;0;382,9;0;41,4;44,6;0;;;0;11;6,6;0;0;10,1;0;0;0;129,2;0;28,9;;;;;35;0;;;;;85,9;0;0;0;;;0;33,9;0;71,9;;;;;0;0;;
03-01-2020;13 - 14;0;0;0;112,6;0;83,2;0;1;9,9;0;0;72,6;;;0;0;2,6;0;18,7;0;4,9;0;0;159,5;0;97,7;;;;;14,4;0;;;;;110,3;0;0;0;;;7,5;0;0;130,4;;;;;0;83,8;;
03-01-2020;14 - 15;0;0;0;39,4;0;47,3;0;35,9;0;62;0;10;;;0;1;0;7,5;10;0;24,9;0;0;269,1;0;64,6;;;;;81;0;;;;;84,9;0;0;0;;;0;11,3;0;110;;;;;0;49,2;;
03-01-2020;15 - 16;0;31,4;0;123,9;0;62,2;0;191,1;0;41,3;0;7,4;;;0;0;6,5;0;9,3;0;109,9;0;0;386,8;0;15;;;;;35;0;;;;;85,5;0;0;22,3;;;3,8;0;0;121,3;;;;;0;32,4;;
03-01-2020;16 - 17;0;0;0;112,5;1,2;0;0;218,8;0;8,7;62,3;0;;;0;0;0;10;12,1;0;85,9;0;0;418,9;0;78,4;;;;;0;13,4;;;;;19,9;0;0;0;;;7,6;0;0;30,1;;;;;0;0,3;;
03-01-2020;17 - 18;0;0;0;40,6;0;27,7;0;127,3;0;28,4;56,3;0;;;0;0;0;10;14,3;0;55;0;0;366,2;0;47,9;;;;;21,1;0;;;;;43,5;0;0;0;;;3,3;0;0;50,5;;;;;0;2,7;;
03-01-2020;18 - 19;0;0;0;122,7;0;11,1;0;408,5;0;70,6;151,8;0;;;0;0;0;3,5;9,3;0;59,9;0;0;441,1;0;94;;;;;26,2;0;;;;;0;0;0;0;;;2,2;0;0;6,4;;;;;0;5,1;;
03-01-2020;19 - 20;0;6,6;0;112,1;0;21,6;0;318,6;0;41,2;59;0;;;0;0;7,1;0;6,2;0;85;0;0;311;0;294,4;;;;;5;0;;;;;3,2;0;0;0;;;0;0;0;5,4;;;;;0;7;;
03-01-2020;20 - 21;0;376,1;0;466,4;0;359,3;0;318,6;0;21,9;87,4;0;;;0;0;91,1;0;9,7;0;293,7;0;0;287,2;0;294,4;;;;;1;0;;;;;9,4;0;237,7;0;;;4,8;0;0;4,4;;;;;0;0,2;;
03-01-2020;21 - 22;0;0;0;269,7;39;0;0;616,2;0;20,9;40,5;0;;;0;0;47,8;0;20,2;0;212;0;210,2;0;0;0;;;;;0,7;0;;;;;64,1;0;364,2;0;;;0;12,8;0;70;;;;;0;16;;
03-01-2020;22 - 23;15,8;0;85,6;0;51,4;0;0;38,2;0;59,4;55,9;0;;;0;0;15,9;0;0;0;51,4;0;585;0;0;0;;;;;49,4;0;;;;;169;0;582,8;0;;;0;8,9;0;191,3;;;;;0;27,4;;
03-01-2020;23 - 00;0;44;125,7;0;105,4;0;0;377,8;0;55,7;104,7;0;;;212;0;39,3;0;2,8;0;0;0;450,7;0;0;0;;;;;45,5;0;;;;;176,8;0;482,9;0;;;0;57,4;0;200,3;;;;;0;69,5;;
04-01-2020;00 - 01;0;75,6;0;185;22,7;0;0;711,6;0;65,1;214,3;0;;;165;0;34,7;0;86,2;0;0;0;0;10,2;0;0;;;;;0;41,1;;;;;0;0;51,4;0;;;0;146,7;0;20,4;;;;;98,3;0;;
04-01-2020;01 - 02;0;68;10,4;0;0;62,9;0;274,5;56,5;0;0;74,2;;;181,9;0;0;0;0;0;0;0;19,8;0;0;0;;;;;0;9,7;;;;;0;0;80,8;0;;;16,6;0;0;23,5;;;;;5,1;0;;
04-01-2020;02 - 03;0;66,5;0;23,2;15,8;0;0;443,2;2,4;0;0;12,2;;;285;0;0;0;0;0;0;0;0;0;0;0;;;;;0;10,8;;;;;0;5,3;43,8;0;;;5,6;0;0;11,7;;;;;82,3;0;;
04-01-2020;03 - 04;0;48,4;205,8;0;437,1;0;0;64,6;0;0;0;367,4;;;306;0;0;0;0;0;0;0;496,5;0;0;0;;;;;0;0;;;;;0;0;493,9;0;;;27,4;0;0;31,1;;;;;0;0;;
04-01-2020;04 - 05;12;0;194;0;288,3;0;291,1;0;22,4;0;0;474,6;;;253;0;0;0,2;0;0;0;0;585;0;0;0;;;;;0,6;0;;;;;0;0;520;0;;;21;0;0;26;;;;;0;0;;
04-01-2020;05 - 06;262;0;174,6;0;435;0;132;0;0;0,6;0;471;;;123;0;0;0;0;0;0;0;645,1;0;0;0;;;;;0,6;0;;;;;0;0;328,1;0;;;27,8;0;0;35;;;;;49,4;0;;
04-01-2020;06 - 07;312,2;0;83,5;0;494,3;0;0;15;50,1;0;0;419,7;;;0;0;0;0;0;0;0;0;967,7;0;0;0;;;;;0;71,5;;;;;0;0,1;590;0;;;23,6;0;0;31;;;;;67,5;0;;
04-01-2020;07 - 08;16,2;0;93,7;0;276,2;0;0;12,1;0;9,7;0;215,5;;;0;0;0;0;0;0;0;0;501,9;0;0;0;;;;;0;1,3;;;;;0;0;528,2;0;;;14,6;0;0;22,3;;;;;275;0;;
04-01-2020;08 - 09;68,9;0;191,2;0;495,4;0;0;31,6;31,8;0;0;301,5;;;0;0;0;60;0;0;0;0;674;0;0;0;;;;;0;1,7;;;;;0;0;564;0;;;0;17,9;7,8;0;;;;;426,5;0;;
04-01-2020;09 - 10;542,1;0;269,4;0;883,6;0;30;0;8;0;0;350,3;;;0;115,1;0;70;0;0;0;0;1060,4;0;0;0;;;;;0;0;;;;;0;0;590;0;;;0;17,6;9;0;;;;;338,4;0;;
04-01-2020;10 - 11;0;0;41,2;0;142,8;0;0;0;0;14;0;200,3;;;0;44,4;0;5;47;0;0;0;840,7;0;0;0;;;;;0;28;;;;;0,1;0;590;0;;;19,9;0;0;21,6;;;;;139,1;0;;
04-01-2020;11 - 12;0;0;171,4;0;43;0;0;0;0;158,6;0;1,8;;;0;0;0;48,8;145;0;0;0;580,5;0;0;0;;;;;12;0;;;;;0;0;590;0;;;36,4;0;0;55,3;;;;;36,4;0;;
04-01-2020;12 - 13;70;0;208,9;0;204,4;0;0;0;43,3;0;0;113,2;;;0;0;0;53;0;0;0;70;850,3;0;0;0;;;;;0;95,8;;;;;0;0;542,3;0;;;41;0;0;53,4;;;;;121,9;0;;
04-01-2020;13 - 14;0;0;166;0;1,8;0;0;0;35,5;0;0;0,3;;;0;0;0;56;0;12,5;0;60;795,3;0;0;0;;;;;0;103;;;;;0;0;590;0;;;2,5;0;0;15,5;;;;;0;0;;
04-01-2020;14 - 15;239,8;0;236,6;0;352;0;0;0;13;0;0;80,5;;;0;0;0;34;5;0;0;20;1107,9;0;0;0;;;;;0;108;;;;;0;0;590;0;;;4,3;0;0;19,2;;;;;104,4;0;;
04-01-2020;15 - 16;24,9;0;0;54,1;15,2;0;0;10;31,7;0;0;45,6;;;0;0;0;2;0;0;0;0;840,6;0;0;0;;;;;0;103,5;;;;;0;0;590;0;;;0;45,6;29,2;0;;;;;0;0;;
04-01-2020;16 - 17;323,7;0;82,9;0;324,5;0;0;10;148,1;0;0;146,6;;;0;49,7;0;11,2;0;0;20;0;852,4;0;0;0;;;;;1,5;0;;;;;0;0;423,4;0;;;0;16,9;1,7;0;;;;;0;0;;
04-01-2020;17 - 18;408,1;0;0;102,7;394,7;0;0;83;297,5;0;0;305,7;;;0;27,1;4;0;50;0;108;0;568,7;0;8,6;0;;;;;0;24,5;;;;;0;0;114,9;0;;;0;1,5;0;9,4;;;;;0;0;;
04-01-2020;18 - 19;0;0;0;117,2;0;70,4;0;66,4;134;0;0;91,4;;;0;14,1;0;19;0;5;182;0;214;0;0;8;;;;;0;39,6;;;;;0;0;466,5;0;;;30;0;0;33,7;;;;;0;0;;
04-01-2020;19 - 20;0;0;0;46,1;0;74;0;53;75;0;0;27;;;0;0;0;29;10;0;121;0;106,7;0;0;21,4;;;;;0;20,5;;;;;0;0;167,2;0;;;0;0;0;3,7;;;;;0;0;;
04-01-2020;20 - 21;0;0;0;37,3;38,4;0;0;184,2;67,8;0;0;45;;;0;0;0;31;1,5;0;67;0;0;48,1;0;105,2;;;;;0;109,3;;;;;0;0;79,6;0;;;20,2;0;0;33,9;;;;;38,4;0;;
04-01-2020;21 - 22;0;0;35;0;427,2;0;0;452,7;0;3;29,3;0;;;0;0;0;25;0;0;7;0;0;119,1;0;84,5;;;;;0;104;;;;;0;0;0;0;;;15,8;0;0;28,9;;;;;427,2;0;;
04-01-2020;22 - 23;0;0;93,6;0;241;0;0;235,4;0;7,9;36,1;0;;;0;0;12,5;0;20,9;0;41,1;0;0;10,5;0;201,6;;;;;149,5;0;;;;;0;0;45,3;0;;;21,9;0;0;32,3;;;;;238,2;0;;
04-01-2020;23 - 00;0;0;206,4;0;270,9;0;0;28,7;60,9;0;0;29,2;;;0;0;3,4;0;0;5;60;0;146,4;0;0;48;;;;;0;107,9;;;;;0;103,9;233,2;0;;;0;79,8;68,8;0;;;;;267,3;0;;
05-01-2020;00 - 01;0;0;143,6;0;202,3;0;0;27,8;24,7;0;0;128;;;194;0;0;24,5;0;1;0;2;424,2;0;0;35,9;;;;;16,3;0;;;;;0;0;378,1;0;;;15,5;0;0;24,8;;;;;199,7;0;;
05-01-2020;01 - 02;0;10,4;0;42,2;153,1;0;0;259,8;79,2;0;0;123,4;;;254;0;1,1;0;0;54;8;0;402,3;0;0;159,5;;;;;0;0,2;;;;;0,3;0;300,2;0;;;16,6;0;0;24,8;;;;;161,8;0;;
05-01-2020;02 - 03;0;0;0;89,5;74,8;0;0;344,6;0;12;0;22,6;;;85;0;31,6;0;12;0;59;0;419,8;0;0;32,4;;;;;0;0;;;;;0;0;269,5;0;;;21,2;0;0;31,9;;;;;73,2;0;;
05-01-2020;03 - 04;0;118,7;0;18,1;0;113,2;0;241,1;0;2,4;125,6;0;;;20;0;7,6;0;2,4;0;15;0;0;89,1;0;32,4;;;;;0;0;;;;;0;0;31,5;0;;;28,5;0;0;37,7;;;;;4,5;0;;
05-01-2020;04 - 05;0;147,5;0;119,9;0;95,3;0;378,8;0;0;156,2;0;;;71,8;0;0;10;0;0;71;0;0;139,8;24;0;;;;;0;35;;;;;0;0;0;53,7;;;27,2;0;0;35,2;;;;;52,2;0;;
05-01-2020;05 - 06;0;164,3;0;125,2;0;133,9;0;360,3;0;15,1;148,8;0;;;0;0;0;23,3;0;0;0;0;0;181,7;64,5;0;;;;;9,4;0;;;;;0;15,5;49,3;0;;;5,4;0;0;15,9;;;;;30,4;0;;
05-01-2020;06 - 07;0;229,4;0;292,1;0;200,6;0;595,9;0;136,8;404,3;0;;;0;90,5;0;8,2;8,2;0;12;0;0;249,2;64,5;0;;;;;0;126;;;;;0;6;0;25,1;;;3;0;0;18,9;;;;;28;0;;
