Elbas Flow in MWh/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 11-01-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SE4 > DK2;DK2 > SE4;SE2 > SE3;SE3 > SE2;SE3 > SE4;SE4 > SE3;SE3 > DK1;DK1 > SE3;SE1 > FI;FI > SE1;SE3 > FI;FI > SE3;NO1 > NO2;NO2 > NO1;SE3 > NO1;NO1 > SE3;SE2 > NO3;NO3 > SE2;SE1 > NO4;NO4 > SE1;SE2 > NO4;NO4 > SE2;DK2 > 50HZ;50HZ > DK2;NO2 > DK1;DK1 > NO2;NO3 > NO4;NO4 > NO3;NO1 > NO3;NO3 > NO1;SE1 > SE2;SE2 > SE1;NO1 > NO5;NO5 > NO1;NO5 > NO2;NO2 > NO5;EE > FI;FI > EE;DK1 > DK2;DK2 > DK1;NO2 > NL;NL > NO2;LT > LV;LV > LT;EE > LV;LV > EE;BE > NL;NL > BE;FI > FRE;FRE > FI;SE4 > LT;LT > SE4;NO3 > NO5;NO5 > NO3
02-01-2016;02 - 03;0;194;0;206;0;194;0;0;11;0;0;22;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;11;0;0;0;0;0;7;153;0;0;0;0;0;0;0;;;0;0;0;0;;
02-01-2016;03 - 04;0;0;0;133,6;0;0;0;0;15;0;0;86,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;7;0;0;0;0;0;0;0;0;;;0;0;0;0;;
02-01-2016;04 - 05;0;0;0;127,2;0;0;0;0;13;0;0;89,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;7;0;0;0;0;0;0;0;0;;;0;0;0;0;;
02-01-2016;05 - 06;24,5;0;0;136,8;25;0;0;102;12;0;0;69,4;0;0;4,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4,1;0;4,1;0;0;6;0;0;0;0;0;0;0;0;;;0;0;0;0;;
02-01-2016;06 - 07;0;0;0;26,7;0,3;0;0;0;31,7;0;0;10,5;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256,7;0;1,5;0;0;0;10;0;0;0;0;0;0;0;0;;;0;0;0;0;;
02-01-2016;07 - 08;0;145;0;115;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;0;0;0;0;0;0;0;147;0;0;0;0;0;10;0;0;0;0;0;0;0;0;;;0;0;0;0;;
02-01-2016;08 - 09;0;200;0;140;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;1,4;0;0;0;0;0;0;11,7;20;0;0;0;0;0;0;0,3;;;0;0;0;0;;
02-01-2016;09 - 10;0;28;0;44,9;0;28;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;28;0;110;0;0;0;0;0;0;0;0;0;10;0;13,6;0;0;0;0;0;0;0;0,8;;;0;0;0;0;;
02-01-2016;10 - 11;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;35;0;35;0;49;0;0;0;0;0;0,4;0;0;;;0;0;0;0;;
02-01-2016;11 - 12;0;0;0;10;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0,4;0;0;;;0;0;0;0;;
02-01-2016;12 - 13;15;0;0;74,1;15;0;0;0;0,1;0;14;0;0;0;0;103,1;0;14;0;0;0;0;0;0;0;103,1;0;0;0;0;0;0,1;0;103,1;0;103,1;0;81;0;0;0;0;0;2,4;0;0;;;0;0;0;0;;
02-01-2016;13 - 14;48,2;0;0;5,3;48,2;0;0;0;0;0;0;0;0;0;0;74,5;0;11;0;0;0;0;0;0;0;34,5;0;0;0;0;0;0;0;74,5;0;34,5;0;24;0;0;0;0;0;1,7;0;0;;;0;0;0;0;;
02-01-2016;14 - 15;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;13,4;0;0;0;0;0;0;0;1,6;;;0;0;0;0;;
02-01-2016;15 - 16;0;0;0;3,2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,7;0;0;0;0;0;24,4;0;0;24,7;;;0;0;0;0;;
02-01-2016;16 - 17;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;16;0;0;16;;;0;0;0;0;;
02-01-2016;17 - 18;0;0;0;55;50;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;34,6;0;0;0;0;0;40;0;0;39,6;;;0;0;0;0;;
02-01-2016;18 - 19;30;0;90;0;80;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106,9;0;0;0;0;0;119;0;0;118,9;;;0;0;0;0;;
02-01-2016;19 - 20;0;0;90;0;50;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;;;0;0;0;0;;
02-01-2016;20 - 21;0;0;63,2;0;50;0;0;0;0;0;0;0;0;0;0;10;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;;;0;0;0;0;;
02-01-2016;21 - 22;585;0;295;0;635;0;0;0;0;0;0;0;0;0;0;159;0;20;0;0;0;5;600;0;0;115;0;0;0;0;0;0;0;159;0;149;0;14;0;0;0;0;0;0;0;0;;;0;0;0;0;;
02-01-2016;22 - 23;0;0;68,3;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
02-01-2016;23 - 00;416,4;0;233;0;466,4;0;0;5;0;0;0;0;0;195;0;214;0;29;0;0;0;75;361,4;0;0;175;0;0;0;0;0;0;0;0;20;0;0;5;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;00 - 01;48;0;15,2;0;66,2;0;0;33;0;0;0;7;0;0;0;4;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;170;0;4;0;4;0;6;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;01 - 02;50;0;0;30,1;69,2;0;0;97;35,8;0;0;5,3;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205,8;3;0;0;4;0;6;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;02 - 03;69;0;0;29;88;0;0;101;50;0;0;0;0;0,1;9;0;0;13;0;0;0;0;49;0;0;0;0;0;0;0;0;220;24,1;0;0;3,9;0;5;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;03 - 04;217;0;65,2;0;251,2;0;0;58;17;0;0;44;0;0,1;0;30;0;28;40;0;0;0;237;0;0;0;0;0;0;0;0;227;0;4,9;0;3,9;0;4;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;04 - 05;0;0;0;9,4;34,2;0;0;4;49,4;0;0;0;0;0;0;5;0;10;0;1;0;0;0;0;0;0;15;0;0;0;0;218,4;14;0;0;0;0;4;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;05 - 06;40,7;0;52;0;74,9;0;0;0;21;0;0;1,7;0;0;0;12;0;9;6;0;0;0;90,7;0;0;0;0;6;0;0;0;197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;06 - 07;64,4;0;109,1;0;158,6;0;0;0;0;0;29,5;0;0;0;0;91;0;9;0;0;0;0;99,4;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;07 - 08;0;0;50;0;82,2;0;0;0;0;0;44,7;0;0;0;0;28;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;08 - 09;187,8;0;119;0;263;0;0;0;0;0;0;15;0;0;0;8;0;9;0;0;0;0;287,8;0;0;0;0;0;0;0;0;0;6;0;0;4;0;4,8;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;09 - 10;426,8;0;84;0;502;0;0;0;0;0;0;23;0;0;0;0;0;9;0;0;0;10;599,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;10 - 11;425;0;36,8;0;425;0;0;0;0;0;22,2;0;0;0;0;40;0;25;0;0;0;10;600;0;0;0;0;0;0;0;0;0;0;40;0;0;0;30;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;11 - 12;0;0;0;0;0;0;0;0;0;0;17,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;12 - 13;0;40;0;6,5;0;40,6;0;0;0;0;68,4;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;13 - 14;435,8;0;51,6;0;434,5;0;0;0;0;0;33,7;0;0;0;0;109,7;0;25;0;0;0;25;535,8;0;0;0;0;0;0;0;0;2,1;0;109,7;0;0;0;4,5;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;14 - 15;435;0;32,9;0;433,5;0;0;0;0;0;0;0;0;0;0;205;0;25;0;0;0;25;585;0;0;0;0;0;0;0;0;0;0;205;0;0;51;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;15 - 16;990;0;293,7;0;1003,4;0;0;0;0;0;0;0;0;0;0;430;0;49;0;5;0;150;1170;0;0;0;0;29;0;0;5;0;0;430;0;0;44;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;16 - 17;485;0;63;0;482,9;0;0;0;0;0;0;0;0;0;0;218;0;75;0;0;0;17;585;0;0;0;0;0;0;0;0;0;0;218;0;0;38;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;17 - 18;0;0;27,6;0;0;1,9;0;0;0;0;0;0;0;0;10;0;9;0;0;74;0;0;0;0;0;25;0;0;0;0;71,4;0;10;0;0;0;46;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;18 - 19;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;40;0;50;0;10;0;0;0;0;0;32,5;0;0;0;0;10;0;0;40;0;0;45;0;0;0;0;0;0;0,4;0;0;;;0;0;0;0;;
03-01-2016;19 - 20;0;0;61,8;0;0;1,2;0;0;0;0;0;0;0;0;0;0;0;50;0;20;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;41;0;0;0;0;0;0;0,5;0;0;;;0;0;0;0;;
03-01-2016;20 - 21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;21 - 22;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;22;0;50;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;5;0;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;22 - 23;0;24,9;0;17,9;0;24,9;0;0;0;0;0;0;0;0;6;0;0;26;0;0;0;1;0;0;0;0;0;6;0;0;0;0;6;0;0;0;0;5;24,9;0;0;0;0;0;0;0;;;0;0;0;0;;
03-01-2016;23 - 00;340;0;12;0;415,2;0;0;0;0;0;56,8;0;0;98,9;0;404;0;0;0;0;0;0;315;0;0;0;0;0;0;0;12;0;0;287,1;0;238,1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
04-01-2016;00 - 01;271;0;216;0;271;0;0;0;28;0;0;11;0;0;0;6;0;36;6;0;0;10;395;0;0;0;0;13;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
04-01-2016;01 - 02;250,8;0;215;0;251;0;0;0;28;0;0;19;0;0;0;10;0;41;10;0;0;26;401,1;0;0;0;0;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
04-01-2016;02 - 03;357,3;0;333,9;0;357,5;0;0;0;28,3;0;0;61,5;0;0;0;12,1;0;77;12,1;0;0;63;443;0;0;0;9;0;0;0;0;95,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
04-01-2016;03 - 04;291,8;0;245;0;292;0;0;0;13;0;0;89;0;0;0;8;0;76;8;0;0;63;342;0;0;0;0;0;0;0;0;81;0;8;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
04-01-2016;04 - 05;149,3;0;138;0;149,5;0;0;0;36;0;0;72,5;0;0;0;9;0;88;9;0;0;55;186,7;0;0;0;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
04-01-2016;05 - 06;273,8;0;290;0;274;0;0;0;0;0;0;37;0;0;8;0;0;105;0;0;0;60;348,8;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
04-01-2016;06 - 07;206,1;0;196,8;0;206,1;0;0;0;0;0;0;0;0;0;0;0;0;114,8;0;0;0;55;363,8;0;0;0;0;0;0;0;0;45;0;0;0;0;0;20;62,7;0;0;0;0;0;0;0;;;0;0;0;0;;
04-01-2016;07 - 08;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;20;0;12,1;0;0;0;0;0;0;;;0;0;0;0;;
04-01-2016;08 - 09;0;100;36,3;0;0;96,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;4;0;0;0;0;4,2;0;0;0;0;0;0;80;62,2;0;0;0;2,7;0;0;0;;;0;0;0;0;;
04-01-2016;09 - 10;17,8;0;0;5,6;20,9;0;0;0;0;0;0;0;0;133,1;0;133,1;0;26,1;0;37,8;50;0;0;0;0;108,1;0;0;0;0;0;22,2;0;0;25;0;0;5;0;0;0;0;4,9;0;0;0;;;0;0;0;0;;
04-01-2016;10 - 11;60;0;15,6;0;63,3;0;0;0;0;0;0;0;0;87,6;0;87,6;0;30;0;37,8;0;0;0;0;0;67,2;0;0;0;0;0;24,4;0;0;20,4;0;0;20;0;0;0;0;5,2;0;0;0;;;0;0;0;0;;
04-01-2016;11 - 12;0;0;0;128,6;3,3;0;0;0;0;0;0;0;0;133,4;0;133,4;0;30;0;37,8;110;0;0;0;0;7,2;0;0;0;0;0;27,2;0;0;130,2;0;0;21;0;0;0;0;4,2;0;0;0;;;0;0;0;0;;
04-01-2016;12 - 13;0;0;0;143,4;2,8;0;0;0;0;0;0;0;0;180,4;0;206,9;0;0;0;40;60;0;0;0;0;106,9;0;0;0;0;0;18;0;26,5;73,5;0;0;30;0;0;0;0;4;0;0;0;;;0;0;0;0;;
04-01-2016;13 - 14;0;0;0;98,6;0;0;0;0;0;0;0;0;0;218;0;218;0;0;0;40;60;0;0;0;0;125;0;0;0;0;0;26,6;0;0;100;0;0;27;0;0;0;0;3,2;0;0;0;;;0;0;0;0;;
04-01-2016;14 - 15;0;0;0;44;1,4;0;0;0;0;0;0;0;0;154;0;154;0;0;0;0;20;0;0;0;0;77;0;0;0;0;0;69,4;0;0;80;0;0;24;0;0;0;0;2,4;0;0;0;;;0;0;0;0;;
04-01-2016;15 - 16;0;0;0;202;0;0;0;0;0;0;0;0;0;103,6;0;198;0;0;0;0;75;0;0;0;0;44;0;0;0;0;0;66;0;97,4;62,6;0;0;83;0;0;0;0;0,7;0;0;0;;;0;0;0;0;;
04-01-2016;16 - 17;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;4,7;0;40;0;0;0;0;0;13;0;0;0;0;0;18;0;0;0;0;0;25;0;0;0;0;0;0,1;0;0;;;0;0;0;0;;
04-01-2016;17 - 18;0;0;0;0;2,2;0;0;0;0;0;0;0;0;0;0;5;0;10;0;40;10;0;0;0;0;13;0;0;0;0;0;20;0;0;0;0;0;6;0;0;0;0;0,4;0;0;0;;;0;0;0;0;;
04-01-2016;18 - 19;0;0;0;115,1;3,1;0;0;0;0;0;0;0;0;150,1;0;150,1;0;22;0;0;110,1;0;0;0;0;7;0;0;0;0;0;107;0;0;150;0;0;23;0;0;0;0;0,7;0;0;0;;;0;0;0;0;;
04-01-2016;19 - 20;8,2;0;0;178,8;11,9;0;0;0;0;0;0;0;0;132,4;0;132,4;0;5;0;10;0;0;0;0;0;35,4;0;0;0;0;0;121,4;0;0;100;0;0;17;0;5;0;0;0,9;0;0;0;;;0;0;0;0;;
04-01-2016;20 - 21;0;0;0;62;9,5;0;0;0;0;0;0;0;0;29,9;0;67;0;45;0;0;0;40;0;0;0;70;0;0;0;0;0;108,9;0;37,1;0;37,1;0;8;0;0;0;0;0;0;0;0;;;0;0;0;0;;
04-01-2016;21 - 22;0;45;0;185;0;41;0;0;0;0;0;0;0;0;0;141;0;70;0;0;0;40;0;0;0;94;0;0;0;0;0;101,7;0;141;0;91;0;0;0;5;0;0;0;0;0;0;;;0;0;0;0;;
04-01-2016;22 - 23;50;0;0;67;56,6;0;0;0;0;0;0;0;0;0;0;114,7;2;0;0;0;0;27;0;0;0;122,7;0;0;0;0;0;98,4;0;114,7;0;114,7;0;6;0;0;0;0;0;0;0;0;;;0;0;0;0;;
04-01-2016;23 - 00;102,8;0;0;31;115,7;0;0;0;0;0;0;0;0;0;0;184,7;0;71;0;0;22;0;0;0;0;157,7;0;0;0;0;0;70,5;0;184,7;0;184,7;0;3,5;0;0;0;0;0;0;0;0;;;0;0;0;0;;
05-01-2016;00 - 01;100;0;0;27,3;120;0;0;0;17,3;0;0;20;0;0;0;192,3;0;0;0;0;0;0;0;0;0;184,3;0;0;0;0;0;17,3;0;192,3;0;192,3;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
05-01-2016;01 - 02;45;0;0;120,7;54;0;0;0;17,7;0;0;84;0;0;0;105,7;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;22,3;0;105,7;0;105,7;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
05-01-2016;02 - 03;0;59;0;178,5;0;37,5;0;0;16;0;0;81;0;0;0;10;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;16;0;10;0;10;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
05-01-2016;03 - 04;0;201,5;0;190;0;180;0;0;16;0;0;30;0;0;0;10;0;0;0;0;0;0;0;192,5;0;2;0;0;0;0;0;16;0;10;0;10;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
05-01-2016;04 - 05;0;90;0;175,3;0;69;0;0;59,3;0;0;47;0;0;0;59,3;0;2;0;0;0;0;0;0;0;52;0;0;0;0;0;59,3;0;59,3;0;59,3;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;
05-01-2016;05 - 06;0;25;0;3,5;7,9;0;0;0;0;0;0;0;0;4,1;0;11,4;0;41,5;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;7,3;0;7,3;0;9,9;0;0;0;0;0;0;0;0,1;;;0;0;0;0;;
05-01-2016;06 - 07;0;25;0;6,5;8,8;0;0;0;0;0;0;0;0;15,3;0;15,3;0;18,5;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;23,4;0;0;0;0;0;0;0;0,6;;;0;0;0;0;;
