Elbas Flow in MWh/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 25-04-2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SE4 > DK2;DK2 > SE4;SE2 > SE3;SE3 > SE2;SE3 > SE4;SE4 > SE3;SE3 > DK1;DK1 > SE3;SE1 > FI;FI > SE1;SE3 > FI;FI > SE3;NO1 > NO2;NO2 > NO1;SE3 > NO1;NO1 > SE3;SE2 > NO3;NO3 > SE2;SE1 > NO4;NO4 > SE1;SE2 > NO4;NO4 > SE2;DK2 > 50HZ;50HZ > DK2;NO2 > DK1;DK1 > NO2;NO3 > NO4;NO4 > NO3;NO1 > NO3;NO3 > NO1;SE1 > SE2;SE2 > SE1;NO1 > NO5;NO5 > NO1;NO5 > NO2;NO2 > NO5;EE > FI;FI > EE;DK1 > DK2;DK2 > DK1;NO2 > NL;NL > NO2;LT > LV;LV > LT;EE > LV;LV > EE;BE > NL;NL > BE;FI > FRE;FRE > FI;SE4 > LT;LT > SE4
01-01-2015;00 - 01;0;0;0;22,3;0;0,3;0;0;11,7;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,7;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
01-01-2015;01 - 02;0;0;21,5;0;0,3;0;0;0;27,4;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,5;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
01-01-2015;02 - 03;0;0;5,3;0;0;3,8;0;0;31,7;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,8;0;0;0;0;1,3;0;2,2;0;0;0;0;0;0;1,3;0;0;;;;
01-01-2015;03 - 04;0;0;26,8;0;0;3,6;0;0;30;0;0;36,4;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;30;0;0;0;0;2,1;0;25;0;0;0;0;0;0;2,1;0;0;;;;
01-01-2015;04 - 05;0;0;39;0;0;4;0;0;22,4;0;0;21,3;0;0;0;0;0;0;0;0;0;0;7,4;0;0;0;0;0;0;0;0;19,9;0;0;0;0;0;24,7;0;5;0;0;0;15,7;15,7;0;0;0;;;;
01-01-2015;05 - 06;0;0;0;4,5;0;4,2;0;0;20;0;0;27;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;18,4;0;0;0;0;0;6;0;8;0;0;0;0;0;0;0;0;;;;
01-01-2015;06 - 07;0;0;0;12,8;0;4,5;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,3;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;;;;
01-01-2015;07 - 08;0;0;2;0;0;5,2;0;0;13,1;0;0;10,5;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;15;0;20;0;0;8;36;0;20;0;0;0;0;0;0;0;;;;
01-01-2015;08 - 09;0;0;0;29,8;0;7,1;0;0;24,9;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,9;0;5;0;0;0;9;20;0;0;0;0;0;0;0;0;0;;;;
01-01-2015;09 - 10;0;0;0;35,2;0;7,9;0;0;17,9;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,9;0;6;0;0;7,8;0;32,1;0;0;0;2;0;0;4,7;0;0;;;;
01-01-2015;10 - 11;0;0;0;71,9;0;8,2;0;0;26,5;0;0;7;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,5;0;49;0;20;31;0;31,9;0;0;20;26;0;0;27,5;0;0;;;;
01-01-2015;11 - 12;63;0;0;59,5;55;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;20,4;0;171,6;0;0;0;18;0;0;17;0;0;;;;
01-01-2015;12 - 13;0;0;0;88;0;0;0;0;10;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;8,9;0;63;0;0;0;1;0;0;4,2;0;0;;;;
01-01-2015;13 - 14;0;70,1;0;74,8;0;8,1;0;0;6,5;0;67,3;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,9;0;13;0;0;0;2,5;0;0;0;0;0;5,6;5,9;0;0;0;;;;
01-01-2015;14 - 15;0;148,7;0;145,2;0;8,8;0;0;24,2;0;21,2;0;0;14;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46,2;0;28;14;0;26,6;0;0;0;0;0;0;0;0;26,6;0;10;;;;
01-01-2015;15 - 16;0;13;0;140,3;0;22,8;0;0;34,8;0;0;3,2;0;3;0;7,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60,7;0;34,1;3;0;4,4;0;0;0;0;0;0;0;0;4,4;0;0;;;;
01-01-2015;16 - 17;0;8;0;70,9;0;18,6;0;0;1;0;0;0;0;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,6;0;30;8;0;26,4;0;0;0;0;0;0;0;0;26,4;0;0;;;;
01-01-2015;17 - 18;0;2,1;0;58,7;0;28,4;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,1;0;30;0;0;13,8;0;0;0;0;0;0;0;0;13,8;0;37;;;;
01-01-2015;18 - 19;0;0;11,5;0;0;20,3;0;0;0;0;0;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,4;0;30;0;0;12,2;0;0;0;0;0;0;0;0;12,2;13;0;;;;
01-01-2015;19 - 20;0;4;4;0;0;3,8;0;0;63;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;
01-01-2015;20 - 21;0;0;1,8;0;0,2;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;25;0;30;0;0;15,4;0;175;0;0;0;0;0;0;15,4;0;5;;;;
01-01-2015;21 - 22;0;16;5;0;0;19;0;6;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;28,1;0;29;0;0;15;0;191,4;0;0;0;0;0;0;15;0;0;;;;
01-01-2015;22 - 23;0;16;60,4;0;0;15,8;0;6;29,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;29,6;0;0;0;0;14,2;0;44;0;0;0;0;0;0;14,2;0;0;;;;
01-01-2015;23 - 00;0;0;61,2;0;0,2;0;0;0;29,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53,3;0;0;0;0;0;0;0;29,5;0;0;0;0;9,5;0;0;0;0;0;0;0;0;9,5;0;0;;;;
02-01-2015;00 - 01;0;0;0;27;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;26,1;0;0;0;0;0;0;0;0;63,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
02-01-2015;01 - 02;0;0;0;26;10,2;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;150;0;0;0;0;0;0;0;50;0;;;;
02-01-2015;02 - 03;0;0;0;36,7;10,2;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;;;;
02-01-2015;03 - 04;0;0;0;19,8;10,2;0;0;0;2,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;;;;
02-01-2015;04 - 05;0;0;10,2;0;10,2;0;0;0;14,9;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;32,7;0;0;0;0;4;0;50;0;0;0;0;0;0;4;0;309,3;;;;
02-01-2015;05 - 06;0;0;41;0;10,2;0;0;0;0;12;0;32,9;0;60;55,7;0;0;0;0;0;0;0;167,8;0;0;0;0;0;0;0;0;33;115,7;0;115,7;0;2,9;0;108;0;55,7;0;0;0;0;2,9;0;455;;;;
02-01-2015;06 - 07;0;71;0;110,5;0;60,8;0;0;21,1;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128,5;25;0;25;0;3,7;0;137,5;0;0;0;0;0;0;3,7;0;622,9;;;;
02-01-2015;07 - 08;0;20;0;38,8;0;9,8;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,7;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;437,2;;;;
02-01-2015;08 - 09;57;0;0;102,8;67,2;0;0;0;12,8;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47,6;0;0;0;0;3,4;0;0;0;0;0;0;0;0;3,4;0;0;;;;
02-01-2015;09 - 10;22,5;0;0;174,8;32,7;0;0;0;38,5;0;0;117,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78,3;0;0;0;0;0;15,1;0;0;0;0;0;0;0;2,4;0;21;;;;
02-01-2015;10 - 11;59;0;0;134;59;0;0;0;0;33;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,8;0;0;0;0;2,1;0;0;0;0;0;0;0;0;2,1;0;21;;;;
02-01-2015;11 - 12;49;0;0;200,8;49;0;0;0;30;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74,9;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;40;;;;
02-01-2015;12 - 13;29;0;0;288,6;39;0;0;0;38,5;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69,6;0;0;0;0;1,5;0;0;0;0;0;0;0;0;1,5;0;40;;;;
02-01-2015;13 - 14;32;0;0;215,2;37,2;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28,6;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;465;;;;
02-01-2015;14 - 15;26,3;0;0;197;35,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,7;0;0;0;0;1,3;0;0;0;0;0;0;0;0;1,3;0;427;;;;
02-01-2015;15 - 16;27;0;0;195;34,2;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;1,2;0;0;0;0;0;0;0;0;1,2;0;201;;;;
02-01-2015;16 - 17;25,9;0;0;186,8;15,9;0;0;0;0;0;0;0;0;30;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,6;0;0;90;0;90;1,4;0;0;0;0;0;0;0;0;1,4;0;106;;;;
02-01-2015;17 - 18;26;0;0;156,2;16,4;0;0;0;0;0;0;0;0;72,5;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,5;0;0;47,5;0;47,5;0;3;0;0;0;0;0;0;0;1;0;60;;;;
02-01-2015;18 - 19;11,6;0;0;74,6;10,6;0;0;0;25,4;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,1;0;120;0;120;0;2,1;0;0;0;0;0;0;0;0,9;0;5;;;;
02-01-2015;19 - 20;32;0;0;149,2;40,9;0;0;0;144,4;0;0;13,1;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131,2;0;120;0;120;0;3;0;0;0;0;0;0;0;1;0;178;;;;
02-01-2015;20 - 21;0;0;0;125,3;0;2,4;0;0;129;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132,8;0;120;0;120;0;2,6;0;0;0;0;0;0;0;0,4;0;0;;;;
02-01-2015;21 - 22;0;0;0;91,5;0;2,5;0;0;109;0;0;20;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98,5;0;120;0;120;0;3,2;108,7;0;0;0;0;0;0,2;0;0;55;;;;
02-01-2015;22 - 23;0;0;0;47;10;0;0;0;89;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;120;0;120;0;3;0;0;0;0;0;0;0;0;0;0;;;;
02-01-2015;23 - 00;0;0;0;117;10;0;0;0;124;0;0;2;0;0;0;200;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;107;0;200;0;200;0;3;0;0;0;0;0;0;0;0;0;0;;;;
03-01-2015;00 - 01;0;0;0;2,4;10;0;0;0;2,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,4;0;19;0;0;0;1,7;0;0;0;0;0;0;1,7;0;0;0;;;;
03-01-2015;01 - 02;0;0;0;10;10;0;0;0;32;0;0;0;0;0;0;1;0;1;0;0;0;1;20;0;0;0;0;0;0;0;0;32;0;26;0;0;0;0,8;20;0;0;0;0;0;0,8;0;0;0;;;;
03-01-2015;02 - 03;0;0;10;0;10;0;0;0;30;0;0;16,4;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;30,8;0;21;0;0;0;1,6;0;10;0;0;0;0;1,6;0;0;0;;;;
03-01-2015;03 - 04;0;0;0;25;0;70;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;65,6;0;17;0;0;0;1,5;0;40;0;0;0;0;1,5;0;0;0;;;;
03-01-2015;04 - 05;0;0;0;4,7;0;40;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;6,3;0;15;0;1;0;1,4;19,5;0;0;0;0;0;1,4;0;0;215;;;;
03-01-2015;05 - 06;0;0;262;0;0;20;0;0;22,7;0;0;41,7;0;0;0;0,7;0;0;0;0;0;0;0,9;0;0;0;0;0;0;0;232;0;0;15,7;0;1,7;0;1,2;16,9;0;0;1,7;0;0;1,2;0;0;239,4;;;;
03-01-2015;06 - 07;0;0;372;0;0;94;0;0;29;0;0;53,1;0;0;0;0;0;0;0;0;0;1;0;16;0;0;0;0;0;0;220,8;0;0;25;0;0;0;1;0;0;0;1;0;0;1;0;0;112;;;;
03-01-2015;07 - 08;0;0;430,8;0;0;60;0;0;15;0;0;60;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;264,9;0;0;2;0;0;0;0;0;20;0;0;0;0;0;0;0;263;;;;
03-01-2015;08 - 09;0;0;453;0;0;65;0;0;10;0;0;49,8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;281;0;2;0;0;0;4;0;0;0;0;0;0;0;1;0;70;0;;;;
03-01-2015;09 - 10;0;0;444,2;0;0;150;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;290;0;3;0;0;0;7;0;19,3;0;0;0;0;0;1;0;0;0;;;;
03-01-2015;10 - 11;0;0;400,5;0;0;204,8;0;0;0;3,3;0;163,1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;310;0;24;0;0;0;173;0;25,3;0;0;0;0;35;0;165;0;0;;;;
03-01-2015;11 - 12;0;0;445,5;0;0;194,8;0;0;0;0;0;146,2;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;339,7;0;25;0;1;0;106,2;0;20,8;0;0;0;0;56;0;100;25;0;;;;
03-01-2015;12 - 13;0;0;373,8;0;0;194,8;0;0;10;0;0;89,2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;313,8;0;25;0;0;0;106,2;0;80,5;0;0;0;0;46;0;100;25;0;;;;
03-01-2015;13 - 14;0;0;256;0;0;181,8;0;0;7;0;0;175,2;0;0;0;3;0;1;0;0;0;0;99,4;0;0;0;0;0;0;0;147;0;20;0;0;1;157,2;0;178,3;0;0;0;0;0;0;150;30;0;;;;
03-01-2015;14 - 15;0;355,1;51,2;0;0;534,9;0;0;31,8;0;0;118;0;0;1;0;0;0;0;0;0;0;0;376;0;0;0;0;0;0;0;27,9;24;0;0;0;72,6;0;0;0;0;0;0;0;0;63,4;30;0;;;;
03-01-2015;15 - 16;0;447,1;81,3;0;0;636,4;0;0;0;0;0;0;0;0;0;28,4;0;0;0;0;0;0;0;479,7;0;30;0;0;0;0;3;0;0;8;0;0;0;0;0;0;0;0;0;44;0;26,4;28;0;;;;
03-01-2015;16 - 17;0;208;86,3;0;0;396,9;0;0;0;0;0;171;6;0;0;0;0;1;0;0;0;0;0;208;7;0;0;0;0;0;2,5;0;2;0;0;0;149;0;0;0;0;0;0;68;0;139,6;45;0;;;;
03-01-2015;17 - 18;0;0;325;0;0;188,9;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;232;0;3;0;3;0;42;0;0;0;0;0;0;0;0;86;0;22;;;;
03-01-2015;18 - 19;22,7;0;311,5;0;0;166,4;0;0;0;0;0;99;14;0;3;0;48;0;0;0;0;29;0;0;14;0;0;0;0;0;189,7;0;3;0;0;0;73,2;0;0;9,2;0;0;2;0;0;90,2;0;46;;;;
03-01-2015;19 - 20;0;145,7;225,8;0;0;335,2;0;0;0;0;0;46;1;0;0;0;11;0;0;0;1;0;0;293;1;0;0;0;0;0;107,3;0;7;0;0;0;67;0;0;87,3;0;0;0;0;0;59;0;285;;;;
03-01-2015;20 - 21;0;723;0;4,1;0;751;0;0;129,1;0;0;13;0;0;6;0;0;1;0;0;0;0;0;893;0;0;0;0;0;0;0;76,7;8;0;2;0;0,9;0;0;90;0;0;1;0;8,1;0;0;385;;;;
03-01-2015;21 - 22;0;436,5;0;29,7;0;568,1;0;0;211;0;0;69,5;0;0;3;0;0;0;0;0;0;0;0;557;0;0;0;0;0;0;0;211;11;0;4;0;16,5;0;0;0;0;0;0;0;0;12,5;0;175;;;;
03-01-2015;22 - 23;0;0;244;0;0;130;0;0;169;0;0;93,6;0;0;0;181;0;0;0;0;0;0;0;23;0;179;0;0;0;0;0;89;0;163;0;181;5;0;14,5;0;0;0;0;18;0;0;0;165;;;;
03-01-2015;23 - 00;49,2;0;375,9;0;66,5;0;0;0;28,9;0;0;10,6;0;0;0;2;0;0;0;0;0;0;78,6;0;0;0;0;0;0;0;11;0;1;0;0;0;0;24,3;41,4;0;0;0;0;19,9;24,3;0;0;135;;;;
04-01-2015;00 - 01;0;196,7;0;36,7;0;36,7;0;0;49;0;0;33;0;0;26;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;36,7;0;0;1;0;0;17;146,7;0;0;0;0;19,9;24;0;0;5;;;;
04-01-2015;01 - 02;0;186,2;0;23;23,8;0;0;0;55;0;0;106,3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;24;0;0;100,7;0;141,2;0;0;0;0;7,9;0;86,7;0;101;;;;
04-01-2015;02 - 03;0;176;0;40;0;16;0;0;40;0;0;100;0;0;5;0;0;0;0;0;0;0;20,7;0;0;0;0;0;0;0;0;40;0;21;0;0;110;0;162,7;0;0;0;0;0;0;97,5;0;14;;;;
04-01-2015;03 - 04;0;161;0;40;0;1;0;0;40;0;0;111,5;0;0;15,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;10,5;13,5;0;94,5;0;267,3;0;13,5;0;0;0;0;80,5;11,5;0;;;;
04-01-2015;04 - 05;0;161;0;60;0;1;0;0;40;0;0;258,3;0;0;120,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;94,2;0;117,2;0;214,3;0;231,1;0;117,2;0;0;0;0;202,1;38,9;0;;;;
04-01-2015;05 - 06;0;118,6;0;13,6;41,4;0;0;0;15;0;0;231,7;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,6;91;0;91;0;223,7;0;159,9;0;83;0;0;0;0;209,7;23;0;;;;
04-01-2015;06 - 07;0;40;0;25;120;0;0;0;10;0;0;141,9;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;8,8;3;0;24;0;185,9;0;148,3;0;26;0;0;0;0;170,9;40;0;;;;
04-01-2015;07 - 08;6,2;0;17;0;166,2;0;0;0;10;0;0;54;0;10;0;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9,3;0;0;26;0;4;19;0;90,7;0;0;12;0;0;0;4;77;0;;;;
04-01-2015;08 - 09;44,9;0;17,7;0;204,9;0;0;0;20;0;0;127;0;17;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,2;0;42;0;33;168;0;0;17;0;52;0;0;0;168;47;0;;;;
04-01-2015;09 - 10;53,8;0;10,7;0;211,3;0;0;0;1;0;0;115;0;28;0;43;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11,8;0;0;19;0;18;77,6;0;0;0;0;47;0;8;0;77,6;207;0;;;;
04-01-2015;10 - 11;12,9;0;5,6;0;170,2;0;0;0;0;0;0;88;0;0;4;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;12,6;0;0;0;0;1;39;0;0;0;0;0;0;22;0;39;155;0;;;;
04-01-2015;11 - 12;62,4;0;18,8;0;218,8;0;0;0;3,6;0;0;194,4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8,8;0;0;5;0;3;56,7;0;0;0;0;0;0;22;0;42,7;103;0;;;;
04-01-2015;12 - 13;50,4;0;783,5;0;206,5;0;0;0;0;0;0;2,8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,3;0;0;3;0;3;0;1,3;0;0;0;0;0;20;14,6;0;66;0;;;;
04-01-2015;13 - 14;60;0;842,4;0;216,1;0;0;0;64,2;0;0;65,2;0;0;0;72;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;50,7;0;76;0;77;27;0;0;0;0;75;0;19;0;15;206;0;;;;
04-01-2015;14 - 15;75,4;0;881,2;0;230,4;0;0;0;113;0;0;185,3;0;44,2;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;0;26,8;0;21,8;153,2;0;0;0;0;64;0;15;0;141,2;191;0;;;;
04-01-2015;15 - 16;55,8;0;1107,7;0;211,4;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;32,1;0;0;3;0;0;0;14,4;0;25;0;0;0;20;14,4;0;134;0;;;;
04-01-2015;16 - 17;23,2;0;870,4;0;179,3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;3;0;0;0;0;0;5,9;0;0;4;3;0;0;33,8;0;0;0;0;0;25;20,8;0;119,3;0;;;;
04-01-2015;17 - 18;393;0;929,2;0;520,2;0;0;0;0;0;0;138,1;0;0;0;0;0;0;0;0;1;0;395,7;0;0;0;0;0;0;0;2,6;0;0;4;0;1;99,1;0;0;0;0;0;0;44;0;99,1;19;0;;;;
04-01-2015;18 - 19;503,2;0;1171,9;0;631,3;0;0;0;0;0;0;176;0;0;0;0;0;53;0;0;0;1;503,2;0;0;0;0;0;0;0;25,8;0;0;3;0;1;151;0;0;0;0;0;0;32;0;151;0;2;;;;
04-01-2015;19 - 20;701,3;0;1268,1;0;830,3;0;0;0;0;0;0;261;0;0;0;0;0;98;0;0;0;3;676,3;0;0;0;0;0;0;0;0;1;0;3;0;0;73;0;0;0;0;0;0;22;0;73;0;103;;;;
04-01-2015;20 - 21;262,4;0;1251;0;391,9;0;0;0;25;0;0;197;0;0;1;0;0;61;0;0;0;1;205;0;0;0;0;0;0;0;1,2;0;0;3;0;3;0;0;0;16,4;0;0;0;0;0;0;0;158;;;;
04-01-2015;21 - 22;2;0;1198,9;0;131,5;0;0;0;0;0;0;145;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1,2;0;4;0;3;0;14;0;0;0;0;0;14;14;0;0;19;;;;
04-01-2015;22 - 23;0;426,8;1183,7;0;0;266,8;0;0;23,6;0;0;120;0;0;0;0;0;0;1;0;0;0;0;386,8;0;0;0;0;0;0;0;25,9;0;4;0;0;0;20,5;40;0;0;0;0;21;20,5;0;0;19;;;;
04-01-2015;23 - 00;0;65,7;1164,1;0;94,1;0;0;0;42;0;0;30,3;0;0;0;96;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11,5;0;100;0;1;0;34,7;65,7;0;0;0;0;32;34,7;0;0;19;;;;
05-01-2015;00 - 01;0;0;0;338;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;21;;;;
05-01-2015;01 - 02;0;0;0;287,5;0;0;0;0;10,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260,5;0;0;0;0;7,5;0;0;0;0;0;0;0;0,5;0;0;2;;;;
05-01-2015;02 - 03;0;0;0;279,3;1,9;0;0;0;7,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257,4;0;0;0;0;11,7;0;0;0;0;0;0;0;0;3,7;0;31;;;;
05-01-2015;03 - 04;0;7,5;0;311,4;0;5;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0;0;0;0;0;0;292,1;0;0;0;0;1;0;0,8;0;0;0,8;0;0;0;1;0;3;;;;
05-01-2015;04 - 05;0;33,1;0;319,1;0;31;0;0;25,1;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;274,2;0;0;0;0;2,7;0;0;0;0;0;0;0;0;2,7;0;3;;;;
05-01-2015;05 - 06;0;11,4;0;209,8;0;9,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247,2;0;0;0;0;1,6;0;0;0;0;0;0;0;0;1,6;0;0;;;;
05-01-2015;06 - 07;0;26;0;183,4;0;24,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;248,9;0;0;0;0;3,8;0;0;0;0;0;0;0;0;3,8;0;0;;;;
05-01-2015;07 - 08;0;340;0;225;0;340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;250;0;0;0;0;0;0;289;0;0;0;0;0;0;0;0;5;;;;
05-01-2015;08 - 09;0;185;0;254;0;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;340;0;0;0;0;0;0;0;250;0;0;0;0;0;126,9;0;40;0;0;0;133;126,9;0;0;0;;;;
05-01-2015;09 - 10;0;627,6;0;1156,4;0;627,6;0;350;0;0;0;0;0;118,8;0;118,8;0;0;0;0;5;0;0;792,5;0;118,8;0;0;0;0;0;850;0;0;0;0;0;239,2;57,6;0;0;0;0;128;125,2;0;0;0;;;;
05-01-2015;10 - 11;0;391;0;1004,9;0;361;0;350;0;0;0;0;0;202,7;0;202,7;0;0;0;0;5;0;0;379,8;0;202,7;0;0;0;0;0;699,9;0;0;0;0;0;184;120,4;0;0;0;0;80,8;81;0;0;0;;;;
05-01-2015;11 - 12;0;276,8;0;560;0;356,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;467,7;0;30;0;0;0;0;0;250;0;0;0;0;0;236;0;25;0;0;0;113,1;115;0;0;0;;;;
05-01-2015;12 - 13;0;574;0;660;0;524;0;350;0;0;0;0;187;0;187;0;0;0;0;0;0;0;0;747,1;0;0;0;0;0;0;0;300;0;0;0;0;0;235;32,3;0;0;0;0;107,8;114;0;0;0;;;;
