Elbas Flow in MWh/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 25-04-2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SE4 > DK2;DK2 > SE4;SE2 > SE3;SE3 > SE2;SE3 > SE4;SE4 > SE3;SE3 > DK1;DK1 > SE3;SE1 > FI;FI > SE1;SE3 > FI;FI > SE3;NO1 > NO2;NO2 > NO1;SE3 > NO1;NO1 > SE3;SE2 > NO3;NO3 > SE2;SE1 > NO4;NO4 > SE1;SE2 > NO4;NO4 > SE2;DK2 > 50HZ;50HZ > DK2;NO2 > DK1;DK1 > NO2;NO3 > NO4;NO4 > NO3;NO1 > NO3;NO3 > NO1;SE1 > SE2;SE2 > SE1;NO1 > NO5;NO5 > NO1;NO5 > NO2;NO2 > NO5;EE > FI;FI > EE;DK1 > DK2;DK2 > DK1;NO2 > NL;NL > NO2;LT > LV;LV > LT;EE > LV;LV > EE;BE > NL;NL > BE;FI > FRE;FRE > FI;SE4 > LT;LT > SE4
28-05-2015;20 - 21;289,1;0;0;31,4;304,1;0;0;0;0;40;0;62,3;0;231,1;0;215,1;0;0;0;0;0;0;0;0;0;256,1;0;0;0;0;109,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;;;;
28-05-2015;21 - 22;195,2;0;0;62,6;195,2;0;34;0;0;45;0;0;0;230,2;0;214,2;0;0;0;0;0;0;0;0;0;255,2;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
28-05-2015;22 - 23;242,1;0;0;57,5;262,1;0;20;0;0;0;0;122,6;0;222,1;0;206,1;0;0;0;0;0;0;0;0;0;222,1;0;0;0;0;0;32,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
28-05-2015;23 - 00;79,6;0;0;73,1;99,6;0;0;0;0;0;0;115,8;0;60;0;44;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;5,6;0;0;0;0;0;0;0;11,6;0;0;0;0;0;0;0;0;;;;
29-05-2015;00 - 01;8,3;0;0;10,7;8,8;0;0;0;0;0;0;19;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;9,3;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;
29-05-2015;01 - 02;16,1;0;0;26,3;16;0;0;0;1,6;0;0;10;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;
29-05-2015;02 - 03;52,7;0;130,3;0;52,7;0;21;0;9;0;14,6;0;0;0;3;0;0;24;0;0;0;0;0;0;0;21;0;0;0;0;8,5;0;3;0;0;0;0;0;0;45;0;0;0;0;0;0;0;5;;;;
29-05-2015;03 - 04;31,2;0;55,7;0;31,3;0;21;0;6,7;0;0;33,7;0;0;3;0;0;44;0;0;0;0;0;0;0;21;0;0;0;0;5;0;3;0;0;0;0;0;0;31,2;0;0;0;0;0;0;0;100;;;;
29-05-2015;04 - 05;84,2;0;118;0;84,1;0;0;0;9;0;0;29,3;0;0;23;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;2,6;23;0;20;0;0;0;0;64,2;0;0;0;0;0;0;0;10;;;;
29-05-2015;05 - 06;93,7;0;0;150,1;93,1;0;0;75,2;237,1;0;0;152,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;;;;
29-05-2015;06 - 07;0;0;31,2;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
29-05-2015;07 - 08;0;0;4;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
29-05-2015;08 - 09;1,3;0;9,5;0;0;0;0;0;0;0;0;0;0;0;0;0;5,6;0;0;0;0;0;0;25;0;0;0;0;0;0;4,1;0;0;0;0;0;0;6;0;0;0;0;0;0,4;0;0;0;0;;;;
29-05-2015;09 - 10;1,2;0;31,9;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;55;0;0;0;0;0;0;6,1;0;0;0;0;0;0;25;0;0;0;0;0;0;0;2,1;0;0;;;;
29-05-2015;10 - 11;0;0;19,9;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;77,1;0;0;0;0;0;0;0;1,9;0;0;;;;
29-05-2015;11 - 12;0;0;24,7;0;0;0;0;0;0;0;0;0;0;5,3;0;5,3;0;0;0;0;0;0;75;0;0;13,3;0;0;0;0;0;0;0;0;0;8;0;101;0;0;0;0;0;0;0;3;0;30;;;;
29-05-2015;12 - 13;10;0;55,7;0;0;0;0;0;0;0;0;0;0;4,3;0;4,3;0;0;0;0;0;0;57,5;0;0;12,3;0;0;0;0;0;0;0;0;0;8;0;72;0;0;0;0;0;0;0;3,2;0;20;;;;
29-05-2015;13 - 14;10;0;41,2;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;1,6;0;8;0;0;0;0;89;0;0;0;0;0;2,8;0;0;0;1;;;;
29-05-2015;14 - 15;0;0;38;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;8;0;0;0;0;78,8;0;0;0;0;0;0;0;2,2;0;70;;;;
29-05-2015;15 - 16;0;0;27,9;0;0;0;0;0;0;0;0;0;0;0;7,7;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;5;7,7;0;0;0;0;0;0;0;0;0;0;1,7;0;0;0;156;;;;
29-05-2015;16 - 17;172;0;18,2;0;200;0;0;172,5;0;0;0;0;0;0;8,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,4;8,1;0;0;0;0;5;0;0;0;0;0;2,1;0;0;0;184;;;;
29-05-2015;17 - 18;170;0;41,2;0;200;0;0;154;0;0;0;0;0;0;8;0;0;0;0;0;0;0;127;0;0;20;0;0;0;0;15,3;0;8;0;0;0;0;0;0;0;0;0;0;1,3;0;0;0;25;;;;
29-05-2015;18 - 19;0;0;0;28,4;0;0;0;11,9;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,9;8;0;0;0;0;0;0;0;0;0;0;0,9;0;0;0;23;;;;
29-05-2015;19 - 20;0;29;0;0,7;0;0;6,7;0;0;0;0;0;0;0;8;0;0;5;0;0;0;0;0;0;0;10;0;0;0;0;0;19;8;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0;8;;;;
29-05-2015;20 - 21;0;40;0;19,8;0;0;10;0;0;0;0;0;0;0;0;0;0;31;0;0;31;0;0;0;0;10;0;0;0;0;0;11,8;0;0;0;8;0,1;0;0;0;0;0;0;0;0;0,1;0;8;;;;
29-05-2015;21 - 22;0;0;0;6,2;0;0;0;3,1;0;0;0;0;0;0;1;0;0;30;0;0;27;0;0;0;0;2;0;0;0;0;43,5;0;1;0;0;8;0;0;0;0;0;0;0;0;0;0;0;21;;;;
29-05-2015;22 - 23;0;0;0;9,7;0;0;0;22,7;0;0;36;0;0;0;1;0;0;16;0;0;15;0;0;0;0;0;0;0;0;0;0;5,8;1;0;0;8;0;0;0;0;0;0;0;0;0;0;0;4;;;;
29-05-2015;23 - 00;0;28;0;66,4;0;51,4;0;46,3;10;0;108;0;0;0;0;0;0;0;0;0;10;0;0;0;0;15;0;0;0;0;0;15,9;0;0;0;8;0;0;0;15;0;0;0;0;0;0;0;0;;;;
30-05-2015;00 - 01;15;0;0;35,5;9,7;0;0;37,4;0;0;0;6;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;6,6;0;0;0;0;0,1;0;0;15;0;0;0;0;0;0,1;0;5;;;;
30-05-2015;01 - 02;0;20;94;0;0;26,5;99;0;0;0;0;27;0;0;0;0;0;18;0;0;0;74;0;0;0;99;0;2;0;0;0;2,7;0;0;0;25;0;0;20;0;0;0;0;0;0;0;12,6;0;;;;
30-05-2015;02 - 03;0;33,4;93,1;0;0;33,4;85;0;0;0;0;3,8;0;0;0;0;0;13;0;0;0;74;0;0;0;85;0;0;0;0;0;3,1;0;0;0;6;0,8;0;33,4;0;0;0;0;0;0;0,8;9,6;0;;;;
30-05-2015;03 - 04;0;0;112,7;0;0;10;97;0;0;5,1;9,1;0;0;0;0;0;0;57;0;0;0;47;0;0;0;97;0;0;0;0;0;40;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;44,4;;;;
30-05-2015;04 - 05;0;89,8;10,2;0;0;89,8;0;0;0;0;7,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44,6;0;0;0;0;1,2;0;89,8;0;0;0;0;0;0;1,2;0;61,4;;;;
30-05-2015;05 - 06;0;56,7;66,3;0;0;91,7;5;0;0;0;29;0;0;0;0;0;0;9;0;0;0;9;0;0;0;5;0;0;0;0;0;48,5;0;0;18;0;0;3;56,7;0;0;0;0;0;0;2;0;26,4;;;;
30-05-2015;06 - 07;0;107,1;112,1;0;0;116,1;34;0;0;0;52,8;0;0;0;0;0;0;31;0;0;0;100;0;0;0;34;0;21;0;0;0;13,4;0;0;23;0;0;3,2;107,1;0;0;0;2;0;0;4,8;0;7,4;;;;
30-05-2015;07 - 08;0;59;97,9;0;0;77;0;8,6;0;0;28,9;0;0;0;8;0;0;15;0;0;0;65;0;0;0;14;0;0;0;0;0;15,8;0;0;68;0;0;0;59;0;0;0;0;0;0;2,5;0;11,4;;;;
30-05-2015;08 - 09;37,1;0;74;0;7,1;0;0;42,8;0;0;0;10,3;0;0;0;0;0;16;0;0;8;0;0;0;0;14;0;0;0;0;0;14;0;0;75;0;0,2;0;0;0;0;0;0;0;0;0,2;4;0;;;;
30-05-2015;09 - 10;0;91;0;133,4;0;129,2;0;0;112,8;0;0;114,2;0;0;0;0;0;15;0;0;46;0;0;0;0;0;0;0;0;0;0;124,1;0;0;4;0;0;2,1;91;0;0;0;0;0;2,1;0;0;0;;;;
30-05-2015;10 - 11;486,7;0;97,6;0;426,6;0;0;0;129,4;0;0;230,4;0;0;0;0;0;42;0;0;0;9;498;0;20,5;0;0;0;0;0;0;38,4;0;0;82;0;5;0;0;0;0;0;5;0;0;5;0;0;;;;
30-05-2015;11 - 12;478,2;0;45,4;0;406,3;0;0;0;163,7;0;0;314,7;0;0;0;0;0;62;0;0;0;8;540,2;0;0;5;0;0;0;0;0;69,6;0;0;87;0;7;0;140,1;0;0;0;0;0;0;0;0;94;;;;
30-05-2015;12 - 13;579,8;0;50;0;479,7;0;0;0;126,9;0;0;289,2;0;0;0;0;0;94;0;0;2;0;488;0;20;0;0;0;0;0;0;129,5;0;0;103;0;0;3;0;0;0;0;0;11;11;0;0;17;;;;
30-05-2015;13 - 14;462,4;0;32;0;362,3;0;0;0;131,5;0;0;315,5;0;0;0;8;0;26;18;0;0;15;467,4;0;19;0;0;0;0;0;0;135,3;0;0;143;0;0;44,8;0;0;0;0;0;9,8;9,8;0;0;18;;;;
30-05-2015;14 - 15;31;0;78,2;0;0;11,5;0;0;43,7;0;0;167,1;0;0;0;0;0;14;0;0;0;5;20,6;0;0;20,3;0;0;0;0;0;35;0;0;114;0;0;53,7;0;0;0;0;0;14,7;14,7;0;0;18,4;;;;
30-05-2015;15 - 16;85;0;154;0;31,6;0;0;0;0;0;0;69,5;0;0;0;0;0;14;0;0;0;0;0;0;0;37;0;0;0;0;29,5;0;0;0;100;0;0;43,5;0;0;0;0;3,5;0;0;3,5;0;53,4;;;;
30-05-2015;16 - 17;244,7;0;171,6;0;215,6;0;0;0;0;0;0;58,3;0;0;0;0;0;14;0;0;0;1,6;221;0;0;0;0;0;0;0;34;0;0;0;96;0;2;0;0;0;0;0;0;7;7;0;0;72,4;;;;
30-05-2015;17 - 18;0;22,3;95,2;0;0;25,1;15,6;0;0;0;0;5,1;0;0;0;0;0;25,6;0;4;0;105,4;0;85,6;0;17,6;0;10,6;0;0;43;0;0;0;79;0;0;2,5;0,4;0;0;0;0;13;11,6;0;0;0,4;;;;
30-05-2015;18 - 19;134;0;187,1;0;134;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;74;0;0;0;174;0;0;0;0;0;0;0;0;70;0;5;0;0;0;0;0;0;2,4;0;0;0;0;;;;
30-05-2015;19 - 20;53,9;0;86;0;54,1;0;0;0;8,5;0;0;63,5;0;0;0;0;0;38;0;3;0;100;0;0;0;38;0;24;0;0;0;17,5;0;0;79;0;0;33;0;0;0;0;0;1,6;0;0;0;0;;;;
30-05-2015;20 - 21;127,4;0;0;78,6;129,2;0;0;104,6;153,7;0;0;193,7;0;0;0;0;0;30,5;0;4;0;110,5;0;0;0;30,5;0;16,5;0;0;0;154,8;0;0;80;0;0;44;0;115,1;0;0;0;0;0;1;0;0;;;;
30-05-2015;21 - 22;185,1;0;19,5;0;187,2;0;0;141,4;0;0;0;15;0;0;0;0;0;40;0;0;0;100;0;0;0;40;0;26;0;0;0;13,8;0;0;80;0;0;20;0;0;0;0;0;0;0;0;14;0;;;;
30-05-2015;22 - 23;0;0;74,3;0;2;0;71;0;0;0;0;0;0;0;0;0;0;14;0;0;0;57;0;0;0;71;0;0;0;0;0;3,3;0;0;79;0;0;20;0;0;0;0;0;0;0;0;0;0;;;;
30-05-2015;23 - 00;0;0;85;0;0;0;44;0;16;0;0;3;0;0;0;0;0;13;0;0;0;46;0;0;0;64;0;0;0;0;0;32,5;0;0;87;0;0;11;0;0;0;0;0;0;0;0;0;49;;;;
31-05-2015;00 - 01;13,7;0;0;18,3;7,8;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,3;0;0;0;0;0;0;0;21,7;0;0;0;0;0;0;0;0;;;;
31-05-2015;01 - 02;0;17;6,1;0;0;23,5;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;2;;;;
31-05-2015;02 - 03;0;129,8;0;28;0;136,6;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;140;0;0;0;0;0;0;0;14,6;0;0;0;0;0;0;0;13,4;0;0;0;0;0;0;0;2;;;;
31-05-2015;03 - 04;0;102,2;0;29,8;0;109,3;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;155;0;0;0;0;0;0;0;9,8;0;0;0;0;0;0;0;22,8;0;0;0;0;0;0;0;0;;;;
31-05-2015;04 - 05;0;75,6;0;60;0;83;0;0;0;0;6,9;0;0;0;0;0;0;0;0;0;0;0;0;1,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73,9;0;0;0;0;0;0;0;0;0;;;;
31-05-2015;05 - 06;0;199,5;0;60;0;199,5;0;0;30;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;174,5;0;0;0;0;0;0;0;20;0;0;0;0;0;0;31,2;0;0;0,5;0;0;0;0;3;0;;;;
31-05-2015;06 - 07;0;327,2;0;178,8;0;327,2;0;0;158,8;0;29,2;0;0;0;0;0;0;0;0;0;0;0;0;327,2;0;0;0;0;0;0;0;151,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;;;;
31-05-2015;07 - 08;0;195,3;0;85,8;0;195,3;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265,3;0;0;0;0;0;0;0;62,7;0;0;0;0;0;0;0;10;0;0;0;0;0;0;5;0;;;;
31-05-2015;08 - 09;0;408,5;0;167,7;0;413;0;0;101,5;0;58,5;0;0;0,9;0;0,9;0;0;0;0;0;0;0;600;0;0;0;0;0;0;0;106,6;0;0;0;0;0;0;0;11,6;0;0,9;0;2,2;0;0;6;0;;;;
31-05-2015;09 - 10;0;281,8;0;79,2;0;285,3;0;42;0;0;120,3;0;0;0;0;0;0;0;0;0;0;0;0;312,6;42;0;0;0;0;0;0;49,2;0;0;0;0;11,4;0;11,2;0;0;42;0;0,3;0;3;42;0;;;;
31-05-2015;10 - 11;0;20;0;41,6;0;33,1;51,8;0;0;0;0;1,1;0;10;0;10;0;0;0;0;0;0;0;0;0;51,8;0;0;0;0;0;49,4;0;0;0;0;11,9;0;20;0;0;0;0;0,4;0;3,5;0;0;;;;
31-05-2015;11 - 12;87,7;0;0;21,3;3,7;0;20;0;12,1;0;0;2;0;5;0;5;0;0;0;0;0;0;86;0;0;20;0;0;0;0;0;32,7;0;0;0;0;11,9;0;0;31,7;0;0;0;0;0;4,9;0;0;;;;
31-05-2015;12 - 13;72,7;0;0;39,2;0;84,2;17;0;44,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;47,1;0;0;0;0;14,4;0;0;42,7;0;0;0;0,1;0;5,4;0;0;;;;
31-05-2015;13 - 14;43,5;0;43,6;0;0;90;0;0;13,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,7;0;0;0;0;6,9;0;6,5;0;0;0;0;0;0;8,5;0;0;;;;
31-05-2015;14 - 15;123;0;9;0;56,4;0;0;0;28,3;0;0;0;0;73;0;73;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;19;0;0;0;0;0;5,4;0;0;0;0;0;0,4;0,4;0;0;0;;;;
31-05-2015;15 - 16;68,5;0;0;143;0;2,8;0;0;167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;0;0;0;0;0;11,8;0;68,5;0;0;5,6;0;0;14,8;0;22;;;;
31-05-2015;16 - 17;99,9;0;0;15,5;4,4;0;15;0;58,2;0;0;0;0;54,4;0;34,4;0;3;0;0;0;0;0;0;0;135,9;0;0;0;0;0;41,2;20;0;20;0;0;5,4;0;0;101,5;0;24,6;0;0;24,6;0;72,5;;;;
31-05-2015;17 - 18;65,6;0;0;44,3;0;18,1;29;0;124,3;0;0;82,8;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0;0;0;0;0;106,7;0;0;0;0;0;12,7;24,4;0;103;0;19,3;0;0;19,3;0;0;;;;
31-05-2015;18 - 19;17,2;0;0;124,1;14,5;0;0;0;125,3;0;0;85,5;0;21,2;0;21,2;0;0;0;0;0;0;8;0;0;21,2;0;0;0;0;0;104,1;0;0;0;0;1,6;0;0;0;0;0;0;0,4;0;1,6;0;0;;;;
31-05-2015;19 - 20;11,8;0;0;131,4;0;92;0;0;170,8;0;0;148,8;0;8;87;0;0;0;0;0;0;0;0;111,8;0;0;0;0;0;0;0;166,2;0;0;0;0;2,2;0;0;41,7;0;0;0;0;0;2,2;0;2;;;;
31-05-2015;20 - 21;30,9;0;38,3;0;28,1;0;0;0;23;0;0;6;0;0;0;0;0;0;0;0;0;0;0;166,8;0;0;0;0;0;0;0;0,8;0;0;0;0;0;0;0;196,3;0;0;0;0;0;0;0;2;;;;
31-05-2015;21 - 22;0;32,6;0;25,1;0;35,6;0;0;31;0;0;15,8;0;0;0;0;0;0;0;0;0;0;0;205,5;0;0;0;0;0;0;0;14,6;0;0;0;0;0,8;0;0;163,6;0;0;0;0;0;0,8;0;33;;;;
31-05-2015;22 - 23;92,8;0;0;12;88,6;0;0;0;0;0;0;0;0;84,9;0;84,9;0;0;0;0;0;0;0;213,1;0;76,9;0;0;0;0;49,4;0;0;0;0;0;0,7;0;0;168,8;0;0;0;0;0;0,7;0;57;;;;
31-05-2015;23 - 00;17,8;0;0;90;0;1,3;0;0;0;0;0;10;0;138,3;0;141,3;0;0;46,4;0;25,6;0;0;495,1;0;112,7;0;3;0;0;0;29,4;0;3;0;3;0;0;0;188,8;0;0;0;0;0;0;0;69;;;;
01-06-2015;00 - 01;0;28,9;0;3,8;0;28,5;0;0;15;0;0;46;0;0;0;0;0;0;0;0;0;0;0;184,9;0;0;0;0;0;0;0,6;0;0;0;0;0;0;0;85,5;0;0;0;0;0;0;0;0;0;;;;
01-06-2015;01 - 02;0;72,9;0;36,9;0;72,9;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;432,4;0;0;0;0;0;0;0;26,9;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;;;;
01-06-2015;02 - 03;7,7;0;0;24,7;7,7;0;0;22,4;11;0;0;10;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;13,5;0;0;0;0;0;0;122,4;0;0;0;0;0;0;0;0;0;;;;
01-06-2015;03 - 04;0;66,5;0;60,8;0;66,5;0;0;44;0;0;5;0;0;0;0;0;0;0;0;0;0;0;199;0;0;0;0;0;0;0;40,8;0;0;0;0;0;0;49;0;0;0;0;0;0;0;4;0;;;;
01-06-2015;04 - 05;0;1,1;0;22,6;0;1,1;0;0;0;0;0;30;0;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,6;0;0;0;0;0;0;21,1;0;0;20;0;0;0;0;24;0;;;;
01-06-2015;05 - 06;45,3;0;0;10;45,3;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,9;0;0;0;0;0;0;0;0;;;;
01-06-2015;06 - 07;68,4;0;0;10;68,4;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;;;;
01-06-2015;07 - 08;0;0;0;27;0;0;0;0;0;0;0;0;0;87;0;87;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;29;0;23,2;0;0;0;0;0;15,2;0;0;15,2;0;0;;;;
01-06-2015;08 - 09;0;0;0;62,4;0;0;0;0;0;0;0;0;0;52;0;52;0;0;0;0;0;0;0;110;0;52;0;0;0;0;0;0;0;0;27;0;25,9;0;0;0;0;0;15,3;0;0;19,9;0;0;;;;
01-06-2015;09 - 10;0;0;0;122,3;0;0;0;0;0;0;0;0;0;65;0;65;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;46,3;0;0;0;0;18,7;0;0;0;0;0;14;0;0;18,7;0;0;;;;
01-06-2015;10 - 11;0;0;0;90;0;0;0;0;0;0;0;0;0;71,9;0;71,9;0;0;0;0;0;0;0;112,5;0;41,9;0;0;0;0;0;50;0;0;0;0;0;8,2;0;0;0;0;0;0;0;3,8;0;0;;;;
01-06-2015;11 - 12;0;0;0;150;0;0;0;0;0;0;0;0;0;120;0;120;0;0;0;0;0;0;0;10;0;80;0;0;0;0;0;50;0;0;0;0;8;0;0;0;0;0;0;4,1;0;0;0;1;;;;
01-06-2015;12 - 13;0;0;0;150;0;0;0;0;0;0;0;0;0;105;0;105;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;50;0;0;0;130;16,7;0;0;0;0;0;0;5,7;0;0;0;1;;;;
01-06-2015;13 - 14;0;0;0;140;0;0;31,7;0;0;0;0;0;0;98,7;0;98,7;0;0;0;0;0;0;3;0;0;58,7;0;0;0;0;0;50;0;0;0;130;20;0;0;0;0;0;0;9,4;0;0;0;5;;;;
01-06-2015;14 - 15;0;0;0;150;0;0;0;0;0;0;0;0;0;72,6;0;72,6;0;0;0;0;0;0;0;0;0;32,6;0;0;0;0;0;50;0;0;0;130;26,3;0;0;0;0;0;0;0;0;0;0;0;;;;
01-06-2015;15 - 16;1,5;0;0;209,8;0;0;0;47,6;0;0;0;0;0;40;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70,6;0;0;0;130;25,5;0;0;0;0;0;0;0;0;0;0;0;;;;
01-06-2015;16 - 17;0;0;0;171,9;0;15;0;55,5;0;0;0;0;0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47,7;0;0;0;130;14;0;0;0;0;0;0;0;0;0;0;0;;;;
01-06-2015;17 - 18;0;0;0;109;0;0;0;20,8;0;0;0;23,9;0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55,8;0;0;0;130;9;0;0;0;0;0;0;0;0;0;0;0;;;;
01-06-2015;18 - 19;0;0;0;160,9;0;0;0;0;0;0;0;30;0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,5;0;0;0;130;8;0;0;0;0;0;0;0;0;0;0;0;;;;
01-06-2015;19 - 20;0;0;0;83,6;0;0;0;0;0;5;0;11,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,5;0;0;0;130;7;0;0;0;0;0;0;0;0;0;0;0;;;;
01-06-2015;20 - 21;0;0;0;43;0;0;0;0;0;10;117,5;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;33;0;0;0;130;33;0;0;0;0;0;0;0;0;0;0;7;;;;
01-06-2015;21 - 22;0;0;0;43;0;0;0;0;0;0;43,2;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;23;0;0;0;130;20;0;0;0;0;0;0;0;0;0;0;0;;;;
01-06-2015;22 - 23;0;0;0;58;0;0;0;0;0;0;150,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;130;20;0;0;0;0;0;0;0;0;0;0;0;;;;
01-06-2015;23 - 00;0;0;10;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;;;;
02-06-2015;00 - 01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
02-06-2015;01 - 02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114,9;0;0;0;0;0;0;0;0;0;;;;
02-06-2015;02 - 03;0;94,9;4,6;0;0;95,7;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;198,9;0;0;0;0;0;0;4,9;0;0;0;0;0;0;0;0;44,7;0;0;0;0;0;0;0;0;;;;
02-06-2015;03 - 04;0;260;0;111;0;260,7;0;43,3;0;0;78,7;0;0;0;0;0;0;0;0;0;0;0;0;341,4;43,3;0;0;0;0;0;4,6;0;0;0;0;0;0;0;0;12,7;0;43,3;0;0;0;0;0;38;;;;
02-06-2015;04 - 05;0;163,2;0;94;0;167;0;80,2;0;0;91,9;0;0;0;0;0;0;0;0;0;0;0;0;274,4;59,9;0;0;0;0;0;5;0;0;0;0;0;0;0;0;56,9;0;59,9;0;0;0;0;0;26;;;;
02-06-2015;05 - 06;0;66,9;0;212,5;0;77,7;0;163,3;104,3;0;0;64,8;0;0;0;0;0;0;0;0;0;0;0;360,2;27,9;0;0;0;0;0;0;99,1;0;0;0;0;7;0;0;38;0;27,9;0;0;0;0;0;38;;;;
02-06-2015;06 - 07;29;0;36,4;0;28,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,3;0;0;0;0;0;7;0;0;22,3;0;0;0;0;0;0;0;77;;;;
02-06-2015;07 - 08;10,5;0;4,5;0;8,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;5,7;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;;;;
