Elbas Flow in MWh/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 01-01-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SE4 > DK2;DK2 > SE4;SE2 > SE3;SE3 > SE2;SE3 > SE4;SE4 > SE3;SE3 > DK1;DK1 > SE3;SE1 > FI;FI > SE1;SE3 > FI;FI > SE3;NO1 > NO2;NO2 > NO1;SE3 > NO1;NO1 > SE3;SE2 > NO3;NO3 > SE2;SE1 > NO4;NO4 > SE1;SE2 > NO4;NO4 > SE2;DK2 > 50HZ;50HZ > DK2;NO2 > DK1;DK1 > NO2;NO3 > NO4;NO4 > NO3;NO1 > NO3;NO3 > NO1;SE1 > SE2;SE2 > SE1;NO1 > NO5;NO5 > NO1;NO5 > NO2;NO2 > NO5;EE > FI;FI > EE;DK1 > DK2;DK2 > DK1;NO2 > NL;NL > NO2;LT > LV;LV > LT;EE > LV;LV > EE;BE > NL;NL > BE;FI > FRE;FRE > FI;SE4 > LT;LT > SE4;NO3 > NO5;NO5 > NO3
01-01-2019;11 - 12;0;0;0;98;0;24,8;0;0;173,6;0;0;0;;;0;0;0;0;0;0;;;206,4;0;;;;;;;0;60,5;;;;;18,6;0;121,9;0;;;0;0;0;5,6;;;;;0;12;;
01-01-2019;12 - 13;0;0;0;109;0;2,8;0;0;166;0;0;5;;;0;0;0;0;0;0;;;431,6;0;;;;;;;0;117;;;;;20,1;0;308,9;0;;;0;0;0;7;;;;;0;12;;
01-01-2019;13 - 14;0;0;0;129,8;0;1,8;0;0;130,7;0;0;0;;;0;0;0;0;0;0;;;161,5;0;;;;;;;0;66,1;;;;;37,4;0;99;0;;;0;0;0;16;;;;;0;11;;
01-01-2019;14 - 15;0;0;0;156,1;0;5,8;0;0;262,1;0;0;0;;;0;0;0;0;0;0;;;142,8;0;;;;;;;0;121,1;;;;;32,6;0;158,8;0;;;0;0;0;12,4;;;;;0;15;;
01-01-2019;15 - 16;0;0;0;163;0;0;0;0;204;0;0;0;;;0;0;0;0;0;0;;;249,4;0;;;;;;;0;64;;;;;41;0;268,4;0;;;0;0;0;12,3;;;;;0;0;;
01-01-2019;16 - 17;0;0;0;234,5;0;0;0;0;179,5;0;0;0;;;0;0;0;0;0;0;;;292,1;0;;;;;;;20,5;0;;;;;28,3;0;224,3;0;;;0;0;0;8,6;;;;;0;0;;
01-01-2019;17 - 18;0;0;0;235;0;0;0;0;162,5;0;0;0;;;0;0;0;14,4;0;0;;;187,8;0;;;;;;;40;0;;;;;147,6;0;157,8;0;;;0;0;0;1;;;;;0;0;;
01-01-2019;18 - 19;0;0;0;192,7;0;1;0;0;30,8;0;0;78,6;;;0;19,5;0;0;0;5;;;234,2;0;;;;;;;176;0;;;;;227,8;0;165;0;;;0;0;1,3;0;;;;;0;0;;
01-01-2019;19 - 20;0;0;0;123;0;15,8;0;0;0;7,8;0;10,2;;;0;104,3;0;40;0;0;;;331,4;0;;;;;;;127,8;0;;;;;232;0;221,5;0;;;0;0;0;0;;;;;0;25;;
01-01-2019;20 - 21;0;0;15;0;1,2;0;0;0;0;20;88,5;0;;;0;274,7;0;0;0;0;;;418,8;0;;;;;;;0;0;;;;;234;0;380;0;;;0;0;0;2,5;;;;;0;8;;
01-01-2019;21 - 22;0;48;0;65,8;0;30,8;0;21;135,7;0;0;0;;;59;0;0;0;0;56,9;;;15;0;;;;;;;0;78,8;;;;;157;0;25,5;0;;;0;0;0;3,7;;;;;8;0;;
01-01-2019;22 - 23;0;0;0;28;16,2;0;0;0;71,3;0;4;0;;;0;0;0;0;0;0;;;212,9;0;;;;;;;0;71,3;;;;;98;0;191,7;0;;;0;0;0;15,8;;;;;7;0;;
01-01-2019;23 - 00;0;22;0;272,8;0;205,8;0;9;268,5;0;0;0;;;27;0;0;0;0;0;;;280,3;0;;;;;;;0;276;;;;;83,1;0;204,8;0;;;0;0;0;79,1;;;;;0;193;;
02-01-2019;00 - 01;0;0;0;45;0;0;0;0;76;0;0;0;;;0;0;0;0;0;0;0;0;425,1;0;0;0;;;;;0;76;;;;;6;0;237,6;0;;;0;0;0;6;;;;;0;0;;
02-01-2019;01 - 02;0;0;0;10;0;0;0;0;30;0;0;0;;;0;0;0;0;0;0;0;0;294,6;0;0;0;;;;;0;30;;;;;6;0;84,9;0;;;0;0;0;6;;;;;0;0;;
02-01-2019;02 - 03;0;0;0;35;0;0;0;0;78,6;0;0;0;;;0;0;0;0;0;0;0;0;287,3;0;0;0;;;;;0;78,6;;;;;6,9;0;129,7;0;;;0;0;0;6,9;;;;;0;0;;
02-01-2019;03 - 04;0;0;0;25,8;9,2;0;0;0;45;0;0;0;;;0;0;0;0;0;0;0;0;15;0;0;0;;;;;0;45;;;;;6,7;0;0;108,2;;;0;0;0;6,7;;;;;0;0;;
02-01-2019;04 - 05;0;0;0;15,8;9,2;0;0;0;131;0;0;0;;;0;0;0;0;0;0;0;0;15;0;0;0;;;;;0;81;;;;;0,1;0;0;40;;;0;0;0;0,1;;;;;0;0;;
02-01-2019;05 - 06;0;0;0;14,5;10,5;0;0;0;319,5;0;0;0;;;0;5;0;0;0;239,5;0;0;132,5;0;0;0;;;;;0;30;;;;;0;0;40;0;;;1,3;0;0;1,3;;;;;1,3;0;;
02-01-2019;06 - 07;0;0;0;0;9,2;0;0;0;103;0;0;9,2;;;0;0;0;0;0;0;0;0;405,6;0;0;0;;;;;0;53;;;;;45,6;0;299,1;0;;;0;0;0;0,1;;;;;0;0;;
02-01-2019;07 - 08;0;0;0;0;9,2;0;0;0;54,1;0;0,8;0;;;0;0;0;0;0;34,9;0;0;71,1;0;0;0;;;;;10;0;;;;;92,7;0;120,1;0;;;0;0;0;0,7;;;;;0;0;;
02-01-2019;08 - 09;0;81;67,6;0;0;70,8;0;42;0;0;53,9;0;;;119;0;0;25;0;0;0;0;15;0;0;0;;;;;47,3;0;;;;;102,9;0;103,4;0;;;0;0;0;0,9;;;;;0;0;;
02-01-2019;09 - 10;0;525;0;61,6;0;510,1;0;215,2;0,1;0;392,4;0;;;127,7;0;53;0;0;0;0;0;15;0;0;0;;;;;46,7;0;;;;;0;0;590;0;;;0;0,1;0;0;;;;;0;0,1;;
02-01-2019;10 - 11;145,1;0;346;0;93,4;0;0;62;0,1;0;217,9;0;;;68,3;0;0;77;0;0;0;0;123,1;0;0;0;;;;;69,7;0;;;;;26;0;7,1;0;;;0;3,9;0;0,2;;;;;0;62,9;;
02-01-2019;11 - 12;0;19,5;144,7;0;0;62,1;0;61;0;0;140,8;0;;;9;0;0;15;0;0;0;0;13,5;0;0;0;;;;;15,2;0;;;;;6,2;0;42;0;;;0;0;0;4,2;;;;;0;57,8;;
02-01-2019;12 - 13;0;103,4;69,4;0;0;160;0;64;0;1,4;159,3;0;;;0;5,9;4,6;0;1,4;0;0;0;1;0;0;0;;;;;54;0;;;;;7,1;0;104,4;0;;;0;0;0;4,1;;;;;0;65,8;;
02-01-2019;13 - 14;0;138;150,4;0;0;193,5;0;0;0,1;0;140;0;;;4,1;0;0;0;0;0;0;0;5,9;0;0;0;;;;;83,9;0;;;;;6,8;0;80,5;0;;;0,1;0;0;3,5;;;;;0;65,7;;
02-01-2019;14 - 15;0;302,7;122,9;0;0;333,4;0;0;0;0;145,6;0;;;112,9;0;6;0;0;0;0;0;0;4,7;0;0;;;;;40,2;0;;;;;11,5;0;298;0;;;12,7;0;0;2,5;;;;;0;43,9;;
02-01-2019;15 - 16;0;664,8;60,9;0;0;693,4;35,8;0;0;0;164;0;;;218,4;0;3;0;0;0;0;0;0;130,1;0;35,8;;;;;50;0;;;;;9;0;604,7;0;;;13,7;0;0;0;;;;;0;40,6;;
02-01-2019;16 - 17;0;1532,7;12,8;0;0;1517,4;0;8,2;0;47,3;374,5;0;;;628,2;0;0;22;0;0;10,3;0;0;913,9;0;63,8;;;;;49;0;;;;;5;0;1008,8;0;;;13,7;0;0;3;;;;;0;36,8;;
02-01-2019;17 - 18;0;683,3;36,3;0;0;671,3;0;82;0;73,2;265,1;0;;;146,2;0;0;27;0;0;14;0;0;508;0;93;;;;;0;37,3;;;;;0;1;372,6;0;;;11,9;0;0;1;;;;;0;35,5;;
02-01-2019;18 - 19;0;85,7;0;78;0;115,3;0;386,8;0;0;107,1;0;;;7,7;0;0;50;0;0;15;0;0;287,4;0;299,6;;;;;0;130;;;;;0;3;76,4;0;;;9,2;0;1;0;;;;;0;44,6;;
02-01-2019;19 - 20;0;215,9;0;126;0;244,4;0;634,7;0;74;299;0;;;0,7;0;0;50;10;0;22;0;0;520,4;0;302,6;;;;;0;130;;;;;0;0;0,5;0;;;7,9;0;2;0;;;;;0;57,7;;
02-01-2019;20 - 21;0;161,2;0;100,6;0;182,1;0;539,2;0;61;503;0;;;0;10,3;0;50;0;0;14;0;0;215,4;0;337,1;;;;;0;130;;;;;5;0;68,8;0;;;11,7;0;0;3;;;;;0;44,9;;
02-01-2019;21 - 22;0;33,5;0;90,1;0;17,5;0;614,9;0;41,2;358,2;0;;;4,7;0;0;65;11,6;0;7;0;0;44,7;0;148,6;;;;;0;64,6;;;;;31,9;0;78,8;0;;;42;0;0;29,9;;;;;0;0;;
02-01-2019;22 - 23;0;230;0;205,2;0;211;0;543,8;0;4;395,2;0;;;0;59;0;0,8;0;12,5;0;0;0;241,8;0;277,9;;;;;0;70;;;;;0;12,9;24;0;;;0;0;12,9;0;;;;;0;0;;
02-01-2019;23 - 00;0;291,6;0;339,1;0;288,9;0;498,8;0;30;279,1;0;;;0;121,7;0;9,7;0;8,8;20;0;0;256,8;0;277,9;;;;;18,4;0;;;;;0;9,6;102,5;0;;;0;0;12,8;0;;;;;0;0;;
03-01-2019;00 - 01;0;39;0;161,8;0;40,3;0;490,5;0;56,8;246,6;0;;;0;4,3;2;0;0;0;100;0;62,2;0;0;245,3;;;;;0;30;;;;;0;0;0;74,1;;;0;1,3;0;0;;;;;0;1,3;;
03-01-2019;01 - 02;0;39;30;0;0;41;56;0;0;17;34,2;0;;;0;116,3;0;64;0;0;0;0;33,7;0;0;354,7;;;;;0;30;;;;;0;0,2;0;13,3;;;0;0;0,2;0;;;;;0;0;;
03-01-2019;02 - 03;0;83,7;7,2;0;0;83,7;93,7;0;0;11,4;0;39,9;;;0;63,4;0;70,8;0;5;0;0;16,2;0;0;131,3;;;;;0;30;;;;;0,1;0;70,3;0;;;0;0;0;0,1;;;;;0;0;;
03-01-2019;03 - 04;0;97,9;20;0;0;100,9;0;3,9;0;6;0;29;;;23,8;0;0;33;2;0;0;0;0;0;0;0;;;;;0;26;;;;;1,7;0;70,3;0;;;0;0;0,3;0;;;;;0;0;;
03-01-2019;04 - 05;0;142,9;20,2;0;0;144,9;37,1;0;4;0;1,8;0;;;20,6;0;0;7,2;0;0;0;0;19,2;0;0;0;;;;;0;30;;;;;0,7;0;85,6;0;;;0;0;0;0,7;;;;;0;0;;
03-01-2019;05 - 06;0;15;31,7;0;0;17,1;35,8;0;8,3;0;0;57,3;;;24,3;0;0;12,5;4,7;0;0;29,2;73,4;0;0;0,9;;;;;0;30;;;;;12;0;18,1;0;;;0;2,1;3;0;;;;;0;2,1;;
03-01-2019;06 - 07;6,1;0;160,2;0;6,1;0;37;0;0;0;0;62,7;;;0;1,9;0;0;0;0;0;0;15;0;0;22,1;;;;;0;5;;;;;0;44,5;25,9;0;;;0;0;1,5;0;;;;;0;0;;
03-01-2019;07 - 08;0;32,1;40,6;0;0;32,1;0;4,8;0;0;0;0;;;0;12,3;30;0;0;0;0;0;0;25,7;0;0;;;;;13;0;;;;;0;27,2;114,1;0;;;0;0;0;0,9;;;;;0;0;;
03-01-2019;08 - 09;0;51,8;0;0;35,4;0;0;4,8;0;0;0;0;;;15,6;0;0;0;0;0;0;0;0;56,2;0;0;;;;;0;10;;;;;91,4;0;114,1;0;;;116;0;0;119,4;;;;;116;0;;
03-01-2019;09 - 10;0;157,3;0;0;61;0;0;150,5;0;0;0;26,5;;;0;2;0;0;0;0;0;0;0;339,8;0;13,8;;;;;15;0;;;;;153,5;0;21,9;0;;;213,3;0;0;216,5;;;;;228,3;0;;
03-01-2019;10 - 11;0;30,1;0;0;114,6;0;0;121,1;0;0;0;43,5;;;0;0;0;0;0;0;0;0;0;30;0;15,1;;;;;58;0;;;;;86,5;0;260,1;0;;;137,7;0;0;140,6;;;;;147,7;0;;
03-01-2019;11 - 12;0;18,3;0;0;0;80,7;122,7;0;0;0;79,2;0;;;0;6,2;0;0;0;0;40;0;0;15;0;0;;;;;78;0;;;;;0;62;13,9;0;;;0;32,3;29,9;0;;;;;0;63,2;;
03-01-2019;12 - 13;0;0;0;0;0;29,7;293;0;0;0;0;20,3;;;0;16;0;20;5;0;55;0;0;0;0;132,2;;;;;40;0;;;;;0;47;35;0;;;0;0;0;2,8;;;;;0;28,7;;
03-01-2019;13 - 14;0;0;0;0;229;0;267,1;0;0;0;0;147,2;;;0;26;0;5;5;0;60;0;0;0;0;194,2;;;;;35;0;;;;;0;50,7;0;0;;;0;0;0;1,5;;;;;0;24,9;;
03-01-2019;14 - 15;13,9;0;0;0;84;0;209,1;0;0;0;0;197,8;;;0;26,1;0;0;0;0;0;0;0;0;0;124;;;;;45;0;;;;;0;47,1;0;13,9;;;0;0;3,1;0;;;;;0;11,2;;
03-01-2019;15 - 16;0;1,4;0;0;289,9;0;177;0;0;0;0;234,9;;;0;11;0;5;5;0;40;0;0;0;0;139;;;;;45;0;;;;;0;60,1;0;35;;;0;10;7,9;0;;;;;0;24,6;;
03-01-2019;16 - 17;5,4;0;0;0;37,8;0;339,3;0;0;0;0;234,1;;;0;9,8;0;0;0;0;40;0;318,2;0;0;63,7;;;;;30;0;;;;;0;58,2;277,8;0;;;0;20;19,7;0;;;;;0;31,5;;
03-01-2019;17 - 18;0;81,3;0;0;0;92,2;61,9;0;0;0;0;102,4;;;0;15,6;0;0;0;0;32;0;174,8;0;0;20,3;;;;;30;0;;;;;0;66,8;206,1;0;;;0;15,8;18,1;0;;;;;0;12,9;;
03-01-2019;18 - 19;0;49,6;0;0;77,3;0;2,3;0;0;0;0;125,9;;;0;4,5;20;0;0;0;28;0;0;0;0;76,1;;;;;12,8;0;;;;;0;60;10,9;0;;;0;11,6;9,2;0;;;;;8,7;0;;
03-01-2019;19 - 20;0;30;0;0;0;0;99,7;0;0;0;0;105,7;;;12,4;0;0;0;0;0;28;0;0;0;0;103,3;;;;;0;13;;;;;0;45,3;0;0;;;0;0,9;0;0;;;;;10,5;0;;
03-01-2019;20 - 21;5,4;0;0;0;0;0;206,8;0;0;0;0;216,7;;;7,4;0;0;0;0;0;28;0;0;0;0;189,2;;;;;0;0;;;;;0;0;0;0;;;0;0;0;0;;;;;0;2,4;;
03-01-2019;21 - 22;0;15;0;0;0;15;44,6;0;0;0;0;60,4;;;7,4;0;0;0;0;0;0;0;0;0;0;150,6;;;;;50;0;;;;;0;69;0;0;;;0;58,6;58,3;0;;;;;0;21,2;;
03-01-2019;22 - 23;0;13,3;58;0;0;22,6;45;0;0;0;52,5;0;;;0;4;0;0;0;0;0;0;0;0;0;68;;;;;158;0;;;;;0;29,4;0;0;;;0;32;33,3;0;;;;;0;17,2;;
03-01-2019;23 - 00;583,6;0;131,8;0;574,2;0;0;0;0;0;0;45;;;0;89;0;17;0;0;0;0;585;0;0;0;;;;;72,4;0;;;;;16,7;0;0;13,6;;;0;0;0;0,3;;;;;7,7;0;;
04-01-2019;00 - 01;92,8;0;160,6;0;362,1;0;0;0;40,4;0;0;111,5;;;0;71,1;0;66,6;2;0;0;20;315,2;0;0;0;;;;;2;0;;;;;0;2,9;216,4;0;;;0;0;0,6;0;;;;;0;0;;
04-01-2019;01 - 02;315,6;0;234,6;0;317,6;0;0;11,7;40,4;0;0;91,8;;;89,3;0;0;55,9;5;0;0;5,3;366,8;0;11,7;0;;;;;0;0;;;;;0;0;0;0;;;2;0;0;2;;;;;2;0;;
04-01-2019;02 - 03;505,5;0;284,7;0;502,7;0;0;96,2;40,4;0;0;90,6;;;20;0;0;88,2;0;0;0;0;762,5;0;96,2;0;;;;;0;10,4;;;;;0;1,9;203,6;0;;;0;0;0;0;;;;;0;0;;
04-01-2019;03 - 04;284,2;0;35,5;0;284,1;0;0;86;2,2;0;0;43,7;;;0;93;0;45;0;0;0;0;653,4;0;0;0;;;;;5;0;;;;;0;2,3;369,2;0;;;0;0,1;0;0;;;;;0;0,1;;
04-01-2019;04 - 05;253,2;0;13,7;0;253,7;0;0;55;102,7;0;0;115,3;;;0;68;0;40;7,3;0;0;0;588,1;0;0;0;;;;;0;0;;;;;0;2,1;332,3;0;;;0,5;0;0;0;;;;;0,5;0;;
04-01-2019;05 - 06;0;74,8;0;8,8;0;72,8;0;0;37,3;0;0;17,6;;;3,4;0;0;0;0;10;0;0;122,6;0;0;0;;;;;0;27,3;;;;;0,2;0;124,4;0;;;2;0;0;2;;;;;2;0;;
04-01-2019;06 - 07;95,2;0;83;0;139,1;0;0;0;0;0;0;30,1;;;0;30;0;20;0;0;0;0;137,6;0;0;0;;;;;0;0;;;;;0;1,9;40,9;0;;;0;0;1,2;0;;;;;0;0;;
04-01-2019;07 - 08;0;27,3;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;24,1;0;0;;;;;0;0;;;;;6,7;0;140,9;0;;;0;0;1,6;0;;;;;0;0;;
04-01-2019;08 - 09;3,4;0;0;0;0;0,3;0;21,3;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;21,3;0;;;;;0;0;;;;;0;3,9;149,6;0;;;0;0;0;0;;;;;0;0;;
04-01-2019;09 - 10;102,1;0;0;30;128,3;0;0;137,1;0;0;0;0;;;3;0;7,1;0;0;0;30;0;0;0;0;6;;;;;0;20;;;;;0;19;0;10;;;0;16,2;0;0;;;;;0;0;;
04-01-2019;10 - 11;0;8,6;0;101,3;18,6;0;0;8,2;0;0;0;0;;;25;0;3,3;0;0;0;30;0;0;2,8;0;3;;;;;0;58;;;;;0;55,7;35,6;0;;;0;16,4;0;0;;;;;0;0;;
04-01-2019;11 - 12;61;0;84,1;0;98,2;0;0;0;0;0;0;0;;;0;13,9;0;0;0;0;30;0;0;0;0;10;;;;;0;22,9;;;;;0;119,1;0;10;;;0;22,7;17;0;;;;;0;0;;
04-01-2019;12 - 13;488,7;0;259,1;0;441,5;0;0;0;0;0;0;0;;;0;39,6;0;30;0;0;8,8;0;600;0;0;10;;;;;0,3;0;;;;;0;70,4;0;0;;;0;22,3;6;0;;;;;0;0;;
04-01-2019;13 - 14;369,6;0;142,9;0;318,6;0;73,6;0;0;0;0;0;;;0;8,5;0;11,8;0;0;22;0;720,5;0;9,6;0;;;;;0;18,9;;;;;0;54,3;328,9;0;;;0;18,7;22;0;;;;;0;0;;
04-01-2019;14 - 15;149,7;0;0;12,6;129,5;0;27,4;0;0;0;0;0;;;0;7,5;0;5;0;0;20;0;482,7;0;0;32;;;;;0;2,1;;;;;0;76,3;370,1;0;;;0;33,1;32,9;0;;;;;0;0;;
04-01-2019;15 - 16;737,2;0;146;0;567,6;0;0;0;0;0;0;0;;;0;77,2;0;71,6;0;15;20;0;789,8;0;0;30;;;;;0;2,4;;;;;0;73,1;0;0;;;0;17,4;13,4;0;;;;;0;0;;
04-01-2019;16 - 17;184,9;0;13;0;381,5;0;0;0;0;0;0;0;;;0;59,9;0;1,3;0;0;0;0;500,5;0;0;87,6;;;;;0;152;;;;;0;50,4;288,6;0;;;0;16,7;13,6;0;;;;;0;0;;
04-01-2019;17 - 18;122,5;0;0;252,2;262,2;0;0;16,8;0;0;0;0;;;0;312,9;12;0;0;0;0;0;0;0;0;340,5;;;;;0;230,2;;;;;0;34,3;0;0;;;0;15,8;12,4;0;;;;;0;0;;
04-01-2019;18 - 19;25,3;0;0;207;88,3;0;0;97,9;0;0;0;0;;;0;78,2;11;0;0;0;0;0;0;0;0;97,4;;;;;0;173;;;;;0;38,9;79,7;0;;;0;15,2;13,8;0;;;;;0;0;;
04-01-2019;19 - 20;0;7,1;0;165,7;254,1;0;0;122,3;0;0;0;0;;;0;16,5;0;36,4;0;5,6;59,5;0;305,4;0;0;4,7;;;;;0;156;;;;;0;11;302,5;0;;;0;14,5;13,9;0;;;;;0;0;;
04-01-2019;20 - 21;385,8;0;0;97,5;385,5;0;0;127;0;0;0;0;;;0;128,1;0;3,9;0;0;0;0;305,4;0;0;0;;;;;0;110,4;;;;;0;9,5;0;0;;;0;17,6;12,9;0;;;;;0;0;;
04-01-2019;21 - 22;438,9;0;0;275,4;475;0;0;307;0;26;0;0;;;0;183,1;0;0;0;0;0;0;578,4;0;0;0;;;;;0;162;;;;;44,8;0;19,4;0;;;41,8;0;0;45,5;;;;;76,1;0;;
04-01-2019;22 - 23;495,4;0;96,6;0;487,1;0;0;74;0;91,4;127,4;0;;;0;81,5;0;40,4;0;24,3;0;0;1009,7;0;0;0;;;;;0;7,6;;;;;7;0;284,4;0;;;0;0,5;0;5,8;;;;;16,9;0;;
04-01-2019;23 - 00;0;17;0;75,1;0;17;0;7;0;100;205,5;0;;;0;227,1;0;22,3;0;19;0;0;436;0;0;0;;;;;0;1;;;;;0;7,5;388,7;0;;;0;10,9;7;0;;;;;0;0;;
05-01-2019;00 - 01;0;218;0;111;0;146;0;95;0;34,9;0;0;;;0;0;0;0;43,9;0;;;148;0;0;0;;;;;0;105;;;;;6,9;0;179,8;0;;;1;0;0;5,8;;;;;45;0;;
05-01-2019;01 - 02;0;194;0;155;0;139;0;84;13,9;0;0;0;;;0;1,7;0;5;20;0;;;257,8;0;0;0;;;;;0;138,5;;;;;5,8;0;144;0;;;1;0;0;6,7;;;;;45;0;;
05-01-2019;02 - 03;0;218;0;89,8;0;179,2;0;94;0;78,8;78,4;0;;;0;7;0;7;20;0;;;205,2;0;0;0;;;;;0;77,7;;;;;1,4;0;184,3;0;;;0;0;0;1,6;;;;;22;0;;
05-01-2019;03 - 04;0;194;0;93,3;0;147,1;0;84;0;29,9;25,4;0;;;0;14,3;0;0;0;47;;;92,2;0;0;0;;;;;0;63,1;;;;;0;0,1;200,1;0;;;0;0,5;0;0;;;;;32,7;0;;
05-01-2019;04 - 05;0;218;0;186,6;0;159,8;0;95;21,6;0;0;0;;;1,3;0;0;0;0;0;;;378,6;0;0;0;;;;;0;169,6;;;;;10,3;0;218;0;;;0;0;0;9,4;;;;;44;0;;
05-01-2019;05 - 06;0;164;0;114,8;0;112,8;0;72;0;37,3;0;6,8;;;0;0;0;0;0;0;;;382,3;0;0;0;;;;;0;98,7;;;;;1,6;0;185,8;0;;;0;7;0;0;;;;;37;0;;
05-01-2019;06 - 07;0;135,6;0;349,5;0;67,4;0;334;163,9;0;0;143,8;;;47,2;0;0;0;29;0;;;293,7;0;0;0;;;;;0;282,9;;;;;16,4;0;60,3;0;;;0;20;0;13,2;;;;;24;0;;
05-01-2019;07 - 08;135;0;0;83,7;98;0;0;103;26,9;0;0;17;;;0;0;0;0;0;10;;;0;0;90;0;;;;;0;66,9;;;;;4,3;0;0;0;;;0;51,2;0;0;;;;;0;51,2;;
05-01-2019;08 - 09;15;0;0;64,5;31,2;0;0;30;0;6,5;0;0;;;0;5,7;0;0;0;0;;;15;0;0;0;;;;;0;58,5;;;;;50,9;0;0;0;;;2;0;0;8,5;;;;;2;0;;
05-01-2019;09 - 10;195,9;0;0;38,3;195,9;0;0;208,2;0;0;0;0;;;0;0;0;0;0;0;;;69,8;0;211,1;0;;;;;0;40;;;;;43,5;0;0;43,2;;;0;0;0;4,4;;;;;0;0;;
05-01-2019;10 - 11;467,4;0;100,7;0;432,9;0;0;213,5;0;0;0;0;;;0;18;0;3;0;0;;;447,2;0;147,2;0;;;;;27,2;0;;;;;143,6;0;0;0;;;27;0;0;80,9;;;;;0;0;;
05-01-2019;11 - 12;696;0;147,8;0;649,5;0;0;316,8;0;0;0;0;;;7,2;0;0;8;0;0;;;677;0;227,4;0;;;;;42;0;;;;;78,2;0;0;0;;;15;0;0;65,9;;;;;0;0;;
