Elbas Flow in MWh/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 01-01-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SE4 > DK2;DK2 > SE4;SE2 > SE3;SE3 > SE2;SE3 > SE4;SE4 > SE3;SE3 > DK1;DK1 > SE3;SE1 > FI;FI > SE1;SE3 > FI;FI > SE3;NO1 > NO2;NO2 > NO1;SE3 > NO1;NO1 > SE3;SE2 > NO3;NO3 > SE2;SE1 > NO4;NO4 > SE1;SE2 > NO4;NO4 > SE2;DK2 > 50HZ;50HZ > DK2;NO2 > DK1;DK1 > NO2;NO3 > NO4;NO4 > NO3;NO1 > NO3;NO3 > NO1;SE1 > SE2;SE2 > SE1;NO1 > NO5;NO5 > NO1;NO5 > NO2;NO2 > NO5;EE > FI;FI > EE;DK1 > DK2;DK2 > DK1;NO2 > NL;NL > NO2;LT > LV;LV > LT;EE > LV;LV > EE;BE > NL;NL > BE;FI > FRE;FRE > FI;SE4 > LT;LT > SE4;NO3 > NO5;NO5 > NO3
13-01-2018;21 - 22;0;61,6;0;3;0;68,3;3,7;0;17;0;19;0;0;0;20;0;0;0;0;0;0;0;0;203,6;0;3,7;0;0;0;0;0;24;0;0;0;0;0;51;0;0;0;0;0;26,7;20;0;;;0;0;0;6,7;0;0
13-01-2018;22 - 23;30;0;36,3;0;45,2;0;3,7;0;0;0;0;16,3;0;0;55;0;0;0;0;0;0;0;0;19,9;0;53,7;0;0;0;0;45,3;0;0;0;0;0;0;25;0;30,6;0;0;0;5,4;0;0;;;0;0;14,5;0;0;0
13-01-2018;23 - 00;0;228,7;0;7,6;0;185,6;0;0;0;0;0;25,7;0;0;145,3;0;0;0;0;0;0;0;0;387,5;0;53,7;0;0;0;0;42,6;0;100;0;0;0;0;0;0;84,4;0;0;14,2;0;0;20;;;0;0;41,2;0;0;0
14-01-2018;00 - 01;0;124,3;0;31;0;86,1;0;61;0;0;40,4;0;0;0;15,7;0;0;0;0;0;0;0;19,7;0;0;53,7;0;0;0;0;0;30;15,7;0;15,7;0;0,9;0;109;0;0;0;0;0;0;0,9;;;0;0;9,4;0;0;0
14-01-2018;01 - 02;67,2;0;73;0;70,7;0;0;34,8;0;0;0;12,9;0;0;0;0;0;0;0;0;0;0;288,2;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;103,2;0;0;0;0;0,5;0;0;;;0;0;3,5;0;0;0
14-01-2018;02 - 03;0;62;30;0;0;35,3;0;31,7;0;0;27;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;20;0;0;0;0;0;0,7;0;46,3;0;0;0;0;3,3;0;0,7;;;0;0;0;3,3;0;0
14-01-2018;03 - 04;0;46;95;0;0;18,1;0;24;3;0;10,3;0;0;0;67;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;30;0;77;0;77;0;2,1;0;33,9;0;101;0;0;2,1;0;2,1;;;0;0;0;2,1;0;0
14-01-2018;04 - 05;0;7;46,2;0;0;8;0;3;5,8;0;0;105,7;0;0;179,5;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;26;0;189,5;0;189,5;0;1;0;0;3;189,5;0;0;1;0;1;;;0;0;0;1;0;0
14-01-2018;05 - 06;0;35;135;0;0;35,8;0;16;5;0;0;124,4;0;0;321,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;331,2;0;331,2;0;0,8;0;35;0;384,1;0;0;0,8;0;0,8;;;0;0;0;0,8;0;0
14-01-2018;06 - 07;0;6,8;14,9;0;0;17,5;75;0;0;0;0;44,6;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;0;0;33;0;0;0;0;0;0;0;5,1;0;92;0;0;1;0;0;;;0;0;0;6,7;0;0
14-01-2018;07 - 08;0;2,4;12;0;0;18,4;0;0;0;0;21,4;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;3;0;3;0;0;0,6;0;0;0;0;0;0;0,6;0;;;0;0;0;16;0;0
14-01-2018;08 - 09;0;0;14,2;0;0;22;0;0;0;13;52,1;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;26;3;0;3;0;0;5,4;0;0;0;0;0;0;5,4;0;;;0;0;0;22;0;0
14-01-2018;09 - 10;0;252,2;0;60,1;0;252,2;0;0;0;8;182,5;0;0;0;3;0;0;0;0;0;0;0;0;172,2;3;0;0;0;0;0;0;86,1;3;0;3;0;0;187,5;63;0;0;0;0;184,6;187,5;0;;;0;0;0;0;0;0
14-01-2018;10 - 11;0;445,4;0;66,1;0;445,4;0;0;0;3;202,4;0;0;0;0;0;0;0;0;0;0;0;0;496,4;0;21;0;0;0;0;0;36,1;0;0;0;0;0;172,8;0;41;0;0;0;154,7;158,5;0;;;0;0;0;0;0;0
14-01-2018;11 - 12;0;28,3;0;196,6;0;37,3;236,7;0;0;0;0;166,2;0;2,6;0;12,6;0;0;0;5;0;0;27,4;0;0;4,7;0;0;0;0;1,4;0;0;0;0;0;0;4,5;0;131,3;0;0;0;9;13,5;0;;;0;0;0;9;0;0
14-01-2018;12 - 13;88,4;0;0;233,5;73,4;0;0;3,8;0;0;0;216,9;0;6,2;0;16,2;0;0;0;5;0;0;196,2;0;0;20,9;0;0;0;0;0;169;0;0;0;0;2,8;0;0;40,8;0;0;0;0;4,2;0;;;0;0;0;0;0;0
14-01-2018;13 - 14;0;296;0;282,5;0;305;0;8,6;0;0;0;69;0;0;0;10;0;0;0;5;0;0;0;113;8,6;0;0;0;0;0;0;192,8;0;0;0;0;2,6;0;0;0;0;0;0;0;4,4;0;;;0;0;0;0;0;0
14-01-2018;14 - 15;0;356,2;0;252,5;0;366,2;0;0;0;0;61;0;0;0;27,6;0;0,1;0;0;0;0;0;0;15;0;0;0;0;0;0;0;191;27,6;0;27,7;0;1,4;0;213,5;0;0;0;0;0;5,6;0;;;0;0;0;0;0,1;0
14-01-2018;15 - 16;0;327,1;0;169,1;0;337,6;0;0;0;0;111;0;0;0;0;0;0;0;0;0;0;0;0;134,7;0;0;0;0;0;0;0;245,5;0;0;0;0;0;36;212,4;0;0;0;0;37,5;43;0;;;0;0;0;53,5;0;0
14-01-2018;16 - 17;0;7,5;0;164;0;10;0;237,9;0;7;68,2;0;10;0;8;0;0;0;0;0;0;0;0;18;0;20;0;0;0;0;0;226,4;0;0;0;0;7;0;0;0;0;0;0;0;0;0;;;0;0;0;12;0;0
14-01-2018;17 - 18;0;14,6;0;173,3;0;24,6;0;185,7;0;5;56,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;0;0;0;0;7;0;0;0;0;0;0;0;0;0;;;0;0;0;14,6;0;0
14-01-2018;18 - 19;0;7;0;47,8;0;0;0;110,5;0;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119,7;0;0;0;0;7;0;0;0;0;0;0;0;0;0;;;0;0;0;17,1;0;0
14-01-2018;19 - 20;0;15;0;73,4;0;30;0;75,3;0;12;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181,4;0;0;0;0;7;0;0;0;0;0;0;0;0;0;;;0;0;0;17,1;0;0
14-01-2018;20 - 21;0;155,4;0;145,4;0;201,2;0;85;0;0;45,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134,8;0;0;0;0;7;0;155,4;0;0;0;0;0;0;0;;;0;0;0;25,8;0;0
14-01-2018;21 - 22;0;105;0;77,3;0;131,9;0;5,5;0;0;53,1;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123,6;0;0;0;0;7;0;107,7;0;0;0;8,6;0;0;0;;;0;0;0;11,9;0;0
14-01-2018;22 - 23;0;226,1;0;148,9;0;240,7;0;20,5;0;0;34;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129,9;0;0;0;0;7;0;290,8;0;0;0;6,7;0;0;0;;;0;0;0;10,3;0;0
14-01-2018;23 - 00;0;372,8;0;151,7;0;366;0;0;0;0;147,8;0;0;0;5;0;0;0;0;0;0;0;0;127;0;0;0;0;0;0;0;125,9;0;0;0;0;25,4;0;259,8;0;0;0;26,3;0;0;18,4;;;0;0;6,8;0;0;0
15-01-2018;00 - 01;0;83,2;0;76;0;93,6;0;0;0;0;0;12,2;0;0;0;0;0;0;0;0;0;0;0;103,2;0;0;0;0;0;0;0;27,8;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;;;0;0;0;10,4;0;0
15-01-2018;01 - 02;0;170;0;40,7;0;162,4;0;0;0;0;52,7;0;0;15;5;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;38,4;10;0;0;10;0;20;112;0;0;35;0;1,4;0;0;;;0;0;0;19,4;0;20
15-01-2018;02 - 03;0;145;0;72,2;0;142;0;0;0;0;67,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,2;0;0;0;0;0;39;150;0;0;0;13,2;0;0;14,8;;;0;0;0;0;0;0
15-01-2018;03 - 04;0;175;0;30,7;0;34,5;0;123,9;0;0;0;3,3;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,7;31;0;31;0;0;89,9;180;0;31;0;0;46,4;44,9;0;;;0;0;112,5;0;0;0
15-01-2018;04 - 05;0;118;0;22,8;0;117,8;0;156,8;0;0;146,6;0;0;65,8;20,2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;31;76;0;76;0;0;0;124;0;0,2;0;0;0;0;2,9;;;0;0;0;12,8;0;0
15-01-2018;05 - 06;0;174,6;0;107;0;189,6;0;0;100;0;0;24,8;0;0;50;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;87;50;0;50;0;0;8,6;0;0;0;0;23,9;0;0;26,4;;;0;0;0;0;0;0
15-01-2018;06 - 07;0;94;0;58;0;91;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;50;0;0;0;0;0;48;0;0;0;0;0;6,8;0;0;0;0;46,4;0;0;52,7;;;0;0;0;0;0;0
15-01-2018;07 - 08;0;2;0,9;0;29,9;0;0;47,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88,6;0;0;0;0;10;0;0;0;0;0;65;0;205,8;0;0;0;105,7;0;0;109,3;;;0;0;0;0;0;0
15-01-2018;08 - 09;103;0;0;50,4;103;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92,6;0;0;0;0;0;20,2;0;0;0;0;0;14,6;0;23;0;0;57,4;0;0;59,3;;;0;0;0;0;0;0
15-01-2018;09 - 10;50;0;0;79,7;50;0;0;164,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;18,7;0;0;0;0;0;28,3;0;11;0;0;44,8;0;0;48,9;;;0;0;0;0;0;0
15-01-2018;10 - 11;0;203;0;25;0;203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98,4;0;0;0;0;0;15;0;0;0;0;0;0,7;233;0;0;0;32,9;0;0;69,3;;;0;0;0;0;0;0
15-01-2018;11 - 12;221,5;0;71,3;0;221,5;0;28,9;0;0;0;0;0;0;40,7;0;40,7;0;51,7;0;0;0;0;585;0;0;127,3;0;0;0;0;16,6;0;0;0;0;51,7;38,8;0;333,7;0;0;0;11,3;0;0;108,6;;;0;0;0;0;0;51,7
15-01-2018;12 - 13;805,9;0;233,7;0;770,9;0;0;0;0;0;0;0;0;137,4;0;157,4;0;17;0;0;0;0;1016,9;0;0;98,4;0;0;0;0;41,1;0;0;0;0;0;0;42;0;0;0;0;14,6;0;0;15,6;;;0;0;0;0;0;0
15-01-2018;13 - 14;190,4;0;102,6;0;180,4;0;0;0;0;0;0;0;0;33;2;0;0;17;0;14;32,4;0;416,9;0;0;0;0;0;0;0;15;0;40;0;48;0;0;51,5;307,5;0;0;0;16,4;0;0;18;;;0;0;0;0;0;0
15-01-2018;14 - 15;0;5;0;40,8;0;5;40;0;0;0;0;0;0;27;13;0;0;17;0;14;50;0;402,2;0;0;40;0;0;0;0;0;3,8;0;0;8;0;120;0;417;0;0;0;17,9;0;0;148,5;;;0;0;0;0;0;0
15-01-2018;15 - 16;477,8;0;290,8;0;448,8;0;0;0;0;0;0;0;0;92;0;112;0;45;0;14;0;0;688;0;0;0;0;0;0;0;71,8;0;0;0;0;0;150;0;0;0;0;0;34,5;0;0;197,4;;;0;0;0;0;0;8
15-01-2018;16 - 17;68;0;143,3;0;79;0;0;0;0;0;0;0;0;39;0;9;0;42;0;14;0;0;88;0;0;0;0;0;0;0;26,3;0;5;0;0;10;60,5;0;0;0;0;10;23,8;0;0;96,6;;;0;0;0;0;0;15
15-01-2018;17 - 18;166,5;0;110,5;0;175,5;0;0;0;0;0;0;0;0;20;0;25;0;27;0;0;0;0;404,3;0;0;60;0;0;0;0;0;5;0;0;0;10;0;20;267,8;0;0;0;0;0;0;0;;;0;0;0;0;0;10
15-01-2018;18 - 19;45,7;0;61,7;0;69,7;0;0;0;0;0;0;0;0;67,7;0;18,7;0;23,3;0;14;0;0;0;0;0;0;0;0;0;0;0;12,6;50;0;46,7;0;27,4;0;0;0;0;0;8,8;0;0;50,4;;;0;0;0;0;0;3,3
15-01-2018;19 - 20;33,6;0;101,9;0;43,7;0;0;0;0;105,8;51,5;0;0;3,7;46,8;0;0;5;0;14;0;0;0;0;0;0;0;0;0;0;88,9;0;16,5;0;16,5;0;0;59,3;0;0;0;0;0;40,5;34,8;0;;;0;0;0;4,1;0;0
15-01-2018;20 - 21;35;0;0;95,5;53,2;0;0;95;0;5,9;15,2;0;0;5;0;8;2;0;0;0;0;14;0;0;0;0;0;0;0;0;0;95,8;0;0;0;5;0;71,3;0;0;0;0;0;139,8;37,8;0;;;0;0;0;0;0;5
15-01-2018;21 - 22;92,2;0;5,3;0;99,2;0;0;259;0;124,8;245,9;0;0;8,6;0;14,6;3,2;0;0;0;0;14;0;0;0;0;0;0;0;0;0;66,8;0;0;0;6,8;0;127,3;0;0;0;0;0;276;88,8;0;;;0;0;0;1,2;0;6,8
15-01-2018;22 - 23;0;204;0;449,1;0;166,5;0;287;280,4;0;44,7;0;0;0;120,3;0;12;0;0;0;0;14;103,7;0;0;0;0;0;0;0;0;513,4;76,3;0;76,3;0;0;349,7;302,9;0;0;0;0;399,7;343,2;0;;;0;0;23,3;0;0;0
15-01-2018;23 - 00;0;435;0;307;0;423,6;0;222;0;54,5;0;53,3;17,6;0;536,6;0;42;0;0;0;0;7;88,5;0;0;0;0;0;0;0;0;97;445;0;400;0;0;260,3;590;0;0;0;0;262,3;253,8;0;;;0;0;0;6;0;0
16-01-2018;00 - 01;0;202;0;216,2;0;203;0;89;83,2;0;0;2,9;0;20;83,6;0;0;0;0;0;0;0;240;0;0;0;0;0;0;0;0;271,8;68,6;0;68,6;0;0;4,8;412;0;0;20;4,9;0;0;1,7;;;0;0;0;1;0;0
16-01-2018;01 - 02;0;194;0;206,2;0;206,3;0;85;14,5;0;0;7,9;0;0;123,9;0;0;0;0;0;0;0;126;0;0;0;0;0;0;0;0;211,2;88,9;0;88,9;0;0;7,6;289;0;0;0;0;0;1,1;0;;;0;0;0;12,3;0;0
16-01-2018;02 - 03;0;189;0;143,6;0;191,6;0;82;4,3;0;0,1;0;0;52,9;70,1;0;0;30;0;0;0;0;261;0;0;0;0;0;0;0;0;195,1;78;0;48;0;2,4;0;535;0;0;100,4;8,4;0;0;8,9;;;0;0;0;2,6;0;30
16-01-2018;03 - 04;0;214;0;260,8;0;214;0;94;125,6;0;0;19,9;0;21,4;111;0;0;80;0;0;0;0;110;0;0;0;3;0;0;0;0;324,4;97,4;0;26,4;0;11,5;0;369;0;0;71,4;15,4;0;0;18;;;0;0;0;0;0;85
16-01-2018;04 - 05;0;249;0;338,4;0;249;0;108;254,1;0;0;27,6;0;39;7,4;0;0;35;0;0;0;0;0;71,2;0;0;3;0;0;0;0;338;54,4;0;16,4;0;11,3;0;164,8;0;0;50;13,9;0;0;17,8;;;0;0;0;0;0;38
16-01-2018;05 - 06;0;309;0;289,2;0;324;0;0;269,2;0;0;0;0;21,4;8,6;0;0;45,4;0;0;0;0;85;0;0;0;0;0;0;0;0;334,2;38;0;0;7,4;8,6;0;394;0;0;45;11;0;0;15,1;;;0;0;0;0;0;45,4
16-01-2018;06 - 07;22,8;0;0;139,8;6,8;0;0;0;0;0;0;0;0;27;0;17;0;30;0;0;0;0;142,8;0;0;0;0;0;0;0;0;111,5;10;0;10;0;18,5;0;130;0;0;0;17,1;0;0;18,5;;;0;0;0;0;0;0
16-01-2018;07 - 08;0;0;0;156,2;0;75;0;0;0;0;0;0;0;0;0;0;0;64,3;0;0;0;0;20;0;0;0;0;0;0;0;0;137,5;0;0;0;32,3;2,4;0;130;0;0;0;0;0;0;2,4;;;0;0;0;0;0;32,3
16-01-2018;08 - 09;0;0;0;53,4;3,9;0;0;0;0;0;0;0;0;2,9;0;2,9;0;64,3;0;0;0;0;52,8;0;0;0;0;0;0;0;0;102,7;0;0;0;29,3;51,6;0;292,8;0;0;0;0;0;0;2,9;;;0;0;0;0;0;29,3
16-01-2018;09 - 10;0;116;0;145,5;0;91,4;0;68,7;0;0;0;0;0;10;43,7;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;129;53,7;0;63,7;0;176,6;0;232,7;0;0;0;0;0;0;62,2;;;0;0;0;0;10;0
16-01-2018;10 - 11;0;95;0;130,8;0;108,5;0;134,1;0;0;0;0;0;0,1;43,8;0;0;19,9;0;0;0;0;0;0;0;0;0;0;0;0;0;115,2;34,1;0;34,2;0;114;0;259;0;0;0;0;98,9;0;5;;;0;0;0;0;0,1;0
16-01-2018;11 - 12;44,7;0;0;189;33,2;0;0;346,7;0;0;12,8;0;0;0;95,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119,2;63;0;19;0;33,7;0;187,2;0;0;0;0;146,8;18,8;0;;;0;0;0;0;0;0
16-01-2018;12 - 13;139,1;0;0;328,8;122,6;0;0;514,9;0;0;0;0;0;0;88,4;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;140,2;48,6;0;22,6;0;13,2;0;83,9;0;0;0;0;235,8;185;0;;;0;0;0;0;0;0
16-01-2018;13 - 14;44,3;0;0;289;26,8;0;0;203;0;0;80,7;0;0;52,3;44,2;0;22,3;0;0;0;0;0;0;0;0;30;0;0;0;0;0;49,5;86,7;0;109;0;14,3;0;0;0;0;0;0;211,9;176,9;0;;;0;0;0;0;22,3;0
16-01-2018;14 - 15;23;0;0;270;16,5;0;0;264,5;0;0;77,1;0;0;103,6;3,9;0;73,6;0;0;0;0;0;0;0;0;30;0;0;0;0;0;104,8;92,7;0;166,3;0;34,5;0;0;0;0;0;0;233,9;203;0;;;0;0;0;0;73,6;0
16-01-2018;15 - 16;26,6;0;0;228,7;26,1;0;0;334,2;0;0;0;0;0;48,1;0;19,3;48,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77,1;19;0;67,1;0;31,3;0;0;0;0;0;0;240;244,6;0;;;0;0;0;139;48,1;0
16-01-2018;16 - 17;210,1;0;0;0;375,1;0;0;146,4;0;0;0;38,7;0;123;0;130,5;0;0;0;0;0;0;244,1;0;0;0;0;0;0;0;20;0;22,7;0;42,7;0;0;10;155,7;0;0;0;0;363;320,1;0;;;0;0;0;72;0;0
16-01-2018;17 - 18;115,7;0;0;50;165,7;0;0;77,1;0;0;0;12,4;0;68,3;0;53,5;0;43;0;0;0;0;0;0;54,2;0;0;0;0;0;0;24,7;30;0;50;0;67,9;0;0;0;0;0;0;319;246,3;0;;;0;0;0;0;0;0
16-01-2018;18 - 19;65,8;0;0;80,1;0;0;0;5,8;0;4;0;18,7;0;35,4;0;20,6;0;10;0;0;0;0;0;0;0;14;0;0;0;0;0;32,1;0;0;20;0;7,4;0;23,2;0;0;0;0;267;273,3;0;;;0;0;0;87;0;0
16-01-2018;19 - 20;89,1;0;0;87,7;0;0;0;87,6;0;140;63,1;0;0;49,5;0;34,7;49,5;0;0;0;0;0;0;0;0;20,9;0;0;0;0;88,5;0;0;0;49,5;0;30,1;0;40,7;0;0;0;0;104,8;108,7;0;;;0;0;0;94,1;49,5;0
16-01-2018;20 - 21;10;0;0;44,7;0;0;0;0;0;70;0;67;0;0;14,8;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;101,8;0;0;0;0;0;0;0;0;0;;;0;0;0;12;0;0
16-01-2018;21 - 22;0;0;0;5,2;0;4,5;0;0;0;3,8;40,9;0;0;35,4;0;20,6;0;74,6;0;0;0;0;0;0;0;0;0;0;0;0;0;26,8;0;0;35,4;0;0;147,5;0;20;0;0;0;311,8;267,5;0;;;0;0;0;6,8;0;14,6
16-01-2018;22 - 23;513;0;131,7;0;531;0;0;47;0;20;0;93;0;76,8;0;67;0;157;0;33,4;0;0;585;0;47;0;0;0;0;0;12,4;0;0;0;26;0;0;83,8;52;0;0;0;0;227,6;233,8;0;;;0;0;0;0;0;60
16-01-2018;23 - 00;472,4;0;51,6;0;483,4;0;0;47;60;0;0;192,9;0;31;0;21,2;0;115;0;0;0;9,8;600;0;47;0;0;0;0;0;0;55;0;0;0;22;11,7;0;0;0,3;0;0;0;189;195,3;0;;;0;0;0;0;0;58
17-01-2018;00 - 01;78,3;0;0;68,4;78,3;0;0;0;0;15;0;116,7;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;17;0;0;0;0;3,3;0;16,7;0;0;0;0;0;0;3,3;;;0;0;0;0;0;0
17-01-2018;01 - 02;32,2;0;0;112;32,2;0;12;0;0;0;0;92,3;0;0;0;0;0;0;0;0;0;0;0;0;0;69,8;0;0;0;0;0;30;0;0;0;0;38,8;0;0;7,2;69,8;0;0;0;0;4,4;;;0;0;0;0;0;0
17-01-2018;02 - 03;40;0;0;65,6;40;0;0;61,2;0;0;0;4,9;0;34;0;37;0;20;0;0;0;0;0;0;76,2;0;0;0;0;0;0;32,7;0;0;0;20;34,7;0;0;35;0;140,2;0;0;0;3,6;;;0;0;0;0;0;20
17-01-2018;03 - 04;118,9;0;0;120,4;118,9;0;0;70;0;0;0;41,2;0;21,2;0;24,2;0;20;0;0;0;0;48,9;0;40;0;0;0;0;0;0;75;0;0;0;20;2,1;0;0;65;0;91,2;0;0;0;2,1;;;0;0;0;0;0;20
17-01-2018;04 - 05;89;0;0;58;89;0;25,2;0;0;0;0;75,2;0;49;0;28;0;0;0;0;0;0;19;0;0;25,2;0;0;0;0;0;30;0;0;0;0;2,7;0;0;70;0;23,8;0;0;0;2,7;;;0;0;0;0;0;0
17-01-2018;05 - 06;314,5;0;45;0;314,5;0;77;0;0;13;0;38,6;0;0;0;4;0;1;0;0;0;0;321,5;0;0;77;0;0;0;0;0;6;0;0;0;1;0;0;0;0;76;0;0;0;0;0;;;0;0;0;0;0;1
17-01-2018;06 - 07;288,5;0;47;0;288,5;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;321,5;0;0;0;0;0;0;0;0;0;70;0;70;0;1,7;0;3;0;70;0;23,1;0;0;25,7;;;0;0;0;0;0;0
17-01-2018;07 - 08;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0,1;0;0;0;0;127,4;0;0;0;0;0;0;0;0;2,1;0;0;0;0,1;0;3,2;142,4;0;0;0;18,5;0;0;20,8;;;0;0;0;0;0;0,1
17-01-2018;08 - 09;349,4;0;18,8;0;535,7;0;3,3;0;0;42;0;523,7;0;0;0;5;0;0;0;0;0;0;401,1;0;0;3,3;0;0;0;0;1,3;0;0;0;0;0;362,8;0;17;0;0;0;375,3;0;0;376,7;;;0;0;0;0;0;0
17-01-2018;09 - 10;269;0;89,5;0;308;0;2,3;0;0;0;0;214,3;0;5;0;9;0;0;0;0;0;0;166,4;0;0;2,5;0;0;0;0;40;0;0;0;0;0;29,7;0;0;70,3;0;0;37;0;0;36,7;;;0;0;0;0;0;0
17-01-2018;10 - 11;671;0;184,8;0;914;0;0;261,9;0;0;0;231,4;0;31,1;0;79,6;0;10,9;0;0;0;0;656;0;25;0;0;0;0;0;0;25,2;0;0;23,1;0;0;13;0;0;0;0;0;0;0;0;;;0;0;0;0;0,1;0
17-01-2018;11 - 12;699,6;0;162;0;935;0;0;314;0;0;0;119,4;0;33,9;0;102,7;0;52;0;0;0;0;719,3;0;0,1;0;0;0;0;0;0;18;0;0;30;0;0;7,6;65,1;0;0;0;0;0;0;2,4;;;0;0;0;0;0;48
17-01-2018;12 - 13;480,3;0;25,7;0;513,3;0;0;35,1;0;0;0;89,6;0;100,8;0;169,8;0;4;0;0;0;0;876,3;0;35,1;0;0;0;0;0;0;40,6;0;0;70;0;0;14,7;425;0;0;0;0;0;0;1,3;;;0;0;0;0;0;0
17-01-2018;13 - 14;1026;0;278,9;0;1036;0;0;300,1;0;0;0;0;0;0;0;97;0;40;0;95,5;0;0;1185;0;300;0;0;0;0;0;125,5;0;0;0;241;0;0;20;0;0;0;0;0;0;0;0;;;0;0;0;0;0;8
17-01-2018;14 - 15;876,8;0;295,7;0;985,8;0;0;178,1;0;0;0;0;0;30;0;188;0;79;0;0;0;11;1185;0;178;0;0;0;0;0;95,7;0;0;0;118;0;0;31,3;431,2;0;0;0;0;0;0;0;;;0;0;0;0;0;51
17-01-2018;15 - 16;551;0;330;0;741;0;0;85;0;0;0;0;0;0;0;126;0;64;0;0;0;60;981;0;85;0;0;0;0;0;80;0;0;0;65;0;0;49,8;400;0;0;0;0;16,8;23,8;0;;;0;0;0;0;0;44
17-01-2018;16 - 17;109,7;0;176;0;141,7;0;0;93;0;0;0;0;0;6,7;88,3;0;0;25;0;0;0;60;393,3;0;93;0;0;0;0;0;37;0;115;0;93;0;0;138,1;320,6;0;0;0;0;94,9;102,6;0;;;0;0;0;0;0;25
17-01-2018;17 - 18;610,7;0;382,6;0;618,7;0;0;63,4;0;0;0;0;0;20;0;65;0;5;0;0;0;35;993,3;0;20;0;0;0;0;0;239,6;0;0;0;20;0;0;60,8;219,6;0;0;0;0;29,6;36,8;0;;;0;0;0;0;0;0
17-01-2018;18 - 19;382,6;0;181,2;0;412,7;0;0;374;0;0;0;0;0;0;49;0;0;25;0;0;0;14;366,2;0;10,2;0;0;0;0;0;105,7;0;90;0;0;10;0;124;0;56,8;0;0;0;102,6;108;0;;;0;0;0;0;0;20
17-01-2018;19 - 20;476,6;0;134;0;503,9;0;0;90;0;0;0;19,2;0;22;0;103,2;0;16,5;0;0;2;0;558;0;70;0;0;0;0;0;52,4;0;0;0;20;0;0;31;80;0;0;50,1;0;8,2;0;0;;;0;0;0;0;0;0
17-01-2018;20 - 21;477,8;0;49,8;0;458,5;0;0;101,7;0;15;0;128,8;0;5;0;106,2;0;5;0;0;0;2;558;0;81,7;0;0;0;0;0;0;5,3;0;0;95;0;0;13;166;0;0;0;0;8,2;0;0;;;0;0;0;0;53;0
17-01-2018;21 - 22;0;155;0;72,6;0;125,6;33,9;0;0,1;0;0;11,8;0;50;0;46,3;0;53;0;0;10;0;0;0;0;53,9;0;0;0;0;0;25;0;0;0;0;0;18;176,9;0;0;0;0;122,2;0;0;;;0;0;0;0;0;0
17-01-2018;22 - 23;25,8;0;0;10,5;49,8;0;35,3;0;0;0;0;78,8;0;1;0;15,5;0;44;0;0;0;0;111,9;0;0;55,3;0;0;0;0;0;13,3;26;0;46;0;0;18;69,9;0;0;0;0;114,9;0;0;;;0;0;0;0;0;0
