date_time,holiday,month,day of week,stockholm maxtempC,stockholm mintempC,stockholm sunHour,stockholm uvIndex,stockholm cloudcover,stockholm windspeedKmph,goteborg maxtempC,goteborg mintempC,goteborg sunHour,goteborg uvIndex,goteborg cloudcover,goteborg windspeedKmph,malmo maxtempC,malmo mintempC,malmo sunHour,malmo uvIndex,malmo cloudcover,malmo windspeedKmph,linkoping maxtempC,linkoping mintempC,linkoping sunHour,linkoping uvIndex,linkoping cloudcover,linkoping windspeedKmph
2015-01-11,1.0,0.0,6.0,-1.2768470053402958,-1.3911199756288528,-1.3830249539058215,-1.0751948980803518,1.6441790762595647,1.9775623779352327,-0.8614698527826518,-0.7481824528932012,-0.6057171967684624,-1.2384021823084155,-0.2524079068368536,2.5518414420661713,-0.9730301969188859,-0.5409743655184927,-0.3396191324509283,-0.5915478880266467,-0.9600547307011699,3.451007085544252,-1.4337361003788094,-1.3380295831206974,-1.4569413963822848,-1.0919435318774509,1.4446479123579625,2.009379157363894
2015-01-12,0.0,0.0,0.0,-0.9117561083811144,-1.852861478058711,-1.3830249539058215,-1.0751948980803518,0.5062006277074974,1.2034942140806,-0.717255853763388,-0.5765723577990908,-1.4980516766898613,-1.2384021823084155,0.9130638760198148,1.6047796240849368,-0.8293072076386867,-0.5409743655184927,-1.4869495460814852,-0.5915478880266467,1.1595921002954894,1.9395389145034736,-0.9679484231623019,-1.4972341230688115,-1.4569413963822848,-1.0919435318774509,0.24632734319783828,1.1896668396223657
2015-01-13,0.0,0.0,1.0,-1.033453074034175,-0.6215508049124222,-0.5474521772348082,-1.0751948980803518,-0.8451487799480825,2.442003276248012,-1.0056838518019156,-0.5765723577990908,-1.0410023089252423,-1.2384021823084155,-0.4238008160804813,0.7930123515295932,-0.8293072076386867,-0.5409743655184927,-1.4869495460814852,-0.5915478880266467,0.7773607045419935,0.8402893355647256,-1.2008422617705556,-0.5420068833801274,-0.6009916579219703,-1.0919435318774509,-0.7052801676057897,1.5995229984931298
2015-01-14,0.0,0.0,2.0,-1.1551500396872354,-0.6215508049124222,-0.5474521772348082,-0.43376333891544117,-0.987396086017091,1.822748745164306,-1.1498978508211792,-0.5765723577990908,-1.0410023089252423,-1.2384021823084155,0.7759495486249126,1.469485078659046,-1.116753186199085,-0.712413207076593,-0.5547435850066578,-1.2761201932733148,-0.0913470130795882,0.5654769408300386,-1.2008422617705556,-0.8604159632763554,-0.5383611892541424,-0.45994771097292464,-0.8462590580952161,0.9847387601869838
2015-01-15,0.0,0.0,3.0,-0.9117561083811144,-0.7754646390557083,-0.5474521772348082,-1.0751948980803518,0.008335056465968,2.7516305417898654,-0.717255853763388,-0.5765723577990908,-1.476287421082022,-1.2384021823084155,1.25584969450707,2.822430532917952,-0.8293072076386867,-0.8838520486346934,-1.4869495460814852,-1.2761201932733148,0.7773607045419935,1.80213271713613,-1.0843953424664288,-0.8604159632763554,-1.0185281157074895,-1.0919435318774509,0.42255095630962125,1.1896668396223657
2015-01-16,0.0,0.0,4.0,-0.7900591427280539,-0.31372313662585,-0.5863160273125297,-1.0751948980803518,-0.027226770051284103,3.0612578073317183,-0.717255853763388,-0.40496226270498026,-1.0192380533174032,-0.5360965226750162,0.8445067123223636,2.957725078343843,-0.8293072076386867,-0.3695355239603923,-1.4869495460814852,-0.5915478880266467,1.1248437915906262,1.1151017302994126,-0.8515015038581751,-0.5420068833801274,-0.6009916579219703,-1.0919435318774509,0.2110826205754817,1.3945949190577478
2015-01-17,0.0,0.0,5.0,-0.9117561083811144,-0.6215508049124222,-0.5863160273125297,-1.0751948980803518,-0.2761595556720488,2.906444174560792,-0.8614698527826518,-0.5765723577990908,-1.432758909866344,-1.2384021823084155,0.3646065664402061,2.0106632603626085,-1.116753186199085,-0.712413207076593,-0.5547435850066578,-1.2761201932733148,0.11714283914959141,0.29066454609535164,-1.0843953424664288,-0.7012114233282414,-0.6009916579219703,-1.0919435318774509,-0.14136460564808426,1.3945949190577478
2015-01-18,1.0,0.0,6.0,-1.033453074034175,-0.6215508049124222,-1.3830249539058215,-1.0751948980803518,1.1107516785007832,1.822748745164306,-1.1498978508211792,-0.7481824528932012,-1.432758909866344,-1.2384021823084155,1.4615211855994235,0.11653962440014007,-1.2604761754792841,-0.8838520486346934,-1.4630468291308487,-1.2761201932733148,0.7773607045419935,-0.39636644074136584,-1.2008422617705556,-0.8604159632763554,-1.0185281157074895,-1.0919435318774509,0.38730623368726463,0.16502644244545583
2015-01-19,0.0,0.0,0.0,-1.2768470053402958,-0.7754646390557083,-1.3635930288669604,-1.0751948980803518,1.6441790762595647,-0.49945574639959195,-1.2941118498404431,-1.091402643081422,-1.432758909866344,-1.2384021823084155,1.2215711126583446,0.11653962440014007,-1.2604761754792841,-0.8838520486346934,-1.4630468291308487,-1.2761201932733148,1.368081952524669,-0.8085850328433963,-1.2008422617705556,-0.8604159632763554,-1.0185281157074895,-1.0919435318774509,1.3741584671132492,-0.6546858752960721
2015-01-20,0.0,0.0,1.0,-1.1551500396872354,-0.7754646390557083,-1.3635930288669604,-1.0751948980803518,1.6086172497423126,0.8938669485387469,-1.4383258488597068,-1.091402643081422,-1.432758909866344,-1.2384021823084155,1.5643569311456,1.0636014423813744,-1.4041991647594834,-0.8838520486346934,-1.4630468291308487,-1.2761201932733148,1.5765718047538486,-0.39636644074136584,-1.2008422617705556,-1.0196205032244694,-1.4360645734930086,-1.0919435318774509,1.5856268028473888,0.16502644244545583
2015-01-21,0.0,0.0,2.0,-1.1551500396872354,-0.7754646390557083,-1.3635930288669604,-1.0751948980803518,1.6797409027768169,1.9775623779352327,-1.4383258488597068,-1.2630127381755325,-1.432758909866344,-1.2384021823084155,1.4615211855994235,-0.2893440118775318,-1.4041991647594834,-1.0552908901927938,-1.4630468291308487,-1.2761201932733148,1.472326878639259,-1.7704284144148008,-1.3172891810746825,-0.8604159632763554,-1.4360645734930086,-1.0919435318774509,1.5856268028473888,-0.24482971642530815
2015-01-22,0.0,0.0,3.0,-1.2768470053402958,-0.9293784731989944,-1.3635930288669604,-1.0751948980803518,1.6797409027768169,-0.49945574639959195,-1.5825398478789707,-1.7778430234578642,-1.432758909866344,-1.2384021823084155,1.3244068582045212,-1.5069949207105473,-1.4041991647594834,-1.226729731750894,-0.5547435850066578,-1.2761201932733148,0.7426123958371302,-2.1826470065168313,-1.3172891810746825,-1.1788250431725835,-1.4360645734930086,-1.0919435318774509,1.5856268028473888,-1.4743981930376002
2015-01-23,0.0,0.0,4.0,-1.763634867952538,-2.0067753122019973,-0.46972447707936527,-1.0751948980803518,0.18614418905222851,0.11979878468411419,-1.5825398478789707,-2.2926733087401954,-0.9974737977095642,-1.2384021823084155,0.15893507534785287,-0.8305221935810942,-1.5479221540396824,-1.3981685733089944,-0.5547435850066578,-1.2761201932733148,0.11714283914959141,-1.4956160196801138,-1.7830768582911898,-1.8156432029650396,-0.6009916579219703,-1.0919435318774509,0.49304040155433443,-0.6546858752960721
2015-01-24,0.0,0.0,5.0,-1.2768470053402958,-1.5450338097721388,-1.3635930288669604,-1.0751948980803518,1.359684464121548,1.513121479622453,-1.2941118498404431,-1.091402643081422,-1.4109946542585052,-1.2384021823084155,1.1530139489608935,1.6047796240849368,-1.5479221540396824,-1.3981685733089944,-1.4630468291308487,-1.2761201932733148,1.5418234960489854,0.15325834872800814,-1.4337361003788094,-1.6564386630169257,-1.3943109277144567,-1.0919435318774509,1.5856268028473888,0.3699545218808378
2015-01-25,1.0,0.0,6.0,-1.2768470053402958,-1.2372061414855666,-1.3635930288669604,-1.0751948980803518,1.359684464121548,-0.3446421136286654,-1.7267538468982344,-1.9494531185519746,-0.5839529411606235,-1.2384021823084155,-1.040815289357541,-0.8305221935810942,-1.2604761754792841,-1.3981685733089944,-0.24400826464838202,-1.2761201932733148,-1.3075378177498027,-0.9459912302107398,-1.4337361003788094,-1.4972341230688115,-0.9767744699289375,-1.0919435318774509,0.10534845270841191,-0.8596139547314542
2015-01-26,0.0,0.0,0.0,-1.033453074034175,-1.3911199756288528,-1.3441611038280998,-1.0751948980803518,0.6840097602937579,1.0486805813096733,-1.1498978508211792,-0.7481824528932012,-1.4109946542585052,-1.2384021823084155,0.9473424578685402,0.7930123515295932,-1.2604761754792841,-1.226729731750894,-1.4391441121802122,-1.2761201932733148,1.229088717705216,0.15325834872800814,-1.2008422617705556,-1.6564386630169257,-1.3734341048251808,-1.0919435318774509,0.7749981825331872,-0.24482971642530815
2015-01-27,0.0,0.0,1.0,-1.1551500396872354,-1.3911199756288528,-0.9555226030508844,-1.0751948980803518,0.5062006277074974,-0.49945574639959195,-1.4383258488597068,-1.091402643081422,-0.3227818738665555,-1.2384021823084155,-0.3209650705343047,-0.42463855730342237,-1.2604761754792841,-1.226729731750894,-1.4391441121802122,-1.2761201932733148,0.9163539393614466,-0.12155404600667885,-1.3172891810746825,-1.3380295831206974,-0.9767744699289375,-1.0919435318774509,0.3520615110649081,-0.8596139547314542
2015-01-28,0.0,0.0,2.0,-1.033453074034175,-1.2372061414855666,-1.3441611038280998,-1.0751948980803518,1.004066198949027,2.1323760107061593,-1.0056838518019156,-0.5765723577990908,-1.4109946542585052,-1.2384021823084155,1.5643569311456,2.28125235121439,-1.116753186199085,-1.226729731750894,-1.4391441121802122,-1.2761201932733148,1.3333336438198058,1.1151017302994126,-1.2008422617705556,-1.3380295831206974,-1.3734341048251808,-1.0919435318774509,1.1979348540014663,0.5748826013162198
2015-01-29,0.0,0.0,3.0,-1.033453074034175,-0.6215508049124222,-0.9555226030508844,-1.0751948980803518,0.8618188928800185,2.7516305417898654,-1.1498978508211792,-1.091402643081422,-0.9974737977095642,-1.2384021823084155,0.7759495486249126,1.469485078659046,-1.4041991647594834,-0.8838520486346934,-1.4391441121802122,-1.2761201932733148,1.2985853351149426,1.3899141250340996,-1.2008422617705556,-1.0196205032244694,-1.3734341048251808,-1.0919435318774509,1.479892634980319,0.7798106807516019
2015-01-30,0.0,0.0,4.0,-1.1551500396872354,-0.7754646390557083,-1.3441611038280998,-1.0751948980803518,1.1818753315352875,0.8938669485387469,-1.4383258488597068,-1.2630127381755325,-0.9974737977095642,-1.2384021823084155,0.5702780575325593,-0.15404946645164116,-1.4041991647594834,-1.226729731750894,-1.4391441121802122,-1.2761201932733148,1.5765718047538486,-0.9459912302107398,-1.3172891810746825,-1.1788250431725835,-0.9767744699289375,-1.0919435318774509,0.880732350400257,-0.039901636989926166
2015-01-31,0.0,0.0,5.0,-1.033453074034175,-0.6215508049124222,-1.3052972537503782,-1.0751948980803518,1.6797409027768169,0.7390533157678203,-1.4383258488597068,-1.091402643081422,-1.3892303986506662,-1.2384021823084155,1.4615211855994235,-0.018754921025750545,-1.5479221540396824,-1.226729731750894,-1.4391441121802122,-1.2761201932733148,1.5765718047538486,-0.39636644074136584,-1.2008422617705556,-0.7012114233282414,-1.3734341048251808,-1.0919435318774509,1.5856268028473888,-0.44975779586069015
2015-02-01,1.0,1.0,6.0,-1.1551500396872354,-1.0832923073422804,-1.2664334036726568,-1.0751948980803518,1.6797409027768169,0.42942605022596725,-1.5825398478789707,-1.4346228332696431,-1.3892303986506662,-1.2384021823084155,1.5643569311456,-0.018754921025750545,-1.5479221540396824,-1.226729731750894,-1.4152413952295755,-1.2761201932733148,1.5418234960489854,0.42807074346269514,-1.3172891810746825,-1.3380295831206974,-1.3525572819359049,-1.0919435318774509,1.5856268028473888,-0.44975779586069015
2015-02-02,0.0,1.0,0.0,-1.3985439709933565,-1.5450338097721388,-1.2664334036726568,-1.0751948980803518,1.6797409027768169,1.0486805813096733,-2.159395843956026,-1.9494531185519746,-1.3892303986506662,-1.2384021823084155,1.5643569311456,-0.2893440118775318,-1.6916451433198816,-1.5696074148670947,-1.4152413952295755,-1.2761201932733148,1.5765718047538486,-0.39636644074136584,-1.7830768582911898,-1.6564386630169257,-1.3525572819359049,-1.0919435318774509,1.5856268028473888,-0.6546858752960721
2015-02-03,0.0,1.0,1.0,-1.3985439709933565,-1.0832923073422804,-1.2664334036726568,-1.0751948980803518,1.6797409027768169,1.2034942140806,-2.015181844936762,-1.9494531185519746,-1.3892303986506662,-1.2384021823084155,1.25584969450707,0.11653962440014007,-1.9790911218802798,-1.9124850979832955,-1.391338678278939,-1.2761201932733148,1.472326878639259,-0.9459912302107398,-1.8995237775953169,-1.8156432029650396,-1.3525572819359049,-1.0919435318774509,1.5856268028473888,0.3699545218808378
2015-02-04,0.0,1.0,2.0,-1.2768470053402958,-1.0832923073422804,-1.2664334036726568,-1.0751948980803518,1.6441790762595647,-0.1898284808577389,-1.8709678459174983,-1.9494531185519746,-1.3892303986506662,-1.2384021823084155,1.5300783492968744,0.2518341698260307,-1.8353681326000808,-1.741046256425195,-1.391338678278939,-1.2761201932733148,1.5418234960489854,-1.0833974275780833,-1.4337361003788094,-1.6564386630169257,-1.310803636157353,-1.0919435318774509,1.5856268028473888,0.16502644244545583
2015-02-05,0.0,1.0,3.0,-1.763634867952538,-1.698947643915425,-0.2171094515741753,-1.0751948980803518,0.7551334133282622,-0.03501484808681235,-1.8709678459174983,-2.121063213646085,-0.23572485143519942,-1.2384021823084155,-0.6637508890215601,-1.1011112844328754,-1.5479221540396824,-1.741046256425195,-0.530840868056021,-1.2761201932733148,0.012897913035001601,-1.2208036249454268,-1.6666299389870631,-1.3380295831206974,-1.310803636157353,-1.0919435318774509,0.9864665182673267,-0.44975779586069015
2015-02-06,0.0,1.0,4.0,-1.2768470053402958,-1.2372061414855666,-0.1976775265353146,-1.0751948980803518,0.22170601556948064,1.513121479622453,-1.2941118498404431,-1.2630127381755325,-0.23572485143519942,-1.2384021823084155,0.7073923849274615,-0.42463855730342237,-1.5479221540396824,-1.741046256425195,-0.9371870562168434,-1.2761201932733148,0.2561360739690445,-0.8085850328433963,-1.3172891810746825,-1.3380295831206974,-0.9350208241503858,-1.0919435318774509,0.31681678844255146,0.5748826013162198
2015-02-07,0.0,1.0,5.0,-1.1551500396872354,-1.0832923073422804,-0.5474521772348082,-1.0751948980803518,-0.8451487799480825,2.2871896434770855,-0.8614698527826518,-1.091402643081422,-0.2139605958273605,-0.5360965226750162,-0.8008652164164622,1.469485078659046,-0.9730301969188859,-0.8838520486346934,-0.10059196294456248,-1.2761201932733148,-0.2998368653087678,1.2525079276667561,-1.2008422617705556,-1.1788250431725835,-0.18345520013645125,-1.0919435318774509,-0.4938118318716502,1.804451077928512
2015-02-08,1.0,1.0,6.0,-1.520240936646417,-1.3911199756288528,-0.1976775265353146,-1.0751948980803518,0.22170601556948064,2.7516305417898654,-1.1498978508211792,-1.2630127381755325,-0.5621886855527843,-1.2384021823084155,-0.7665866345677367,1.469485078659046,-1.4041991647594834,-1.3981685733089944,-0.10059196294456248,-0.5915478880266467,-0.7515648784719903,0.8402893355647256,-1.4337361003788094,-1.4972341230688115,-0.18345520013645125,-1.0919435318774509,-0.7052801676057897,1.1896668396223657
2015-02-09,0.0,1.0,0.0,-0.9117561083811144,-0.4676369707691361,-0.5474521772348082,-1.0751948980803518,0.18614418905222851,1.0486805813096733,-0.8614698527826518,-0.5765723577990908,-0.17043208461168266,-0.5360965226750162,-1.4521582715422474,-0.2893440118775318,-0.8293072076386867,-0.712413207076593,-0.10059196294456248,-0.5915478880266467,-0.5430750262428107,0.15325834872800814,-1.0843953424664288,-0.7012114233282414,-0.5592380121434183,-1.0919435318774509,-0.00038571515865787564,0.3699545218808378
2015-02-10,0.0,1.0,1.0,-1.033453074034175,-0.7754646390557083,-0.1976775265353146,-0.43376333891544117,-1.5563853102931247,-0.03501484808681235,-0.8614698527826518,-0.7481824528932012,-0.17043208461168266,-0.5360965226750162,-1.417879689693522,-0.42463855730342237,-0.8293072076386867,-0.712413207076593,-0.10059196294456248,-1.2761201932733148,-0.6473199523574005,-0.39636644074136584,-0.9679484231623019,-0.7012114233282414,-0.18345520013645125,-1.0919435318774509,-1.6921324010317744,0.16502644244545583
2015-02-11,0.0,1.0,2.0,-1.033453074034175,-0.9293784731989944,-0.5474521772348082,-1.0751948980803518,-0.5606541678100657,0.7390533157678203,-1.1498978508211792,-0.7481824528932012,-1.2804091206114712,-1.2384021823084155,0.6731138030787359,0.11653962440014007,-1.2604761754792841,-0.8838520486346934,-1.319630527427029,-1.2761201932733148,0.5341225436079506,-0.6711788354760528,-0.9679484231623019,-0.8604159632763554,-0.5592380121434183,-1.0919435318774509,-0.5643012771163634,0.5748826013162198
2015-02-12,0.0,1.0,3.0,-1.033453074034175,-0.9293784731989944,-1.2275695535949351,-1.0751948980803518,1.3241226376042958,1.3583078468515266,-1.1498978508211792,-0.7481824528932012,-1.2804091206114712,-1.2384021823084155,1.3244068582045212,0.2518341698260307,-1.4041991647594834,-1.0552908901927938,-1.319630527427029,-1.2761201932733148,1.4375785699343957,-1.2208036249454268,-1.0843953424664288,-0.5420068833801274,-1.289926813268077,-1.0919435318774509,1.550382080225032,0.5748826013162198
2015-02-13,0.0,1.0,4.0,-1.1551500396872354,-0.9293784731989944,-1.2275695535949351,-1.0751948980803518,1.2885608110870437,-0.3446421136286654,-1.4383258488597068,-0.9197925479873117,-1.2804091206114712,-1.2384021823084155,1.3586854400532467,-0.2893440118775318,-1.5479221540396824,-1.226729731750894,-1.319630527427029,-1.2761201932733148,0.5688708523128139,-1.2208036249454268,-1.2008422617705556,-0.8604159632763554,-1.289926813268077,-1.0919435318774509,1.3741584671132492,-1.0645420341668361
2015-02-14,0.0,1.0,5.0,-1.1551500396872354,-1.2372061414855666,-0.1976775265353146,-1.0751948980803518,0.25726784208673276,0.2746124174550407,-1.4383258488597068,-1.4346228332696431,-0.17043208461168266,-0.5360965226750162,-0.5609151434753834,-0.42463855730342237,-1.2604761754792841,-1.226729731750894,-0.10059196294456248,-1.2761201932733148,0.11714283914959141,-0.5337726381087093,-1.2008422617705556,-1.3380295831206974,-0.9141440012611096,-1.0919435318774509,0.24632734319783828,-1.2694701136022182
2015-02-15,1.0,1.0,6.0,-1.3985439709933565,-1.0832923073422804,-0.1976775265353146,-0.43376333891544117,-1.1652052186033515,1.513121479622453,-1.1498978508211792,-1.091402643081422,-1.2804091206114712,-1.2384021823084155,1.1530139489608935,0.6577178061037026,-1.116753186199085,-0.8838520486346934,-1.2957278104763923,-1.2761201932733148,1.1943404090003527,1.2525079276667561,-1.2008422617705556,-1.3380295831206974,-1.269049990378801,-1.0919435318774509,0.5987745694214042,0.5748826013162198
2015-02-16,0.0,1.0,0.0,-1.2768470053402958,-1.0832923073422804,-1.2081376285560743,-1.0751948980803518,0.5417624542247496,2.2871896434770855,-1.2941118498404431,-1.2630127381755325,-1.2804091206114712,-1.2384021823084155,1.2901282763557957,0.7930123515295932,-1.4041991647594834,-1.0552908901927938,-1.2957278104763923,-1.2761201932733148,1.4028302612295322,1.1151017302994126,-1.4337361003788094,-1.1788250431725835,-1.269049990378801,-1.0919435318774509,1.4094031897356059,0.5748826013162198
2015-02-17,0.0,1.0,1.0,-1.1551500396872354,-0.9293784731989944,-1.2081376285560743,-1.0751948980803518,1.359684464121548,1.9775623779352327,-1.2941118498404431,-0.9197925479873117,-0.9104167752782083,-1.2384021823084155,0.6731138030787359,1.3341905332331556,-1.4041991647594834,-1.0552908901927938,-1.2957278104763923,-1.2761201932733148,0.9163539393614466,-0.25896024337402235,-1.2008422617705556,-1.0196205032244694,-1.269049990378801,-1.0919435318774509,1.0217112408896833,0.3699545218808378
2015-02-18,0.0,1.0,2.0,-0.9117561083811144,-0.4676369707691361,-1.2081376285560743,-1.0751948980803518,1.1107516785007832,1.6679351123933797,-1.0056838518019156,-0.5765723577990908,-1.2586448650036322,-1.2384021823084155,1.0844567852634424,1.469485078659046,-0.8293072076386867,-0.8838520486346934,-0.5069381511053845,-1.2761201932733148,0.22138776526418122,0.5654769408300386,-0.8515015038581751,-0.38280234343201336,-1.2272963446002492,-1.0919435318774509,1.4446479123579625,2.6241633956700396
2015-02-19,0.0,1.0,3.0,-0.5466652114219329,-0.31372313662585,-1.2081376285560743,-1.0751948980803518,1.430808117156052,1.9775623779352327,-0.8614698527826518,-0.40496226270498026,-1.2586448650036322,-1.2384021823084155,1.495799767448149,1.6047796240849368,-0.9730301969188859,-0.712413207076593,-0.10059196294456248,-0.5915478880266467,-0.16084363048931474,0.29066454609535164,-0.6186076652499214,-0.22359780348389932,-1.2272963446002492,-1.0919435318774509,1.4094031897356059,2.214307236799276
2015-02-20,0.0,1.0,4.0,-0.7900591427280539,-0.6215508049124222,-1.2081376285560743,-1.0751948980803518,1.3952462906388001,1.6679351123933797,-1.0056838518019156,-0.7481824528932012,-1.2586448650036322,-1.2384021823084155,1.5643569311456,1.3341905332331556,-1.116753186199085,-0.8838520486346934,-1.2718250935257558,-1.2761201932733148,1.2985853351149426,0.5654769408300386,-0.8515015038581751,-0.5420068833801274,-1.2272963446002492,-1.0919435318774509,1.479892634980319,0.7798106807516019
2015-02-21,0.0,1.0,5.0,-0.9117561083811144,-0.6215508049124222,-1.2081376285560743,-1.0751948980803518,1.5730554232250606,-0.1898284808577389,-1.0056838518019156,-0.7481824528932012,-1.2586448650036322,-1.2384021823084155,1.4615211855994235,-0.6952276481552035,-0.9730301969188859,-0.712413207076593,-1.2718250935257558,-1.2761201932733148,1.5765718047538486,0.015852151360664642,-0.9679484231623019,-0.7012114233282414,-1.2272963446002492,-1.0919435318774509,1.3389137444908927,-0.8596139547314542
2015-02-22,1.0,1.0,6.0,-1.033453074034175,-0.7754646390557083,-0.8583629778565807,-1.0751948980803518,0.29282966860398485,1.6679351123933797,-1.0056838518019156,-0.7481824528932012,-0.5186601743371065,-1.2384021823084155,0.3646065664402061,0.7930123515295932,-0.9730301969188859,-0.8838520486346934,-0.88938162231557,-1.2761201932733148,0.32563269137877104,0.29066454609535164,-1.0843953424664288,-0.8604159632763554,-0.8723903554825577,-1.0919435318774509,0.28157206582019484,0.7798106807516019
