Delivery,Dayahead SE3,Intraday SE3,Dayahead SE3 (s),Intraday SE3 (s)
2015-01-09 04:00:00,25.46,25.87,-0.5793176888753696,-0.5006205088501852
2015-01-09 05:00:00,26.88,27.59,-0.47125772602261,-0.3703859595040932
2015-01-09 06:00:00,28.17,28.39,-0.3730905766704548,-0.30981175050591075
2015-01-09 07:00:00,29.24,28.7,-0.29166511170393894,-0.2863392445191152
2015-01-09 08:00:00,29.71,30.58,-0.25589878597098303,-0.1439898533733867
2015-01-09 09:00:00,29.11,32.52,-0.3015579252045436,0.0029026034472059035
2015-01-09 10:00:00,29.74,31.09,-0.25361582900930524,-0.10537379513704533
2015-01-09 11:00:00,30.46,30.53,-0.19882486192903248,-0.14777574143577288
2015-01-09 12:00:00,30.51,30.09,-0.19501993365956907,-0.18109155638477328
2015-01-09 13:00:00,29.95,30.79,-0.237635130277559,-0.12808912351136378
2015-01-09 14:00:00,29.17,32.05,-0.2969920112811874,-0.03268474433922669
2015-01-09 15:00:00,29.47,30.12,-0.2741624416644074,-0.17882002354734136
2015-01-09 16:00:00,30.09,29.68,-0.2269813311230615,-0.21213583849634177
2015-01-09 17:00:00,30.99,30.25,-0.15849262227272093,-0.1689767145851368
2015-01-09 18:00:00,30.63,30.76,-0.18588810581285717,-0.13036065634879543
2015-01-09 19:00:00,29.91,29.23,-0.24067907289312962,-0.2462088310578193
2015-01-09 20:00:00,28.85,26.37,-0.321343552205753,-0.4627616282263212
2015-01-09 21:00:00,28.32,28.94,-0.36167579186206483,-0.26816698181966037
2015-01-09 22:00:00,27.89,28.8,-0.3943981749794498,-0.2787674683943423
2015-01-09 23:00:00,26.74,27.68,-0.48191152517710745,-0.3635713609917977
2015-01-10 00:00:00,27.84,32.9,-0.3982031032489132,0.031675352721342184
2015-01-10 01:00:00,27.21,29.49,-0.4461451994441516,-0.22652221313341017
2015-01-10 02:00:00,27.04,29.68,-0.4590819555603272,-0.21213583849634177
2015-01-10 03:00:00,27.47,30.75,-0.4263595724429422,-0.13111783396127283
2015-01-10 04:00:00,27.71,31.13,-0.4080959167495179,-0.10234508468713628
2015-01-10 05:00:00,27.91,33.09,-0.3928762036716645,0.04606172735841086
2015-01-10 06:00:00,27.97,31.95,-0.3883102897483085,-0.04025652046399932
2015-01-10 07:00:00,28.43,32.25,-0.3533049496692454,-0.01754119208968088
2015-01-10 08:00:00,28.55,31.76,-0.3441731218225333,-0.054642895101067464
2015-01-10 09:00:00,28.56,31.47,-0.34341213616864075,-0.07660104586290878
2015-01-10 10:00:00,28.58,31.82,-0.34189016486085544,-0.05009982942620388
2015-01-10 11:00:00,28.42,29.23,-0.35406593532313796,-0.2462088310578193
2015-01-10 12:00:00,28.24,29.11,-0.36776367709320634,-0.25529496240754673
2015-01-10 13:00:00,27.96,28.94,-0.38907127540220104,-0.26816698181966037
2015-01-10 14:00:00,27.84,28.62,-0.3982031032489132,-0.29239666541893333
2015-01-10 15:00:00,27.86,30.36,-0.39668113194112786,-0.16064776084788676
2015-01-10 16:00:00,28.13,28.64,-0.3761345192860257,-0.29088231019397875
2015-01-10 17:00:00,28.36,30.18,-0.35863184924649416,-0.1742769578724778
2015-01-10 18:00:00,28.1,31.64,-0.37841747624770355,-0.0637290264507949
2015-01-10 19:00:00,27.71,29.66,-0.4080959167495179,-0.2136501937212963
2015-01-10 20:00:00,27.86,29.46,-0.39668113194112786,-0.22879374597084184
2015-01-10 21:00:00,27.64,30.18,-0.41342281632676664,-0.1742769578724778
2015-01-10 22:00:00,26.46,30.46,-0.5032191234861022,-0.15307598472311387
2015-01-10 23:00:00,25.54,29.77,-0.5732298036442283,-0.20532123998404625
2015-01-11 00:00:00,24.97,31.33,-0.6166059859161108,-0.08720153243759074
2015-01-11 01:00:00,24.22,29.73,-0.6736799099580614,-0.20834995043395532
2015-01-11 02:00:00,24.03,29.34,-0.688138637382022,-0.23787987732056926
2015-01-11 03:00:00,23.44,29.22,-0.7330367909616897,-0.2469660086702967
2015-01-11 04:00:00,23.56,29.64,-0.7239049631149779,-0.2151645489462508
2015-01-11 05:00:00,23.91,30.01,-0.6972704652287341,-0.1871489772845914
2015-01-11 06:00:00,23.9,29.07,-0.698031450882627,-0.2583236728574558
2015-01-11 07:00:00,24.71,29.58,-0.6363916129173202,-0.21970761462111468
2015-01-11 08:00:00,25.18,29.84,-0.6006252871843646,-0.20002099669670528
2015-01-11 09:00:00,25.95,32.34,-0.5420293918346286,-0.010726593577385108
2015-01-11 10:00:00,27.11,32.5,-0.45375505598307847,0.0013882482222511076
2015-01-11 11:00:00,27.84,32.07,-0.3982031032489132,-0.031170389114271894
2015-01-11 12:00:00,27.65,32.86,-0.4126618306728741,0.02864664227143313
2015-01-11 13:00:00,27.68,32.73,-0.410378873711196,0.0188033333092283
2015-01-11 14:00:00,27.65,33.07,-0.4126618306728741,0.04454737213345607
2015-01-11 15:00:00,27.8,33.28,-0.40124704586448384,0.060448101995479
2015-01-11 16:00:00,28.6,34.21,-0.34036819355306985,0.13086561995586599
2015-01-11 17:00:00,28.97,34.36,-0.3122117243590411,0.14222328414302507
2015-01-11 18:00:00,29.1,31.75,-0.30231891085843615,-0.055400072713544864
2015-01-11 19:00:00,28.9,30.71,-0.31753862393628984,-0.13414654441118187
2015-01-11 20:00:00,28.57,30.62,-0.3426511505147479,-0.1409611429234774
2015-01-11 21:00:00,28.16,31.05,-0.37385156232434763,-0.10840250558695438
2015-01-11 22:00:00,27.98,29.26,-0.38754930409441574,-0.24393729822038737
2015-01-11 23:00:00,27.64,28.9,-0.41342281632676664,-0.2711956922695697
2015-01-12 00:00:00,28.47,29.99,-0.3502610070536748,-0.1886633325095462
2015-01-12 01:00:00,28.1,29.09,-0.37841747624770355,-0.25680931763250125
2015-01-12 02:00:00,27.95,29.34,-0.3898322610560938,-0.23787987732056926
2015-01-12 03:00:00,28.07,28.7,-0.3807004332093817,-0.2863392445191152
2015-01-12 04:00:00,28.48,29.98,-0.34950002139978203,-0.18942051012202332
2015-01-12 05:00:00,27.83,30.6,-0.398964088902806,-0.1424754981484319
2015-01-12 06:00:00,29.53,28.98,-0.26959652774105114,-0.26513827136975127
2015-01-12 07:00:00,34.59,34.88,0.11546221312864215,0.18159651999184384
2015-01-12 08:00:00,34.63,35.25,0.11850615574421278,0.209612091653503
2015-01-12 09:00:00,34.03,37.22,0.07284701651065222,0.358776081311527
2015-01-12 10:00:00,30.84,44.24,-0.16990740708111093,0.8903147652705775
2015-01-12 11:00:00,30.07,41.88,-0.22850330243084682,0.7116208487259396
2015-01-12 12:00:00,29.33,33.64,-0.2848162408189049,0.08770649604466103
2015-01-12 13:00:00,29.39,32.65,-0.28025032689554863,0.012745912409410195
2015-01-12 14:00:00,28.98,33.38,-0.3114507387051483,0.06801987812025191
2015-01-12 15:00:00,29.49,33.77,-0.2726404703566221,0.09754980500686586
2015-01-12 16:00:00,29.7,33.37,-0.25665977162487585,0.06726270050777423
2015-01-12 17:00:00,30.25,35.06,-0.21480556066077872,0.19522571701643487
2015-01-12 18:00:00,29.97,32.73,-0.23611315896977367,0.0188033333092283
2015-01-12 19:00:00,28.93,31.7,-0.3152556669746117,-0.059185960775931315
2015-01-12 20:00:00,28.26,31.48,-0.36624170578542076,-0.07584386825043138
2015-01-12 21:00:00,27.8,31.44,-0.40124704586448384,-0.07887257870034044
2015-01-12 22:00:00,27.63,30.48,-0.4141838019806594,-0.15156162949815935
2015-01-12 23:00:00,26.4,29.3,-0.5077850374094584,-0.24090858777047833
2015-01-13 00:00:00,28.12,27.98,-0.37689550493991825,-0.34085603261747927
2015-01-13 01:00:00,27.91,23.49,-0.3928762036716645,-0.6808287806197779
2015-01-13 02:00:00,27.87,21.33,-0.3959201462872351,-0.8443791449148703
2015-01-13 03:00:00,28.02,26.5,-0.38450536147884506,-0.4529183192641167
2015-01-13 04:00:00,28.95,26.03,-0.3137336956668264,-0.4885056670505487
2015-01-13 05:00:00,29.88,26.6,-0.24296202985480772,-0.44534654313934374
2015-01-13 06:00:00,31.84,31.45,-0.09380884169184353,-0.0781154010878633
2015-01-13 07:00:00,35.04,33.62,0.14970656755381215,0.08619214081970623
2015-01-13 08:00:00,35.65,33.52,0.19612669244126524,0.07862036469493386
2015-01-13 09:00:00,34.95,30.87,0.14285769666877837,-0.12203170261154539
2015-01-13 10:00:00,34.87,31.19,0.13676981143763656,-0.09780201901227242
2015-01-13 11:00:00,34.5,31.06,0.10861334224360782,-0.10764532797447725
2015-01-13 12:00:00,33.87,28.14,0.06067124604836915,-0.32874119081784275
