Delivery,Dayahead SE3,Intraday SE3,Dayahead SE3 (s),Intraday SE3 (s)
2015-01-13 12:00:00,33.87,28.14,0.06067124604836915,-0.3337532128574314
2015-01-13 13:00:00,33.82,30.7,0.056866317778905995,-0.1438133028556434
2015-01-13 14:00:00,34.3,28.04,0.09339362916575411,-0.34117274059187636
2015-01-13 15:00:00,34.76,29.88,0.1283989692448172,-0.20465343027809116
2015-01-13 16:00:00,36.61,32.79,0.269181315214962,0.011254826794253919
2015-01-13 17:00:00,42.16,37.7,0.691528353125396,0.3755536385554962
2015-01-13 18:00:00,41.99,35.43,0.6785915970092209,0.20713035898359794
2015-01-13 19:00:00,37.75,30.4,0.3559336797587269,-0.166071886058978
2015-01-13 20:00:00,31.57,28.38,-0.1143554543469457,-0.31594634629476387
2015-01-13 21:00:00,30.77,27.9,-0.17523430665835968,-0.3515600794200992
2015-01-13 22:00:00,29.86,27.8,-0.24448400116259306,-0.3589796071545439
2015-01-13 23:00:00,28.64,25.07,-0.33732425093749924,-0.5615327143048883
2015-01-14 00:00:00,27.67,23.6,-0.4111398593650885,-0.6705997720012274
2015-01-14 01:00:00,26.0,24.64,-0.5382244635651653,-0.593436683563001
2015-01-14 02:00:00,25.75,25.07,-0.5572491049124821,-0.5615327143048883
2015-01-14 03:00:00,25.76,25.2,-0.5564881192585893,-0.55188732825011
2015-01-14 04:00:00,26.08,26.05,-0.532136578334024,-0.4888213425073287
2015-01-14 05:00:00,27.51,28.29,-0.4233156298273713,-0.3226239212557642
2015-01-14 06:00:00,28.69,31.36,-0.3335193226680358,-0.09484441980830739
2015-01-14 07:00:00,30.86,31.33,-0.16838543577332563,-0.09707027812864093
2015-01-14 08:00:00,32.52,31.57,-0.04206181722714143,-0.07926341156597315
2015-01-14 09:00:00,31.63,23.47,-0.10978954042358975,-0.6802451580560059
2015-01-14 10:00:00,30.49,26.58,-0.19654190496735466,-0.44949784551477123
2015-01-14 11:00:00,30.32,31.73,-0.20947866108352997,-0.06739216719086137
2015-01-14 12:00:00,29.7,31.98,-0.25665977162487585,-0.04884334785474925
2015-01-14 13:00:00,29.58,32.35,-0.26579159947158804,-0.021391095237303245
2015-01-14 14:00:00,30.37,32.62,-0.20567373281406653,-0.0013583703543024496
2015-01-14 15:00:00,32.28,32.42,-0.06032547292056577,-0.01619742582319183
2015-01-14 16:00:00,33.89,31.36,0.06219321735615473,-0.09484441980830739
2015-01-14 17:00:00,35.93,31.98,0.2174342907502602,-0.04884334785474925
2015-01-14 18:00:00,34.72,31.01,0.12535502662924655,-0.12081276687886419
2015-01-14 19:00:00,32.79,29.48,-0.021515204572039533,-0.23433154121587046
2015-01-14 20:00:00,29.75,28.5,-0.2528548433554124,-0.30704291301343
2015-01-14 21:00:00,29.31,29.29,-0.2863382121266902,-0.24842864391131578
2015-01-14 22:00:00,28.61,28.42,-0.3396072078991773,-0.31297853520098573
2015-01-14 23:00:00,27.4,28.02,-0.43168647202019095,-0.3426566461387653
2015-01-15 00:00:00,27.37,23.04,-0.4339694289818688,-0.7121491273141187
