,cap SE2 > SE3,cap SE4 > SE3,cap NO1 > SE3,cap DK1 > SE3,cap FI > SE3
2016-10-20 19:00:00,6950.0,2000.0,1045.0,740.0,1200.0
2016-10-20 20:00:00,6950.0,2000.0,1045.0,740.0,1200.0
2016-10-20 21:00:00,6950.0,2000.0,1245.0,740.0,1200.0
2016-10-20 22:00:00,6950.0,2000.0,1245.0,740.0,1200.0
2016-10-20 23:00:00,6950.0,2000.0,1245.0,740.0,1200.0
2016-10-21 00:00:00,6950.0,2000.0,1400.0,484.0,1200.0
2016-10-21 01:00:00,6950.0,2000.0,1400.0,472.0,1200.0
2016-10-21 02:00:00,6950.0,2000.0,1400.0,393.0,1200.0
2016-10-21 03:00:00,6950.0,2000.0,1400.0,400.0,1200.0
2016-10-21 04:00:00,6950.0,2000.0,1400.0,402.0,1200.0
2016-10-21 05:00:00,6950.0,2000.0,1400.0,508.0,1200.0
2016-10-21 06:00:00,6150.0,2000.0,1200.0,740.0,1200.0
2016-10-21 07:00:00,6150.0,2000.0,1100.0,740.0,1200.0
2016-10-21 08:00:00,6150.0,2000.0,1100.0,740.0,1200.0
2016-10-21 09:00:00,6150.0,2000.0,1100.0,740.0,1200.0
2016-10-21 10:00:00,6150.0,2000.0,1100.0,740.0,1200.0
2016-10-21 11:00:00,6950.0,2000.0,1200.0,740.0,1200.0
2016-10-21 12:00:00,6950.0,2000.0,1200.0,740.0,1200.0
2016-10-21 13:00:00,6950.0,2000.0,1200.0,740.0,1200.0
2016-10-21 14:00:00,6950.0,2000.0,1200.0,740.0,1200.0
2016-10-21 15:00:00,6950.0,2000.0,1200.0,740.0,1200.0
2016-10-21 16:00:00,6950.0,2000.0,1200.0,740.0,1200.0
2016-10-21 17:00:00,6950.0,2000.0,1100.0,740.0,1200.0
2016-10-21 18:00:00,6950.0,2000.0,1100.0,740.0,1200.0
2016-10-21 19:00:00,6950.0,2000.0,1100.0,740.0,1200.0
2016-10-21 20:00:00,6950.0,2000.0,1100.0,740.0,1200.0
2016-10-21 21:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-21 22:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-21 23:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-22 00:00:00,6950.0,2000.0,1400.0,623.0,1200.0
2016-10-22 01:00:00,6950.0,2000.0,1400.0,552.0,1200.0
2016-10-22 02:00:00,6950.0,2000.0,1400.0,529.0,1200.0
2016-10-22 03:00:00,6950.0,2000.0,1400.0,466.0,1200.0
2016-10-22 04:00:00,6950.0,2000.0,1400.0,499.0,1200.0
2016-10-22 05:00:00,6950.0,2000.0,1400.0,573.0,1200.0
2016-10-22 06:00:00,6950.0,2000.0,1400.0,740.0,1200.0
2016-10-22 07:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-22 08:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-22 09:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-22 10:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-22 11:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-22 12:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-22 13:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-22 14:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-22 15:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-22 16:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-22 17:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-22 18:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-22 19:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-22 20:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-22 21:00:00,6950.0,2000.0,1300.0,653.0,1200.0
2016-10-22 22:00:00,6950.0,2000.0,1300.0,558.0,1200.0
2016-10-22 23:00:00,6950.0,2000.0,1300.0,423.0,1200.0
2016-10-23 00:00:00,6950.0,2000.0,1400.0,740.0,1200.0
2016-10-23 01:00:00,6950.0,2000.0,1400.0,740.0,1200.0
2016-10-23 02:00:00,6950.0,2000.0,1400.0,740.0,1200.0
2016-10-23 03:00:00,6950.0,2000.0,1400.0,740.0,1200.0
2016-10-23 04:00:00,6950.0,2000.0,1400.0,740.0,1200.0
2016-10-23 05:00:00,6950.0,2000.0,1400.0,740.0,1200.0
2016-10-23 06:00:00,6950.0,2000.0,1400.0,740.0,1200.0
2016-10-23 07:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-23 08:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-23 09:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-23 10:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-23 11:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-23 12:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-23 13:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-23 14:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-23 15:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-23 16:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-23 17:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-23 18:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-23 19:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-23 20:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-23 21:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-23 22:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-23 23:00:00,6950.0,2000.0,1300.0,740.0,1200.0
2016-10-24 00:00:00,6900.0,2000.0,1400.0,740.0,1200.0
2016-10-24 01:00:00,6900.0,2000.0,1400.0,740.0,1200.0
2016-10-24 02:00:00,6900.0,2000.0,1400.0,740.0,1200.0
2016-10-24 03:00:00,6900.0,2000.0,1400.0,740.0,1200.0
2016-10-24 04:00:00,6900.0,2000.0,1400.0,740.0,1200.0
2016-10-24 05:00:00,6900.0,2000.0,1400.0,740.0,1200.0
2016-10-24 06:00:00,6700.0,2000.0,1300.0,740.0,1200.0
2016-10-24 07:00:00,6700.0,2000.0,1100.0,740.0,1200.0
2016-10-24 08:00:00,6700.0,2000.0,1100.0,740.0,1200.0
2016-10-24 09:00:00,6700.0,2000.0,1100.0,740.0,1200.0
2016-10-24 10:00:00,6700.0,2000.0,1100.0,740.0,1200.0
2016-10-24 11:00:00,6700.0,2000.0,1200.0,740.0,1200.0
2016-10-24 12:00:00,6700.0,2000.0,1200.0,740.0,1200.0
2016-10-24 13:00:00,6800.0,2000.0,1200.0,740.0,1200.0
2016-10-24 14:00:00,6800.0,2000.0,1200.0,740.0,1200.0
2016-10-24 15:00:00,6800.0,2000.0,1200.0,740.0,1200.0
2016-10-24 16:00:00,6800.0,2000.0,1200.0,740.0,1200.0
2016-10-24 17:00:00,6800.0,2000.0,1100.0,740.0,1200.0
2016-10-24 18:00:00,6800.0,2000.0,1100.0,740.0,1200.0
2016-10-24 19:00:00,6900.0,2000.0,1100.0,740.0,1200.0
2016-10-24 20:00:00,6900.0,2000.0,1100.0,740.0,1200.0
2016-10-24 21:00:00,6900.0,2000.0,1200.0,740.0,1200.0
2016-10-24 22:00:00,6900.0,2000.0,1200.0,740.0,1200.0
2016-10-24 23:00:00,6900.0,2000.0,1200.0,740.0,1200.0
2016-10-25 00:00:00,6900.0,2000.0,1300.0,740.0,1200.0
2016-10-25 01:00:00,6900.0,2000.0,1300.0,740.0,1200.0
2016-10-25 02:00:00,6900.0,2000.0,1300.0,740.0,1200.0
2016-10-25 03:00:00,6900.0,2000.0,1300.0,740.0,1200.0
2016-10-25 04:00:00,6900.0,2000.0,1300.0,740.0,1200.0
2016-10-25 05:00:00,6900.0,2000.0,1300.0,740.0,1200.0
2016-10-25 06:00:00,6900.0,2000.0,1200.0,740.0,1200.0
2016-10-25 07:00:00,6900.0,2000.0,1100.0,740.0,1200.0
2016-10-25 08:00:00,6900.0,2000.0,1100.0,740.0,1200.0
2016-10-25 09:00:00,6900.0,2000.0,1100.0,740.0,1200.0
2016-10-25 10:00:00,6900.0,2000.0,1100.0,740.0,1200.0
2016-10-25 11:00:00,6900.0,2000.0,1200.0,740.0,1200.0
2016-10-25 12:00:00,6900.0,2000.0,1200.0,740.0,1200.0
2016-10-25 13:00:00,6900.0,2000.0,1200.0,740.0,1200.0
2016-10-25 14:00:00,6900.0,2000.0,1200.0,740.0,1200.0
2016-10-25 15:00:00,6900.0,2000.0,1200.0,740.0,1200.0
2016-10-25 16:00:00,6900.0,2000.0,1200.0,740.0,1200.0
2016-10-25 17:00:00,6900.0,2000.0,1100.0,740.0,1200.0
2016-10-25 18:00:00,6900.0,2000.0,1100.0,740.0,1200.0
2016-10-25 19:00:00,6900.0,2000.0,1100.0,740.0,1200.0
2016-10-25 20:00:00,6900.0,2000.0,1100.0,740.0,1200.0
2016-10-25 21:00:00,6900.0,2000.0,1200.0,740.0,1200.0
2016-10-25 22:00:00,6900.0,2000.0,1200.0,740.0,1200.0
2016-10-25 23:00:00,6900.0,2000.0,1200.0,740.0,1200.0
2016-10-26 00:00:00,6760.0,2000.0,1300.0,740.0,1200.0
2016-10-26 01:00:00,6760.0,2000.0,1300.0,740.0,1200.0
2016-10-26 02:00:00,6760.0,2000.0,1300.0,740.0,1200.0
2016-10-26 03:00:00,6760.0,2000.0,1300.0,740.0,1200.0
2016-10-26 04:00:00,6760.0,2000.0,1300.0,740.0,1200.0
2016-10-26 05:00:00,6760.0,2000.0,1300.0,740.0,1200.0
2016-10-26 06:00:00,6760.0,2000.0,1200.0,740.0,1200.0
2016-10-26 07:00:00,6760.0,2000.0,1100.0,740.0,1000.0
2016-10-26 08:00:00,6760.0,2000.0,1100.0,740.0,1000.0
2016-10-26 09:00:00,6760.0,2000.0,1100.0,740.0,1000.0
2016-10-26 10:00:00,6760.0,2000.0,1000.0,740.0,1000.0
2016-10-26 11:00:00,6760.0,2000.0,1000.0,740.0,1000.0
2016-10-26 12:00:00,6760.0,2000.0,1000.0,740.0,1000.0
2016-10-26 13:00:00,6760.0,2000.0,1000.0,740.0,1000.0
2016-10-26 14:00:00,6760.0,2000.0,1200.0,740.0,1000.0
2016-10-26 15:00:00,6760.0,2000.0,1200.0,740.0,1000.0
2016-10-26 16:00:00,6760.0,2000.0,1200.0,740.0,1000.0
2016-10-26 17:00:00,6760.0,2000.0,1200.0,740.0,1000.0
2016-10-26 18:00:00,6760.0,2000.0,1200.0,740.0,1000.0
2016-10-26 19:00:00,6760.0,2000.0,1200.0,740.0,1000.0
2016-10-26 20:00:00,6760.0,2000.0,1200.0,740.0,1000.0
2016-10-26 21:00:00,6760.0,2000.0,1300.0,740.0,1000.0
2016-10-26 22:00:00,6760.0,2000.0,1300.0,740.0,1000.0
2016-10-26 23:00:00,6760.0,2000.0,1300.0,740.0,1000.0
2016-10-27 00:00:00,6760.0,2000.0,1500.0,663.0,1000.0
2016-10-27 01:00:00,6760.0,2000.0,1500.0,592.0,1000.0
2016-10-27 02:00:00,6760.0,2000.0,1500.0,456.0,1000.0
2016-10-27 03:00:00,6760.0,2000.0,1500.0,405.0,1000.0
2016-10-27 04:00:00,6760.0,2000.0,1500.0,476.0,1000.0
2016-10-27 05:00:00,6760.0,2000.0,1500.0,740.0,1000.0
2016-10-27 06:00:00,6760.0,2000.0,1400.0,740.0,1000.0
2016-10-27 07:00:00,6760.0,2000.0,1300.0,740.0,1000.0
2016-10-27 08:00:00,6760.0,2000.0,1300.0,740.0,1000.0
2016-10-27 09:00:00,6760.0,2000.0,1300.0,740.0,1000.0
2016-10-27 10:00:00,6760.0,2000.0,1400.0,740.0,1000.0
2016-10-27 11:00:00,6760.0,2000.0,1400.0,740.0,1000.0
2016-10-27 12:00:00,6760.0,2000.0,1400.0,740.0,1000.0
2016-10-27 13:00:00,6760.0,2000.0,1400.0,740.0,1000.0
2016-10-27 14:00:00,6760.0,2000.0,1400.0,740.0,1000.0
2016-10-27 15:00:00,6760.0,2000.0,1400.0,740.0,1000.0
2016-10-27 16:00:00,6760.0,2000.0,1400.0,740.0,1200.0
2016-10-27 17:00:00,6760.0,2000.0,1300.0,740.0,1200.0
2016-10-27 18:00:00,6760.0,2000.0,1300.0,740.0,1200.0
2016-10-27 19:00:00,6760.0,2000.0,1300.0,740.0,1200.0
2016-10-27 20:00:00,6760.0,2000.0,1400.0,740.0,1200.0
2016-10-27 21:00:00,6760.0,2000.0,1400.0,740.0,1200.0
2016-10-27 22:00:00,6760.0,2000.0,1500.0,740.0,1200.0
2016-10-27 23:00:00,6760.0,2000.0,1500.0,470.0,1200.0
2016-10-28 00:00:00,6750.0,2000.0,1500.0,571.0,1200.0
2016-10-28 01:00:00,6750.0,2000.0,1500.0,538.0,1200.0
2016-10-28 02:00:00,6750.0,2000.0,1500.0,487.0,1200.0
2016-10-28 03:00:00,6750.0,2000.0,1500.0,522.0,1200.0
2016-10-28 04:00:00,6750.0,2000.0,1500.0,557.0,1200.0
2016-10-28 05:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 06:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 07:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 08:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 09:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 10:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 11:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 12:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 13:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 14:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 15:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 16:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 17:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 18:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 19:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 20:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 21:00:00,6750.0,2000.0,1500.0,740.0,1200.0
2016-10-28 22:00:00,6750.0,2000.0,1500.0,548.0,1200.0
2016-10-28 23:00:00,6750.0,2000.0,1500.0,458.0,1200.0
2016-10-29 00:00:00,7000.0,2000.0,1500.0,446.0,1200.0
2016-10-29 01:00:00,7000.0,2000.0,1500.0,383.0,1200.0
2016-10-29 02:00:00,7000.0,2000.0,1500.0,362.0,1200.0
2016-10-29 03:00:00,7000.0,2000.0,1500.0,315.0,1200.0
2016-10-29 04:00:00,7000.0,2000.0,1500.0,374.0,1200.0
2016-10-29 05:00:00,7000.0,2000.0,1500.0,384.0,1200.0
2016-10-29 06:00:00,7000.0,2000.0,1500.0,489.0,1200.0
2016-10-29 07:00:00,7000.0,2000.0,1500.0,578.0,1200.0
2016-10-29 08:00:00,7000.0,2000.0,1500.0,594.0,1200.0
2016-10-29 09:00:00,7000.0,2000.0,1500.0,645.0,1200.0
2016-10-29 10:00:00,7000.0,2000.0,1500.0,675.0,1200.0
2016-10-29 11:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-29 12:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-29 13:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-29 14:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-29 15:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-29 16:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-29 17:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-29 18:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-29 19:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-29 20:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-29 21:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-29 22:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-29 23:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-30 00:00:00,7000.0,2000.0,1500.0,567.0,1200.0
2016-10-30 01:00:00,7000.0,2000.0,1500.0,470.0,1200.0
2016-10-30 02:00:00,7000.0,2000.0,1500.0,361.0,1200.0
2016-10-30 03:00:00,7000.0,2000.0,1500.0,349.0,1200.0
2016-10-30 04:00:00,7000.0,2000.0,1500.0,393.0,1200.0
2016-10-30 05:00:00,7000.0,2000.0,1500.0,482.0,1200.0
2016-10-30 06:00:00,7000.0,2000.0,1500.0,624.0,1200.0
2016-10-30 07:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-30 08:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-30 09:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-30 10:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-30 11:00:00,7000.0,2000.0,945.0,740.0,1200.0
2016-10-30 12:00:00,7000.0,2000.0,800.0,300.0,1200.0
2016-10-30 13:00:00,7000.0,2000.0,800.0,300.0,1200.0
2016-10-30 14:00:00,7000.0,2000.0,800.0,300.0,1200.0
2016-10-30 15:00:00,7000.0,2000.0,800.0,300.0,1200.0
2016-10-30 16:00:00,7000.0,2000.0,800.0,300.0,1200.0
2016-10-30 17:00:00,7000.0,2000.0,800.0,300.0,1200.0
2016-10-30 18:00:00,7000.0,2000.0,1400.0,740.0,1200.0
2016-10-30 19:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-30 20:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-30 21:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-30 22:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-30 23:00:00,7000.0,2000.0,1500.0,740.0,1200.0
2016-10-31 00:00:00,6900.0,2000.0,1500.0,740.0,1200.0
2016-10-31 01:00:00,6900.0,2000.0,1500.0,740.0,1200.0
2016-10-31 02:00:00,6900.0,2000.0,1500.0,740.0,1200.0
2016-10-31 03:00:00,6900.0,2000.0,1500.0,740.0,1200.0
2016-10-31 04:00:00,6900.0,2000.0,1500.0,740.0,1200.0
2016-10-31 05:00:00,6900.0,2000.0,1500.0,740.0,1200.0
2016-10-31 06:00:00,6900.0,2000.0,1500.0,740.0,1200.0
2016-10-31 07:00:00,6900.0,2000.0,1500.0,740.0,1000.0
2016-10-31 08:00:00,6900.0,2000.0,1500.0,740.0,1000.0
2016-10-31 09:00:00,6900.0,2000.0,1500.0,740.0,1000.0
2016-10-31 10:00:00,6900.0,2000.0,1500.0,740.0,1000.0
2016-10-31 11:00:00,6900.0,2000.0,1500.0,740.0,1000.0
2016-10-31 12:00:00,6900.0,2000.0,1500.0,740.0,1000.0
2016-10-31 13:00:00,6900.0,2000.0,1500.0,740.0,1000.0
2016-10-31 14:00:00,6900.0,2000.0,1500.0,740.0,1000.0
2016-10-31 15:00:00,6900.0,2000.0,1500.0,740.0,1000.0
2016-10-31 16:00:00,6900.0,2000.0,1500.0,740.0,1000.0
2016-10-31 17:00:00,6900.0,2000.0,1500.0,740.0,1000.0
2016-10-31 18:00:00,6900.0,2000.0,1500.0,740.0,1000.0
2016-10-31 19:00:00,6900.0,2000.0,1500.0,740.0,1000.0
2016-10-31 20:00:00,6900.0,2000.0,1500.0,740.0,1000.0
2016-10-31 21:00:00,6900.0,2000.0,1500.0,740.0,1000.0
2016-10-31 22:00:00,6900.0,2000.0,1500.0,640.0,1000.0
2016-10-31 23:00:00,6900.0,2000.0,1500.0,565.0,1000.0
2016-11-01 00:00:00,6850.0,2000.0,1500.0,515.0,1000.0
2016-11-01 01:00:00,6850.0,2000.0,1500.0,528.0,1000.0
2016-11-01 02:00:00,6850.0,2000.0,1500.0,508.0,1000.0
2016-11-01 03:00:00,6850.0,2000.0,1500.0,535.0,1000.0
2016-11-01 04:00:00,6850.0,2000.0,1500.0,532.0,1000.0
2016-11-01 05:00:00,6850.0,2000.0,1500.0,595.0,1000.0
2016-11-01 06:00:00,6850.0,2000.0,1500.0,740.0,1000.0
2016-11-01 07:00:00,6850.0,2000.0,1500.0,740.0,1000.0
2016-11-01 08:00:00,6850.0,2000.0,1500.0,740.0,1000.0
2016-11-01 09:00:00,6850.0,2000.0,1500.0,740.0,1000.0
2016-11-01 10:00:00,6850.0,2000.0,1500.0,740.0,1000.0
2016-11-01 11:00:00,6850.0,2000.0,1500.0,740.0,1000.0
2016-11-01 12:00:00,6850.0,2000.0,1500.0,740.0,1000.0
2016-11-01 13:00:00,6850.0,2000.0,1500.0,740.0,1000.0
2016-11-01 14:00:00,6850.0,2000.0,1500.0,740.0,1000.0
2016-11-01 15:00:00,6850.0,2000.0,1500.0,740.0,1200.0
2016-11-01 16:00:00,6850.0,2000.0,1500.0,740.0,1200.0
2016-11-01 17:00:00,6850.0,2000.0,1500.0,740.0,1200.0
2016-11-01 18:00:00,6850.0,2000.0,1500.0,740.0,1200.0
2016-11-01 19:00:00,6850.0,2000.0,1500.0,740.0,1200.0
2016-11-01 20:00:00,6850.0,2000.0,1500.0,740.0,1200.0
2016-11-01 21:00:00,6850.0,2000.0,1500.0,613.0,1200.0
2016-11-01 22:00:00,6850.0,2000.0,1500.0,522.0,1200.0
2016-11-01 23:00:00,6850.0,2000.0,1500.0,387.0,1200.0
2016-11-02 00:00:00,6850.0,2000.0,1400.0,565.0,1200.0
2016-11-02 01:00:00,6850.0,2000.0,1400.0,596.0,1200.0
2016-11-02 02:00:00,6850.0,2000.0,1400.0,597.0,1200.0
2016-11-02 03:00:00,6850.0,2000.0,1400.0,666.0,1200.0
2016-11-02 04:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 05:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 06:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 07:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 08:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 09:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 10:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 11:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 12:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 13:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 14:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 15:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 16:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 17:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 18:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 19:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 20:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 21:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 22:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-02 23:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-03 00:00:00,6850.0,2000.0,1355.0,331.0,1200.0
2016-11-03 01:00:00,6850.0,2000.0,1355.0,368.0,1200.0
2016-11-03 02:00:00,6850.0,2000.0,1355.0,387.0,1200.0
2016-11-03 03:00:00,6850.0,2000.0,1355.0,435.0,1200.0
2016-11-03 04:00:00,6850.0,2000.0,1355.0,536.0,1200.0
2016-11-03 05:00:00,6850.0,2000.0,1355.0,678.0,1200.0
2016-11-03 06:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 07:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 08:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 09:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 10:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 11:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 12:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 13:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 14:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 15:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 16:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 17:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 18:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 19:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 20:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 21:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 22:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-03 23:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-04 00:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-04 01:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-04 02:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-04 03:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-04 04:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-04 05:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-04 06:00:00,6850.0,2000.0,1355.0,740.0,1200.0
2016-11-04 07:00:00,6850.0,2000.0,1155.0,740.0,1200.0
2016-11-04 08:00:00,6850.0,2000.0,1055.0,740.0,1200.0
2016-11-04 09:00:00,6850.0,2000.0,1055.0,740.0,1200.0
2016-11-04 10:00:00,6850.0,2000.0,1055.0,740.0,1200.0
2016-11-04 11:00:00,6850.0,2000.0,1055.0,740.0,1200.0
2016-11-04 12:00:00,6850.0,2000.0,1055.0,740.0,1200.0
2016-11-04 13:00:00,6850.0,2000.0,1055.0,740.0,1200.0
2016-11-04 14:00:00,6850.0,2000.0,1055.0,740.0,1200.0
2016-11-04 15:00:00,6850.0,2000.0,1055.0,740.0,1200.0
2016-11-04 16:00:00,6850.0,2000.0,1055.0,740.0,1200.0
2016-11-04 17:00:00,6850.0,2000.0,1055.0,740.0,1200.0
2016-11-04 18:00:00,6850.0,2000.0,1055.0,740.0,1200.0
2016-11-04 19:00:00,6850.0,2000.0,1055.0,740.0,1200.0
2016-11-04 20:00:00,6850.0,2000.0,1055.0,740.0,1200.0
2016-11-04 21:00:00,6850.0,2000.0,1155.0,740.0,1200.0
2016-11-04 22:00:00,6850.0,2000.0,1355.0,635.0,1200.0
2016-11-04 23:00:00,6850.0,2000.0,1355.0,519.0,1200.0
2016-11-05 00:00:00,6850.0,2000.0,1400.0,621.0,1200.0
2016-11-05 01:00:00,6850.0,2000.0,1400.0,577.0,1200.0
2016-11-05 02:00:00,6850.0,2000.0,1400.0,570.0,1200.0
2016-11-05 03:00:00,6850.0,2000.0,1400.0,607.0,1200.0
2016-11-05 04:00:00,6850.0,2000.0,1400.0,659.0,1200.0
2016-11-05 05:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-05 06:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-05 07:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-05 08:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-05 09:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-05 10:00:00,6850.0,2000.0,1400.0,740.0,1200.0
2016-11-05 11:00:00,6850.0,2000.0,1400.0,740.0,1200.0
